Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Gmi-AHam_038-Ex1-cssl.clmp.fp2_r2_screen	34931.0	39829.0	7480.0	2482.0	1374.0	500.0	299.0	409.0	6.0	0.0	0.0	133456.0	3119106.0
Gmi-AHam_040-Ex1-cssl.clmp.fp2_r1_screen	32896.0	47310.0	7929.0	2866.0	2194.0	335.0	304.0	428.0	9.0	0.0	0.0	188559.0	10852196.0
Gmi-AHam_040-Ex1-cssl.clmp.fp2_r2_screen	35058.0	46208.0	7798.0	2952.0	2117.0	387.0	292.0	428.0	5.0	0.0	0.0	187585.0	10852196.0
Gmi-AHam_043-Ex1-cssl.clmp.fp2_r1_screen	30547.0	11859.0	14434.0	2528.0	1543.0	428.0	354.0	205.0	19.0	0.0	0.0	145741.0	6490963.0
Gmi-AHam_043-Ex1-cssl.clmp.fp2_r2_screen	30741.0	11837.0	14356.0	2423.0	1506.0	433.0	372.0	225.0	1.0	0.0	0.0	145764.0	6490963.0
Gmi-AHam_044-Ex1-cssl.clmp.fp2_r1_screen	32991.0	25019.0	26101.0	2984.0	1866.0	415.0	362.0	291.0	26.0	0.0	0.0	206608.0	9151198.0
Gmi-AHam_044-Ex1-cssl.clmp.fp2_r2_screen	32983.0	24756.0	26043.0	3084.0	1864.0	471.0	326.0	307.0	5.0	0.0	0.0	205880.0	9152142.0
Gmi-AHam_045-Ex1-cssl.clmp.fp2_r1_screen	66569.0	12417.0	11724.0	5435.0	3357.0	1038.0	858.0	385.0	61.0	0.0	0.0	353444.0	13176074.0
Gmi-AHam_045-Ex1-cssl.clmp.fp2_r2_screen	66913.0	12287.0	11458.0	5562.0	3389.0	1073.0	816.0	355.0	10.0	0.0	0.0	353425.0	13176074.0
Gmi-AHam_046-Ex1-cssl.clmp.fp2_r1_screen	49096.0	14143.0	10846.0	4189.0	2706.0	730.0	625.0	369.0	9.0	0.0	0.0	250477.0	10210790.0
Gmi-AHam_046-Ex1-cssl.clmp.fp2_r2_screen	48975.0	14035.0	10831.0	4153.0	2733.0	785.0	631.0	347.0	5.0	0.0	0.0	250695.0	10210790.0
Gmi-AHam_047-Ex1-cssl.clmp.fp2_r1_screen	26257.0	68630.0	7056.0	1942.0	1275.0	257.0	155.0	427.0	3.0	0.0	0.0	131190.0	10593488.0
Gmi-AHam_047-Ex1-cssl.clmp.fp2_r2_screen	28067.0	67268.0	7045.0	2109.0	1294.0	330.0	147.0	464.0	0.0	0.0	0.0	130468.0	10593488.0
Gmi-AHam_048-Ex1-cssl.clmp.fp2_r1_screen	15767.0	48886.0	32582.0	1455.0	673.0	288.0	126.0	236.0	7.0	0.0	0.0	125118.0	12352402.0
Gmi-AHam_048-Ex1-cssl.clmp.fp2_r2_screen	15625.0	47766.0	32329.0	1516.0	620.0	234.0	111.0	238.0	8.0	0.0	0.0	124176.0	12354917.0
Gmi-AHam_049-Ex1-cssl.clmp.fp2_r1_screen	11216.0	32173.0	3729.0	897.0	630.0	136.0	104.0	117.0	7.0	0.0	0.0	103375.0	6620208.0
Gmi-AHam_049-Ex1-cssl.clmp.fp2_r2_screen	11257.0	31475.0	3721.0	837.0	615.0	143.0	100.0	141.0	4.0	0.0	0.0	102736.0	6621563.0
Gmi-AHam_050-Ex1-cssl.clmp.fp2_r1_screen	46077.0	66106.0	6041.0	3446.0	2241.0	664.0	439.0	349.0	8.0	0.0	0.0	184525.0	4161905.0
Gmi-AHam_050-Ex1-cssl.clmp.fp2_r2_screen	46493.0	65287.0	5915.0	3403.0	2146.0	632.0	391.0	342.0	3.0	0.0	0.0	182601.0	4164588.0
Gmi-AHam_051-Ex1-cssl.clmp.fp2_r1_screen	34502.0	21565.0	9405.0	3040.0	2434.0	526.0	419.0	278.0	4.0	0.0	0.0	185236.0	7269162.0
Gmi-AHam_051-Ex1-cssl.clmp.fp2_r2_screen	35724.0	21092.0	9412.0	3097.0	2468.0	597.0	362.0	313.0	4.0	0.0	0.0	185846.0	7267656.0
Gmi-AHam_052-Ex1-cssl.clmp.fp2_r1_screen	47574.0	200290.0	7731.0	3708.0	2667.0	418.0	239.0	668.0	2.0	0.0	0.0	278770.0	3473238.0
Gmi-AHam_052-Ex1-cssl.clmp.fp2_r2_screen	47589.0	195887.0	7645.0	3905.0	2682.0	365.0	196.0	641.0	2.0	0.0	0.0	269503.0	3486890.0
Gmi-AHam_053-Ex1-cssl.clmp.fp2_r1_screen	25566.0	79451.0	8530.0	2280.0	1334.0	310.0	244.0	277.0	2.0	0.0	0.0	144332.0	4687204.0
Gmi-AHam_053-Ex1-cssl.clmp.fp2_r2_screen	25792.0	79166.0	8510.0	2261.0	1327.0	317.0	270.0	267.0	3.0	0.0	0.0	143423.0	4688194.0
Gmi-AHam_054-Ex1-cssl.clmp.fp2_r1_screen	45083.0	36108.0	6194.0	3990.0	1975.0	695.0	458.0	238.0	6.0	0.0	0.0	158110.0	4206701.0
Gmi-AHam_054-Ex1-cssl.clmp.fp2_r2_screen	45395.0	35869.0	5985.0	4091.0	2016.0	677.0	438.0	226.0	4.0	0.0	0.0	156819.0	4208038.0
Gmi-AHam_056-Ex1-cssl.clmp.fp2_r1_screen	42059.0	70807.0	8224.0	3420.0	2249.0	618.0	516.0	357.0	43.0	0.0	0.0	226794.0	6607388.0
Gmi-AHam_056-Ex1-cssl.clmp.fp2_r2_screen	42237.0	69875.0	8092.0	3348.0	2278.0	602.0	532.0	379.0	9.0	0.0	0.0	224950.0	6610173.0
Gmi-AHam_057-Ex1-cssl.clmp.fp2_r1_screen	43122.0	34991.0	38915.0	3793.0	3045.0	572.0	446.0	397.0	60.0	0.0	0.0	279833.0	11138228.0
Gmi-AHam_057-Ex1-cssl.clmp.fp2_r2_screen	44120.0	34815.0	38617.0	3975.0	3067.0	602.0	447.0	378.0	9.0	0.0	0.0	277990.0	11139382.0
Gmi-AHam_058-Ex1-cssl.clmp.fp2_r1_screen	43854.0	30576.0	16854.0	3666.0	2343.0	645.0	507.0	401.0	9.0	0.0	0.0	228553.0	7898912.0
Gmi-AHam_058-Ex1-cssl.clmp.fp2_r2_screen	44846.0	30109.0	17007.0	3709.0	2299.0	609.0	526.0	389.0	7.0	0.0	0.0	227907.0	7898912.0
Gmi-AHam_059-Ex1-cssl.clmp.fp2_r1_screen	31387.0	214505.0	18494.0	1705.0	726.0	160.0	65.0	1037.0	1.0	0.0	0.0	162227.0	9261288.0
Gmi-AHam_059-Ex1-cssl.clmp.fp2_r2_screen	32776.0	210654.0	18472.0	1851.0	752.0	184.0	85.0	941.0	2.0	0.0	0.0	155868.0	9270010.0
Gmi-AHam_061-Ex1-cssl.clmp.fp2_r1_screen	25839.0	117212.0	21133.0	1974.0	1131.0	228.0	138.0	422.0	3.0	0.0	0.0	147657.0	8578249.0
Gmi-AHam_061-Ex1-cssl.clmp.fp2_r2_screen	27049.0	115110.0	21225.0	2107.0	1101.0	246.0	139.0	437.0	5.0	0.0	0.0	144760.0	8581807.0
Gmi-AHam_062-Ex1-cssl.clmp.fp2_r1_screen	50342.0	34192.0	15174.0	3501.0	2215.0	574.0	352.0	266.0	3.0	0.0	0.0	195461.0	3662219.0
Gmi-AHam_062-Ex1-cssl.clmp.fp2_r2_screen	50118.0	33665.0	14935.0	3610.0	2248.0	613.0	349.0	288.0	11.0	0.0	0.0	194261.0	3664201.0
Gmi-AHam_063-Ex1-cssl.clmp.fp2_r1_screen	40834.0	94798.0	8790.0	3356.0	2301.0	572.0	394.0	365.0	5.0	0.0	0.0	229094.0	6979430.0
Gmi-AHam_063-Ex1-cssl.clmp.fp2_r2_screen	42143.0	93544.0	8871.0	3215.0	2240.0	567.0	403.0	391.0	7.0	0.0	0.0	227656.0	6980902.0
Gmi-AHam_064-Ex1-cssl.clmp.fp2_r1_screen	39259.0	38851.0	6293.0	2980.0	2061.0	546.0	472.0	316.0	2.0	0.0	0.0	206907.0	7374634.0
Gmi-AHam_064-Ex1-cssl.clmp.fp2_r2_screen	39208.0	38187.0	6120.0	3103.0	1984.0	536.0	480.0	311.0	6.0	0.0	0.0	205450.0	7376936.0
Gmi-AHam_066-Ex1-cssl.clmp.fp2_r1_screen	30473.0	36140.0	6694.0	2603.0	1633.0	455.0	297.0	281.0	4.0	0.0	1.0	160889.0	6339374.0
Gmi-AHam_066-Ex1-cssl.clmp.fp2_r2_screen	31134.0	35620.0	6735.0	2549.0	1633.0	451.0	292.0	268.0	11.0	0.0	0.0	160120.0	6340031.0
Gmi-AHam_067-Ex1-cssl.clmp.fp2_r1_screen	37867.0	93907.0	9534.0	2997.0	2541.0	367.0	298.0	436.0	48.0	0.0	0.0	224893.0	16423836.0
Gmi-AHam_067-Ex1-cssl.clmp.fp2_r2_screen	39270.0	92598.0	9445.0	3198.0	2383.0	428.0	279.0	464.0	3.0	0.0	0.0	224820.0	16423836.0
Gmi-AHam_068-Ex1-cssl.clmp.fp2_r1_screen	23788.0	64060.0	8597.0	2029.0	1477.0	313.0	215.0	327.0	49.0	0.0	0.0	181866.0	9637282.0
Gmi-AHam_068-Ex1-cssl.clmp.fp2_r2_screen	23899.0	63312.0	8561.0	2112.0	1430.0	297.0	203.0	378.0	0.0	0.0	0.0	179553.0	9640258.0
Gmi-AHam_069-Ex1-cssl.clmp.fp2_r1_screen	23585.0	103425.0	24565.0	2182.0	990.0	201.0	163.0	1213.0	14.0	0.0	0.0	138662.0	9282922.0
Gmi-AHam_069-Ex1-cssl.clmp.fp2_r2_screen	25751.0	101751.0	24720.0	2397.0	984.0	258.0	180.0	1174.0	11.0	0.0	0.0	136817.0	9283879.0
Gmi-AHam_070-Ex1-cssl.clmp.fp2_r1_screen	40608.0	18119.0	6012.0	3259.0	2314.0	592.0	435.0	317.0	5.0	0.0	0.0	199798.0	8658087.0
Gmi-AHam_070-Ex1-cssl.clmp.fp2_r2_screen	41495.0	18059.0	6140.0	3360.0	2232.0	621.0	396.0	320.0	5.0	0.0	0.0	199724.0	8657194.0
Gmi-AHam_071-Ex1-cssl.clmp.fp2_r1_screen	59637.0	465390.0	12524.0	4279.0	1821.0	337.0	208.0	1554.0	4.0	0.0	0.0	360757.0	3754212.0
Gmi-AHam_071-Ex1-cssl.clmp.fp2_r2_screen	58935.0	457863.0	12435.0	4360.0	1819.0	349.0	258.0	1632.0	5.0	0.0	0.0	349280.0	3773787.0
Gmi-AHam_072-Ex1-cssl.clmp.fp2_r1_screen	26298.0	85490.0	12753.0	2098.0	1415.0	278.0	195.0	468.0	1.0	0.0	0.0	157144.0	14312813.0
Gmi-AHam_072-Ex1-cssl.clmp.fp2_r2_screen	28663.0	84441.0	12786.0	2251.0	1407.0	270.0	167.0	453.0	3.0	0.0	0.0	155699.0	14312813.0
Gmi-AHam_073-Ex1-cssl.clmp.fp2_r1_screen	20861.0	146660.0	8134.0	1272.0	515.0	115.0	70.0	691.0	6.0	0.0	0.0	101371.0	6005569.0
Gmi-AHam_073-Ex1-cssl.clmp.fp2_r2_screen	22442.0	145144.0	8200.0	1303.0	543.0	135.0	76.0	706.0	6.0	0.0	0.0	99254.0	6007455.0
Gmi-AHam_074-Ex1-cssl2.clmp.fp2_r1_screen	9187.0	43088.0	3416.0	765.0	477.0	87.0	44.0	148.0	8.0	0.0	0.0	52350.0	3831766.0
Gmi-AHam_074-Ex1-cssl2.clmp.fp2_r2_screen	9857.0	42784.0	3406.0	811.0	481.0	126.0	49.0	128.0	1.0	0.0	0.0	50744.0	3832949.0
Gmi-AHam_075-Ex1-cssl.clmp.fp2_r1_screen	39687.0	55052.0	10447.0	3212.0	1944.0	511.0	365.0	470.0	7.0	0.0	0.0	177497.0	10582651.0
Gmi-AHam_075-Ex1-cssl.clmp.fp2_r2_screen	41661.0	54424.0	10639.0	3349.0	1960.0	587.0	333.0	485.0	6.0	0.0	0.0	176835.0	10581564.0
Gmi-AHam_076-Ex1-cssl.clmp.fp2_r1_screen	60728.0	28416.0	9913.0	5050.0	2806.0	926.0	716.0	501.0	4.0	0.0	0.0	283350.0	10568736.0
Gmi-AHam_076-Ex1-cssl.clmp.fp2_r2_screen	60592.0	28330.0	9657.0	5028.0	2766.0	940.0	735.0	456.0	6.0	0.0	0.0	282803.0	10569833.0
Gmi-AHam_077-Ex1-cssl.clmp.fp2_r1_screen	31301.0	154730.0	210167.0	2404.0	926.0	254.0	180.0	1040.0	3.0	0.0	0.0	212144.0	7349813.0
Gmi-AHam_077-Ex1-cssl.clmp.fp2_r2_screen	32030.0	153642.0	210011.0	2418.0	972.0	260.0	190.0	1025.0	1.0	0.0	0.0	208618.0	7353795.0
Gmi-AHam_080-Ex1-cssl.clmp.fp2_r2_screen	23864.0	95042.0	7986.0	1926.0	1048.0	232.0	144.0	384.0	5.0	0.0	0.0	124597.0	7646544.0
Gmi-AHam_081-Ex1-cssl.clmp.fp2_r1_screen	31661.0	23047.0	6154.0	2606.0	1363.0	463.0	339.0	268.0	49.0	0.0	0.0	155315.0	6693259.0
Gmi-AHam_081-Ex1-cssl.clmp.fp2_r2_screen	31514.0	22994.0	6093.0	2615.0	1372.0	449.0	299.0	256.0	52.0	0.0	0.0	155621.0	6693259.0
Gmi-AHam_082-Ex1-cssl.clmp.fp2_r1_screen	29313.0	29879.0	7260.0	2523.0	2075.0	356.0	277.0	260.0	2.0	0.0	0.0	166157.0	7646043.0
Gmi-AHam_082-Ex1-cssl.clmp.fp2_r2_screen	30241.0	29647.0	7232.0	2585.0	2025.0	451.0	294.0	286.0	1.0	0.0	0.0	166128.0	7645255.0
Gmi-AHam_084-Ex1-cssl.clmp.fp2_r1_screen	43247.0	26195.0	9350.0	3378.0	2085.0	563.0	496.0	395.0	3.0	0.0	0.0	206190.0	8193596.0
Gmi-AHam_084-Ex1-cssl.clmp.fp2_r2_screen	44168.0	25897.0	9272.0	3292.0	2111.0	646.0	485.0	380.0	8.0	0.0	0.0	205643.0	8193596.0
Gmi-AHam_086-Ex1-cssl.clmp.fp2_r1_screen	39915.0	21227.0	28770.0	3225.0	1913.0	630.0	466.0	344.0	5.0	0.0	0.0	200385.0	6961781.0
Gmi-AHam_086-Ex1-cssl.clmp.fp2_r2_screen	39946.0	20959.0	28771.0	3213.0	2006.0	648.0	464.0	301.0	10.0	0.0	0.0	200562.0	6961781.0
Gmi-AHam_087-Ex1-cssl.clmp.fp2_r1_screen	59357.0	27282.0	33871.0	5184.0	3205.0	897.0	787.0	460.0	8.0	0.0	0.0	285669.0	10666258.0
Gmi-AHam_087-Ex1-cssl.clmp.fp2_r2_screen	60862.0	26996.0	33806.0	5236.0	3189.0	935.0	768.0	427.0	7.0	0.0	0.0	284494.0	10666258.0
Gmi-AHam_088-Ex1-cssl.clmp.fp2_r1_screen	37219.0	24249.0	7466.0	2965.0	1903.0	569.0	471.0	237.0	10.0	0.0	0.0	168112.0	6531194.0
Gmi-AHam_088-Ex1-cssl.clmp.fp2_r2_screen	37510.0	24077.0	7624.0	3009.0	1943.0	638.0	485.0	246.0	4.0	0.0	0.0	168343.0	6530516.0
Gmi-AHam_090-Ex1-cssl.clmp.fp2_r1_screen	35286.0	26186.0	7026.0	2845.0	1769.0	532.0	435.0	296.0	3.0	0.0	0.0	156265.0	5838900.0
Gmi-AHam_090-Ex1-cssl.clmp.fp2_r2_screen	35638.0	26384.0	7006.0	2808.0	1729.0	536.0	403.0	263.0	9.0	0.0	0.0	155260.0	5839507.0
Gmi-AHam_091-Ex1-cssl.clmp.fp2_r1_screen	47246.0	110662.0	10572.0	4806.0	2331.0	422.0	244.0	618.0	21.0	0.0	0.0	272312.0	4264657.0
Gmi-AHam_091-Ex1-cssl.clmp.fp2_r2_screen	47054.0	108996.0	10591.0	4808.0	2330.0	455.0	261.0	606.0	8.0	0.0	0.0	269883.0	4268899.0
Gmi-AHam_092-Ex1-cssl.clmp.fp2_r1_screen	34729.0	97916.0	9863.0	2766.0	1946.0	446.0	307.0	604.0	57.0	0.0	0.0	261570.0	14187768.0
Gmi-AHam_092-Ex1-cssl.clmp.fp2_r2_screen	34874.0	96491.0	9805.0	2798.0	1970.0	455.0	305.0	595.0	5.0	0.0	0.0	258526.0	14192148.0
Gmi-AHam_093-Ex1-cssl.clmp.fp2_r1_screen	32173.0	66891.0	13749.0	3073.0	1309.0	355.0	291.0	482.0	3.0	0.0	0.0	127532.0	9588446.0
Gmi-AHam_093-Ex1-cssl.clmp.fp2_r2_screen	34290.0	65701.0	13811.0	3321.0	1437.0	403.0	295.0	496.0	2.0	0.0	0.0	128069.0	9586479.0
Gmi-AHam_094-Ex1-cssl.clmp.fp2_r1_screen	34914.0	23730.0	6153.0	2786.0	1886.0	508.0	462.0	280.0	6.0	0.0	0.0	158313.0	7534938.0
Gmi-AHam_094-Ex1-cssl.clmp.fp2_r2_screen	36123.0	23369.0	6228.0	2991.0	1894.0	570.0	387.0	279.0	2.0	0.0	0.0	157971.0	7534162.0
Gmi-AHam_095-Ex1-cssl.clmp.fp2_r1_screen	44750.0	11347.0	11814.0	3800.0	2281.0	710.0	506.0	223.0	6.0	0.0	0.0	196972.0	10580502.0
Gmi-AHam_095-Ex1-cssl.clmp.fp2_r2_screen	45163.0	11350.0	11828.0	3771.0	2254.0	739.0	540.0	243.0	7.0	0.0	0.0	198684.0	10578332.0
Gmi-AHam_096-Ex1-cssl.clmp.fp2_r1_screen	49013.0	24611.0	30605.0	3476.0	2168.0	649.0	514.0	367.0	3.0	0.0	0.0	220055.0	7752940.0
Gmi-AHam_096-Ex1-cssl.clmp.fp2_r2_screen	49123.0	24309.0	30577.0	3601.0	2140.0	675.0	521.0	337.0	9.0	0.0	0.0	220169.0	7752940.0
Gmi-CBas_003-Ex1-cssl.clmp.fp2_r1_screen	7065.0	2017.0	115765.0	533.0	545.0	96.0	72.0	58.0	0.0	0.0	0.0	76971.0	488708.0
Gmi-CBas_003-Ex1-cssl.clmp.fp2_r2_screen	7001.0	1991.0	115643.0	574.0	507.0	98.0	50.0	55.0	3.0	0.0	0.0	75747.0	490161.0
Gmi-CBas_004-Ex1-cssl.clmp.fp2_r1_screen	27003.0	3111.0	5293.0	2201.0	1682.0	372.0	228.0	191.0	8.0	0.0	0.0	111351.0	1911765.0
Gmi-CBas_004-Ex1-cssl.clmp.fp2_r2_screen	27211.0	2968.0	5178.0	2118.0	1649.0	409.0	253.0	153.0	13.0	0.0	0.0	111075.0	1912178.0
Gmi-CBas_005-Ex1-cssl.clmp.fp2_r1_screen	35206.0	3156.0	4336.0	3010.0	2029.0	480.0	222.0	171.0	12.0	0.0	0.0	131312.0	2420260.0
Gmi-CBas_005-Ex1-cssl.clmp.fp2_r2_screen	35458.0	3209.0	4284.0	2968.0	1975.0	510.0	217.0	145.0	6.0	0.0	0.0	131422.0	2420000.0
Gmi-CBas_006-Ex1-cssl2.clmp.fp2_r1_screen	22419.0	10995.0	10456.0	1826.0	1507.0	368.0	145.0	119.0	3.0	0.0	0.0	95071.0	1544320.0
Gmi-CBas_006-Ex1-cssl2.clmp.fp2_r2_screen	22954.0	10901.0	10247.0	1818.0	1480.0	309.0	160.0	135.0	0.0	0.0	0.0	96086.0	1543139.0
Gmi-CBas_007-Ex1-cssl2.clmp.fp2_r1_screen	42805.0	2377.0	5309.0	3398.0	2724.0	656.0	316.0	162.0	8.0	0.0	0.0	156475.0	3380224.0
Gmi-CBas_007-Ex1-cssl2.clmp.fp2_r2_screen	43009.0	2411.0	5431.0	3515.0	2367.0	610.0	328.0	202.0	11.0	0.0	0.0	157784.0	3378786.0
Gmi-CBas_009-Ex1-cssl.clmp.fp2_r1_screen	53227.0	3545.0	6473.0	4446.0	3855.0	790.0	368.0	317.0	8.0	0.0	0.0	206340.0	4005422.0
Gmi-CBas_009-Ex1-cssl.clmp.fp2_r2_screen	53274.0	3525.0	6286.0	4347.0	3896.0	772.0	342.0	309.0	17.0	0.0	0.0	207886.0	4004137.0
Gmi-CBas_010-Ex1-cssl.clmp.fp2_r1_screen	25914.0	2782.0	2987.0	2125.0	1695.0	370.0	164.0	139.0	4.0	0.0	0.0	100316.0	1769870.0
Gmi-CBas_010-Ex1-cssl.clmp.fp2_r2_screen	26161.0	2662.0	2870.0	2080.0	1515.0	343.0	170.0	157.0	3.0	0.0	0.0	100154.0	1770251.0
Gmi-CBas_012-Ex1-cssl2.clmp.fp2_r1_screen	27440.0	1569.0	3562.0	2147.0	1856.0	469.0	191.0	130.0	9.0	0.0	0.0	110067.0	1992464.0
Gmi-CBas_012-Ex1-cssl2.clmp.fp2_r2_screen	27462.0	1637.0	3219.0	2138.0	1813.0	425.0	197.0	169.0	2.0	0.0	0.0	110592.0	1992250.0
Gmi-CBas_013-Ex1-cssl2.clmp.fp2_r1_screen	28057.0	3345.0	3110.0	4346.0	1775.0	420.0	193.0	158.0	5.0	0.0	0.0	110022.0	2098647.0
Gmi-CBas_013-Ex1-cssl2.clmp.fp2_r2_screen	28071.0	3179.0	2938.0	4211.0	1623.0	395.0	200.0	147.0	8.0	0.0	0.0	109984.0	2099322.0
Gmi-CBas_014-Ex1-cssl2.clmp.fp2_r1_screen	26624.0	2138.0	3281.0	2437.0	2005.0	438.0	211.0	157.0	5.0	0.0	0.0	109513.0	1980849.0
Gmi-CBas_014-Ex1-cssl2.clmp.fp2_r2_screen	27087.0	2103.0	3000.0	2446.0	1826.0	389.0	191.0	163.0	2.0	0.0	0.0	108964.0	1981487.0
Gmi-CBas_015-Ex1-cssl2.clmp.fp2_r1_screen	77291.0	3232.0	9233.0	5798.0	4524.0	1232.0	639.0	326.0	14.0	0.0	0.0	287752.0	5752325.0
Gmi-CBas_015-Ex1-cssl2.clmp.fp2_r2_screen	77595.0	3109.0	8960.0	5902.0	4376.0	1135.0	524.0	316.0	21.0	0.0	0.0	289945.0	5750483.0
Gmi-CBas_016-Ex1-cssl2.clmp.fp2_r1_screen	102844.0	4562.0	12348.0	8101.0	7016.0	1568.0	822.0	530.0	19.0	0.0	0.0	402055.0	7627519.0
Gmi-CBas_016-Ex1-cssl2.clmp.fp2_r2_screen	103687.0	4493.0	11841.0	7828.0	6854.0	1612.0	740.0	551.0	16.0	0.0	0.0	403876.0	7625886.0
Gmi-CBas_017-Ex1-cssl2.clmp.fp2_r1_screen	65874.0	3002.0	8295.0	5389.0	4227.0	1066.0	480.0	345.0	8.0	0.0	0.0	250356.0	4868970.0
Gmi-CBas_017-Ex1-cssl2.clmp.fp2_r2_screen	65975.0	3023.0	8140.0	5271.0	4247.0	926.0	466.0	320.0	11.0	0.0	0.0	254309.0	4865324.0
Gmi-CBas_019-Ex1-cssl2.clmp.fp2_r1_screen	90606.0	5401.0	10610.0	7225.0	5903.0	1390.0	716.0	496.0	20.0	0.0	0.0	347912.0	6742578.0
Gmi-CBas_019-Ex1-cssl2.clmp.fp2_r2_screen	91938.0	5279.0	10522.0	7306.0	5803.0	1310.0	720.0	461.0	10.0	0.0	0.0	352700.0	6736808.0
Gmi-CBas_023-Ex1-cssl2.clmp.fp2_r1_screen	101210.0	4397.0	12027.0	8019.0	6243.0	1411.0	683.0	519.0	16.0	0.0	0.0	384522.0	6822487.0
Gmi-CBas_023-Ex1-cssl2.clmp.fp2_r2_screen	101954.0	4414.0	11948.0	7956.0	6244.0	1372.0	698.0	497.0	20.0	0.0	0.0	389817.0	6816614.0
Gmi-CBas_024-Ex1-cssl2.clmp.fp2_r1_screen	43996.0	3540.0	5163.0	3435.0	2701.0	689.0	277.0	212.0	14.0	0.0	0.0	168378.0	3211419.0
Gmi-CBas_024-Ex1-cssl2.clmp.fp2_r2_screen	44394.0	3441.0	5149.0	3336.0	2597.0	697.0	338.0	200.0	4.0	0.0	0.0	170657.0	3209011.0
Gmi-CBas_026-Ex1-cssl2.clmp.fp2_r1_screen	65913.0	2959.0	7795.0	5120.0	4186.0	1017.0	479.0	333.0	12.0	0.0	0.0	253016.0	4738597.0
Gmi-CBas_026-Ex1-cssl2.clmp.fp2_r2_screen	66250.0	2918.0	7513.0	4965.0	4081.0	1013.0	459.0	327.0	14.0	0.0	0.0	255830.0	4736057.0
Gmi-CBas_027-Ex1-cssl2.clmp.fp2_r1_screen	89326.0	3534.0	10581.0	6540.0	6070.0	1400.0	703.0	533.0	28.0	0.0	0.0	352913.0	6536214.0
Gmi-CBas_027-Ex1-cssl2.clmp.fp2_r2_screen	90148.0	3408.0	10406.0	6646.0	5929.0	1360.0	719.0	456.0	11.0	0.0	0.0	356750.0	6532009.0
Gmi-CBas_028-Ex1-cssl.clmp.fp2_r1_screen	43752.0	2259.0	5183.0	3509.0	2820.0	665.0	330.0	206.0	8.0	0.0	0.0	166874.0	3316086.0
Gmi-CBas_028-Ex1-cssl.clmp.fp2_r2_screen	44237.0	2194.0	4999.0	3527.0	2793.0	629.0	342.0	211.0	13.0	0.0	0.0	168432.0	3314315.0
Gmi-CBas_029-Ex1-cssl2.clmp.fp2_r1_screen	93172.0	3360.0	11567.0	7227.0	6164.0	1407.0	740.0	437.0	20.0	0.0	0.0	344512.0	6969581.0
Gmi-CBas_029-Ex1-cssl2.clmp.fp2_r2_screen	93820.0	3453.0	11417.0	7395.0	6026.0	1448.0	662.0	449.0	16.0	0.0	0.0	349871.0	6963630.0
Gmi-CBas_033-Ex1-cssl2.clmp.fp2_r1_screen	37164.0	1986.0	4678.0	2829.0	2693.0	604.0	278.0	191.0	11.0	0.0	0.0	143801.0	2953806.0
Gmi-CBas_033-Ex1-cssl2.clmp.fp2_r2_screen	37515.0	2041.0	4578.0	2897.0	2586.0	560.0	264.0	162.0	10.0	0.0	0.0	145196.0	2952232.0
Gmi-CBas_034-Ex1-cssl2.clmp.fp2_r1_screen	105691.0	5896.0	11986.0	8161.0	5937.0	1462.0	736.0	468.0	17.0	0.0	0.0	394360.0	7093147.0
Gmi-CBas_034-Ex1-cssl2.clmp.fp2_r2_screen	106962.0	5871.0	11742.0	8360.0	5748.0	1568.0	759.0	473.0	18.0	0.0	0.0	400078.0	7086282.0
Gmi-CBas_039-Ex1-cssl2.clmp.fp2_r1_screen	70935.0	7362.0	8170.0	5862.0	4310.0	985.0	490.0	349.0	30.0	0.0	0.0	277449.0	4603421.0
Gmi-CBas_039-Ex1-cssl2.clmp.fp2_r2_screen	71427.0	7474.0	7818.0	5759.0	4260.0	991.0	463.0	335.0	11.0	0.0	0.0	277902.0	4602923.0
Gmi-CBas_041-Ex1-cssl2.clmp.fp2_r1_screen	68000.0	5146.0	7524.0	5116.0	4249.0	992.0	540.0	420.0	22.0	0.0	0.0	289166.0	4061416.0
Gmi-CBas_041-Ex1-cssl2.clmp.fp2_r2_screen	68969.0	5034.0	7234.0	5208.0	4064.0	971.0	545.0	526.0	12.0	0.0	0.0	291277.0	4058751.0
Gmi-CBas_045-Ex1-cssl2.clmp.fp2_r1_screen	36405.0	9807.0	4110.0	3192.0	2519.0	497.0	242.0	256.0	2.0	0.0	0.0	151371.0	2406415.0
Gmi-CBas_045-Ex1-cssl2.clmp.fp2_r2_screen	36338.0	9691.0	4041.0	3233.0	2415.0	454.0	239.0	244.0	4.0	0.0	0.0	150958.0	2407199.0
Gmi-CBas_046-Ex1-cssl.clmp.fp2_r1_screen	27981.0	2404.0	3108.0	2281.0	1983.0	400.0	203.0	172.0	6.0	0.0	0.0	120879.0	1799013.0
Gmi-CBas_046-Ex1-cssl.clmp.fp2_r2_screen	28185.0	2441.0	2973.0	2195.0	1931.0	394.0	171.0	149.0	5.0	0.0	0.0	119993.0	1799993.0
Gmi-CBas_047-Ex1-cssl.clmp.fp2_r1_screen	31377.0	5014.0	3638.0	2341.0	2302.0	453.0	236.0	198.0	7.0	0.0	0.0	134025.0	2065288.0
