Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Hmi-ABas_010-Ex1-10A.clmp.fp2_r1_screen	43018.0	28032.0	4814.0	3759.0	1597.0	753.0	535.0	241.0	15.0	0.0	292161.0	2039270.0
Hmi-ABas_010-Ex1-10A.clmp.fp2_r2_screen	41535.0	27551.0	4749.0	3673.0	1575.0	702.0	505.0	159.0	16.0	0.0	293977.0	2039753.0
Hmi-ABas_011-Ex1-11A.clmp.fp2_r1_screen	47328.0	32501.0	6083.0	4550.0	2157.0	852.0	679.0	166.0	7.0	1.0	286939.0	1828956.0
Hmi-ABas_011-Ex1-11A.clmp.fp2_r2_screen	47079.0	32526.0	5899.0	4260.0	1897.0	715.0	583.0	151.0	8.0	0.0	291019.0	1826082.0
Hmi-ABas_012-Ex1-12A.clmp.fp2_r1_screen	80607.0	45501.0	8402.0	6846.0	3238.0	1492.0	1174.0	205.0	44.0	0.0	346048.0	2418282.0
Hmi-ABas_012-Ex1-12A.clmp.fp2_r2_screen	37889.0	58728.0	16292.0	18780.0	6062.0	2239.0	1724.0	368.0	27.0	0.0	308935.0	2460795.0
Hmi-ABas_013-Ex1-01B.clmp.fp2_r1_screen	47056.0	18236.0	6258.0	8811.0	2052.0	938.0	694.0	254.0	26.0	0.0	353989.0	2616138.0
Hmi-ABas_013-Ex1-01B.clmp.fp2_r2_screen	50470.0	17080.0	5254.0	7774.0	1933.0	749.0	586.0	310.0	16.0	0.0	358113.0	2612167.0
Hmi-ABas_014-Ex1-02B.clmp.fp2_r1_screen	78282.0	35327.0	8357.0	8483.0	2945.0	913.0	847.0	316.0	22.0	0.0	646163.0	3901714.0
Hmi-ABas_014-Ex1-02B.clmp.fp2_r2_screen	81054.0	34341.0	8943.0	8244.0	3270.0	995.0	887.0	332.0	18.0	0.0	655279.0	3890006.0
Hmi-ABas_015-Ex1-03B.clmp.fp2_r1_screen	51399.0	44216.0	6144.0	5988.0	2282.0	827.0	486.0	189.0	8.0	0.0	374165.0	2670261.0
Hmi-ABas_015-Ex1-03B.clmp.fp2_r2_screen	53450.0	44281.0	6115.0	6549.0	2479.0	738.0	680.0	385.0	7.0	0.0	386484.0	2654797.0
Hmi-ABas_016-Ex1-04B.clmp.fp2_r1_screen	37687.0	53723.0	4114.0	4792.0	1461.0	457.0	348.0	169.0	14.0	2.0	288645.0	2041224.0
Hmi-ABas_016-Ex1-04B.clmp.fp2_r2_screen	37632.0	53597.0	4097.0	5088.0	1285.0	543.0	450.0	116.0	19.0	0.0	295639.0	2034170.0
Hmi-ABas_017-Ex1-05B.clmp.fp2_r1_screen	46545.0	11658.0	4182.0	6287.0	1537.0	558.0	426.0	188.0	56.0	0.0	489051.0	2986902.0
Hmi-ABas_017-Ex1-05B.clmp.fp2_r2_screen	47072.0	11355.0	4613.0	5861.0	1669.0	437.0	271.0	170.0	24.0	0.0	501432.0	2974486.0
Hmi-ABas_018-Ex1-06B.clmp.fp2_r1_screen	46867.0	53786.0	5403.0	5539.0	2296.0	562.0	457.0	187.0	44.0	0.0	355068.0	2376091.0
Hmi-ABas_018-Ex1-06B.clmp.fp2_r2_screen	47045.0	54060.0	5711.0	5418.0	2333.0	669.0	517.0	146.0	10.0	0.0	359424.0	2370967.0
Hmi-ABas_019-Ex1-07B.clmp.fp2_r1_screen	56023.0	16664.0	5328.0	6290.0	2335.0	690.0	718.0	256.0	24.0	0.0	432989.0	3343150.0
Hmi-ABas_019-Ex1-07B.clmp.fp2_r2_screen	62238.0	15489.0	5609.0	6841.0	2223.0	684.0	530.0	339.0	47.0	0.0	447026.0	3323441.0
Hmi-ABas_020-Ex1-08B.clmp.fp2_r1_screen	42010.0	33810.0	4779.0	5514.0	1564.0	530.0	371.0	120.0	8.0	0.0	436423.0	2524400.0
Hmi-ABas_020-Ex1-08B.clmp.fp2_r2_screen	42880.0	33677.0	4750.0	5139.0	1847.0	482.0	389.0	195.0	16.0	0.0	449477.0	2510677.0
Hmi-ABas_021-Ex1-09B.clmp.fp2_r1_screen	32719.0	76028.0	2858.0	3254.0	1310.0	262.0	300.0	118.0	5.0	0.0	279659.0	1614201.0
Hmi-ABas_021-Ex1-09B.clmp.fp2_r2_screen	31807.0	75544.0	3277.0	2870.0	905.0	257.0	221.0	70.0	3.0	0.0	285179.0	1610581.0
Hmi-ABas_022-Ex1-10B.clmp.fp2_r1_screen	23172.0	6026.0	3116.0	2956.0	866.0	384.0	129.0	82.0	1.0	0.0	213149.0	1489024.0
Hmi-ABas_022-Ex1-10B.clmp.fp2_r2_screen	24423.0	6002.0	2196.0	2943.0	781.0	198.0	104.0	171.0	1.0	0.0	218105.0	1483981.0
Hmi-ABas_023-Ex1-11B.clmp.fp2_r1_screen	44201.0	42473.0	4881.0	4985.0	1645.0	503.0	520.0	177.0	5.0	0.0	398637.0	2542425.0
Hmi-ABas_023-Ex1-11B.clmp.fp2_r2_screen	46651.0	42064.0	4633.0	5468.0	1986.0	508.0	529.0	190.0	12.0	0.0	405715.0	2532696.0
Hmi-ABas_024-Ex1-12B.clmp.fp2_r1_screen	45767.0	78509.0	7319.0	5181.0	2208.0	733.0	781.0	301.0	27.0	0.0	338378.0	1985833.0
Hmi-ABas_024-Ex1-12B.clmp.fp2_r2_screen	45852.0	77116.0	7318.0	4594.0	1681.0	702.0	464.0	675.0	68.0	0.0	345664.0	1980903.0
Hmi-ABas_026-Ex1-02C.clmp.fp2_r1_screen	629.0	427.0	109.0	39.0	32.0	9.0	10.0	1.0	0.0	0.0	3232.0	61215.0
Hmi-ABas_026-Ex1-02C.clmp.fp2_r2_screen	629.0	420.0	93.0	59.0	28.0	1.0	11.0	2.0	2.0	0.0	3230.0	61228.0
Hmi-ABas_028-Ex1-04C.clmp.fp2_r1_screen	35781.0	22308.0	4507.0	5045.0	1533.0	539.0	413.0	165.0	6.0	0.0	347187.0	2330926.0
Hmi-ABas_028-Ex1-04C.clmp.fp2_r2_screen	36541.0	22053.0	3955.0	4431.0	1973.0	428.0	373.0	142.0	25.0	4.0	354980.0	2323505.0
Hmi-ABas_030-Ex1-06C.clmp.fp2_r1_screen	70472.0	64485.0	5750.0	8998.0	2520.0	1132.0	750.0	294.0	60.0	0.0	483465.0	3154734.0
Hmi-ABas_030-Ex1-06C.clmp.fp2_r2_screen	69206.0	64562.0	6572.0	8589.0	2785.0	1061.0	724.0	262.0	9.0	0.0	497809.0	3141081.0
Hmi-ABas_031-Ex1-07C.clmp.fp2_r1_screen	54699.0	17759.0	5507.0	6780.0	2352.0	883.0	778.0	210.0	10.0	0.0	369846.0	2559749.0
Hmi-ABas_031-Ex1-07C.clmp.fp2_r2_screen	52458.0	17682.0	5484.0	6576.0	2496.0	974.0	572.0	217.0	9.0	0.0	375072.0	2557033.0
Hmi-ABas_032-Ex1-08C.clmp.fp2_r1_screen	43992.0	14632.0	5129.0	7613.0	1548.0	340.0	373.0	327.0	6.0	0.0	395297.0	2703541.0
Hmi-ABas_032-Ex1-08C.clmp.fp2_r2_screen	51155.0	14231.0	4452.0	7596.0	1568.0	406.0	233.0	472.0	10.0	0.0	403729.0	2688946.0
Hmi-ABas_033-Ex1-09C.clmp.fp2_r1_screen	44580.0	16622.0	5543.0	5102.0	1997.0	842.0	650.0	232.0	13.0	0.0	374103.0	2285619.0
Hmi-ABas_033-Ex1-09C.clmp.fp2_r2_screen	44848.0	16111.0	4973.0	4642.0	1917.0	857.0	630.0	93.0	23.0	0.0	379420.0	2281789.0
Hmi-ABas_034-Ex1-10C.clmp.fp2_r1_screen	45184.0	33717.0	5319.0	4758.0	2043.0	658.0	563.0	132.0	14.0	0.0	354802.0	2502612.0
Hmi-ABas_034-Ex1-10C.clmp.fp2_r2_screen	45225.0	32958.0	4829.0	4906.0	1930.0	610.0	621.0	206.0	6.0	0.0	359439.0	2499072.0
Hmi-ABas_036-Ex1-12C.clmp.fp2_r1_screen	54736.0	26045.0	5270.0	4554.0	2391.0	840.0	553.0	260.0	102.0	1.0	372726.0	2500633.0
Hmi-ABas_036-Ex1-12C.clmp.fp2_r2_screen	49799.0	27533.0	5674.0	4864.0	2119.0	653.0	643.0	188.0	15.0	0.0	378661.0	2497962.0
Hmi-ABas_037-Ex1-01D.clmp.fp2_r1_screen	47641.0	11345.0	5306.0	4650.0	1827.0	744.0	507.0	161.0	6.0	0.0	347553.0	2257172.0
Hmi-ABas_037-Ex1-01D.clmp.fp2_r2_screen	47719.0	10552.0	5354.0	4253.0	2048.0	805.0	681.0	182.0	17.0	0.0	351074.0	2254227.0
Hmi-ABas_038-Ex1-02D.clmp.fp2_r1_screen	57004.0	29431.0	5459.0	7011.0	2037.0	656.0	464.0	291.0	32.0	0.0	558076.0	3337484.0
Hmi-ABas_038-Ex1-02D.clmp.fp2_r2_screen	59436.0	29302.0	5800.0	7809.0	2160.0	763.0	505.0	263.0	17.0	0.0	570798.0	3321092.0
Hmi-ABas_039-Ex1-03D.clmp.fp2_r1_screen	39795.0	13979.0	4154.0	3988.0	1640.0	608.0	461.0	117.0	2.0	0.0	322036.0	2119895.0
Hmi-ABas_039-Ex1-03D.clmp.fp2_r2_screen	38362.0	14887.0	4377.0	4464.0	1684.0	538.0	367.0	121.0	6.0	0.0	330998.0	2110871.0
Hmi-ABas_040-Ex1-04D.clmp.fp2_r1_screen	47084.0	15036.0	4817.0	7511.0	2038.0	646.0	574.0	167.0	20.0	0.0	485491.0	2587533.0
Hmi-ABas_040-Ex1-04D.clmp.fp2_r2_screen	48548.0	15633.0	5352.0	7459.0	1973.0	723.0	688.0	162.0	7.0	0.0	496073.0	2574299.0
Hmi-ABas_041-Ex1-05D.clmp.fp2_r1_screen	59944.0	50520.0	5635.0	8597.0	2489.0	840.0	749.0	244.0	16.0	0.0	473704.0	3253548.0
Hmi-ABas_041-Ex1-05D.clmp.fp2_r2_screen	59169.0	51327.0	6239.0	7997.0	2685.0	843.0	551.0	343.0	6.0	0.0	485532.0	3241594.0
Hmi-ABas_042-Ex1-06D.clmp.fp2_r1_screen	46283.0	63513.0	4210.0	4723.0	1640.0	551.0	456.0	119.0	50.0	0.0	336226.0	2086814.0
Hmi-ABas_042-Ex1-06D.clmp.fp2_r2_screen	46859.0	66267.0	4663.0	4884.0	1628.0	786.0	422.0	281.0	20.0	0.0	343921.0	2074854.0
Hmi-ABas_043-Ex1-07D.clmp.fp2_r1_screen	50372.0	7393.0	5962.0	5763.0	1932.0	769.0	539.0	185.0	5.0	0.0	414053.0	2591238.0
Hmi-ABas_043-Ex1-07D.clmp.fp2_r2_screen	50808.0	7752.0	5943.0	5476.0	2231.0	782.0	710.0	164.0	17.0	0.0	423249.0	2581079.0
Hmi-ABas_044-Ex1-08D.clmp.fp2_r1_screen	8009.0	3733.0	759.0	1302.0	346.0	48.0	124.0	37.0	1.0	0.0	106557.0	554966.0
Hmi-ABas_044-Ex1-08D.clmp.fp2_r2_screen	8461.0	3340.0	1020.0	1343.0	252.0	76.0	71.0	34.0	1.0	0.0	110643.0	550641.0
Hmi-ABas_045-Ex1-09D.clmp.fp2_r1_screen	45614.0	41615.0	7105.0	4932.0	1643.0	465.0	480.0	432.0	154.0	0.0	349634.0	2338501.0
Hmi-ABas_045-Ex1-09D.clmp.fp2_r2_screen	46971.0	43143.0	7055.0	4804.0	1677.0	506.0	465.0	196.0	2.0	0.0	358138.0	2327618.0
Hmi-ABas_046-Ex1-10D.clmp.fp2_r1_screen	48249.0	18562.0	5750.0	4407.0	1964.0	779.0	556.0	127.0	11.0	0.0	379500.0	2379012.0
Hmi-ABas_046-Ex1-10D.clmp.fp2_r2_screen	46221.0	17486.0	5144.0	4861.0	2149.0	846.0	631.0	202.0	14.0	0.0	390300.0	2371063.0
Hmi-ABas_047-Ex1-11D.clmp.fp2_r1_screen	38361.0	17883.0	4922.0	4024.0	1697.0	585.0	522.0	233.0	4.0	0.0	346429.0	2113753.0
Hmi-ABas_047-Ex1-11D.clmp.fp2_r2_screen	38725.0	17566.0	4340.0	4482.0	1488.0	631.0	409.0	276.0	22.0	0.0	350261.0	2110213.0
Hmi-AMac_001-Ex1-12D.clmp.fp2_r1_screen	51638.0	24641.0	6100.0	5239.0	2555.0	887.0	921.0	196.0	71.0	0.0	372204.0	2325044.0
Hmi-AMac_001-Ex1-12D.clmp.fp2_r2_screen	50906.0	24289.0	6100.0	5136.0	2453.0	918.0	663.0	164.0	27.0	0.0	383838.0	2315002.0
Hmi-AMac_002-Ex1-01G.clmp.fp2_r1_screen	38845.0	6428.0	6410.0	3803.0	1580.0	708.0	575.0	225.0	11.0	0.0	272881.0	1801518.0
Hmi-AMac_002-Ex1-01G.clmp.fp2_r2_screen	39284.0	6463.0	6034.0	3870.0	1696.0	689.0	369.0	142.0	14.0	0.0	274398.0	1800025.0
Hmi-AMac_003-Ex1-02G.clmp.fp2_r1_screen	42068.0	7066.0	7104.0	6014.0	2071.0	460.0	545.0	274.0	4.0	0.0	360769.0	2312060.0
Hmi-AMac_003-Ex1-02G.clmp.fp2_r2_screen	44450.0	7172.0	6518.0	6293.0	1741.0	533.0	383.0	147.0	8.0	0.0	372274.0	2298916.0
Hmi-AMac_004-Ex1-03G.clmp.fp2_r1_screen	33153.0	19454.0	3879.0	3937.0	1530.0	378.0	343.0	330.0	11.0	1.0	287085.0	1854561.0
Hmi-AMac_004-Ex1-03G.clmp.fp2_r2_screen	31955.0	17674.0	3679.0	3828.0	1652.0	476.0	342.0	96.0	7.0	0.0	295022.0	1849931.0
Hmi-AMac_005-Ex1-04G.clmp.fp2_r1_screen	43240.0	34592.0	4309.0	4696.0	1434.0	562.0	422.0	190.0	9.0	0.0	312727.0	2166019.0
Hmi-AMac_005-Ex1-04G.clmp.fp2_r2_screen	43477.0	34009.0	4083.0	4821.0	1183.0	450.0	359.0	133.0	4.0	0.0	318541.0	2161140.0
Hmi-AMac_006-Ex1-05G.clmp.fp2_r1_screen	44772.0	7191.0	5257.0	5932.0	1645.0	727.0	543.0	158.0	20.0	1.0	370892.0	2384923.0
Hmi-AMac_006-Ex1-05G.clmp.fp2_r2_screen	45722.0	7270.0	4666.0	7036.0	2138.0	630.0	455.0	167.0	6.0	0.0	388238.0	2365733.0
Hmi-AMac_007-Ex1-06G.clmp.fp2_r1_screen	53435.0	7495.0	6010.0	7260.0	2145.0	750.0	650.0	274.0	30.0	0.0	406513.0	2903980.0
Hmi-AMac_007-Ex1-06G.clmp.fp2_r2_screen	53558.0	7406.0	6346.0	6581.0	2201.0	681.0	528.0	219.0	4.0	0.0	421609.0	2889409.0
Hmi-AMac_008-Ex1-07G.clmp.fp2_r1_screen	47294.0	10045.0	5321.0	5937.0	2130.0	880.0	609.0	249.0	6.0	0.0	311959.0	2296390.0
Hmi-AMac_008-Ex1-07G.clmp.fp2_r2_screen	47599.0	9760.0	5527.0	5733.0	2309.0	700.0	592.0	167.0	12.0	0.0	319805.0	2288616.0
Hmi-AMac_009-Ex1-08G.clmp.fp2_r1_screen	37123.0	14469.0	4157.0	5130.0	1950.0	545.0	522.0	344.0	24.0	0.0	264081.0	1885710.0
Hmi-AMac_009-Ex1-08G.clmp.fp2_r2_screen	37804.0	13542.0	3568.0	5482.0	1758.0	555.0	395.0	239.0	45.0	0.0	272263.0	1878404.0
Hmi-AMac_010-Ex1-09G.clmp.fp2_r1_screen	44865.0	32295.0	5900.0	5157.0	2163.0	719.0	617.0	220.0	8.0	0.0	308164.0	2334736.0
Hmi-AMac_010-Ex1-09G.clmp.fp2_r2_screen	44415.0	30721.0	6070.0	5655.0	2061.0	639.0	499.0	266.0	14.0	0.0	317973.0	2326531.0
Hmi-AMac_011-Ex1-10G.clmp.fp2_r1_screen	33853.0	12301.0	4563.0	3576.0	1453.0	549.0	504.0	183.0	9.0	0.0	287017.0	1953970.0
Hmi-AMac_011-Ex1-10G.clmp.fp2_r2_screen	32645.0	11886.0	4126.0	3295.0	1405.0	687.0	411.0	124.0	9.0	0.0	292867.0	1950523.0
Hmi-AMac_012-Ex1-11G.clmp.fp2_r1_screen	44968.0	20198.0	5662.0	5517.0	2127.0	675.0	434.0	241.0	23.0	0.0	337099.0	2404054.0
Hmi-AMac_012-Ex1-11G.clmp.fp2_r2_screen	44451.0	19890.0	5617.0	5474.0	1903.0	707.0	532.0	319.0	12.0	0.0	344527.0	2397566.0
Hmi-AMac_013-Ex1-12G.clmp.fp2_r1_screen	40356.0	29066.0	4979.0	3889.0	2022.0	697.0	473.0	199.0	78.0	0.0	298223.0	1988983.0
Hmi-AMac_013-Ex1-12G.clmp.fp2_r2_screen	40752.0	30274.0	4716.0	4431.0	2200.0	738.0	513.0	183.0	10.0	0.0	299719.0	1985429.0
Hmi-AMac_014-Ex1-01H.clmp.fp2_r1_screen	32868.0	13919.0	6307.0	3888.0	1345.0	443.0	397.0	121.0	17.0	0.0	274383.0	1835930.0
Hmi-AMac_014-Ex1-01H.clmp.fp2_r2_screen	32279.0	15059.0	6546.0	3260.0	1716.0	482.0	482.0	90.0	6.0	0.0	276805.0	1832893.0
Hmi-AMac_015-Ex1-02H.clmp.fp2_r1_screen	37062.0	8044.0	4422.0	3921.0	2025.0	579.0	380.0	538.0	12.0	0.0	357651.0	2171975.0
Hmi-AMac_015-Ex1-02H.clmp.fp2_r2_screen	37841.0	8108.0	4257.0	4500.0	1674.0	571.0	525.0	262.0	11.0	0.0	362834.0	2166026.0
Hmi-AMac_016-Ex1-03H.clmp.fp2_r1_screen	51242.0	24929.0	6666.0	5898.0	2010.0	792.0	541.0	208.0	5.0	0.0	309063.0	2077664.0
Hmi-AMac_016-Ex1-03H.clmp.fp2_r2_screen	51147.0	25194.0	5871.0	5721.0	2274.0	733.0	613.0	186.0	27.0	0.0	312067.0	2075185.0
Hmi-AMac_017-Ex1-04H.clmp.fp2_r1_screen	39592.0	33306.0	4044.0	4911.0	1544.0	490.0	497.0	422.0	13.0	0.0	321971.0	1977674.0
Hmi-AMac_017-Ex1-04H.clmp.fp2_r2_screen	39279.0	33725.0	3970.0	3771.0	1862.0	423.0	477.0	287.0	44.0	0.0	326529.0	1974097.0
Hmi-AMac_018-Ex1-05H.clmp.fp2_r1_screen	51800.0	11823.0	8090.0	7690.0	1955.0	742.0	574.0	254.0	55.0	0.0	418338.0	2411640.0
Hmi-AMac_018-Ex1-05H.clmp.fp2_r2_screen	53260.0	11455.0	5865.0	8433.0	2207.0	495.0	496.0	306.0	5.0	0.0	423169.0	2407270.0
Hmi-AMac_019-Ex1-06H.clmp.fp2_r1_screen	73909.0	18115.0	8220.0	8225.0	2664.0	942.0	960.0	318.0	58.0	0.0	520863.0	3645576.0
Hmi-AMac_019-Ex1-06H.clmp.fp2_r2_screen	73661.0	18210.0	8308.0	8430.0	2758.0	834.0	721.0	894.0	12.0	0.0	534570.0	3631452.0
Hmi-AMac_020-Ex1-07H.clmp.fp2_r1_screen	33381.0	7336.0	3525.0	4032.0	1439.0	362.0	498.0	288.0	21.0	0.0	276513.0	2001156.0
Hmi-AMac_020-Ex1-07H.clmp.fp2_r2_screen	35350.0	6848.0	4387.0	4098.0	1355.0	412.0	385.0	142.0	2.0	0.0	282566.0	1993006.0
Hmi-AMac_021-Ex1-08H.clmp.fp2_r1_screen	43065.0	14883.0	4974.0	7025.0	1955.0	855.0	729.0	183.0	6.0	0.0	365478.0	2340294.0
Hmi-AMac_021-Ex1-08H.clmp.fp2_r2_screen	44485.0	14791.0	4402.0	6338.0	2142.0	548.0	572.0	161.0	6.0	0.0	373213.0	2332789.0
Hmi-AMac_022-Ex1-09H.clmp.fp2_r1_screen	25114.0	3305.0	2353.0	2440.0	853.0	239.0	276.0	85.0	23.0	0.0	263342.0	1688831.0
Hmi-AMac_022-Ex1-09H.clmp.fp2_r2_screen	22295.0	3191.0	2353.0	2267.0	817.0	235.0	264.0	114.0	6.0	0.0	264501.0	1690818.0
Hmi-AMac_023-Ex1-10H.clmp.fp2_r1_screen	36213.0	6443.0	3978.0	4012.0	1724.0	621.0	495.0	108.0	8.0	0.0	309970.0	1718740.0
Hmi-AMac_023-Ex1-10H.clmp.fp2_r2_screen	37655.0	5973.0	3784.0	3970.0	1646.0	583.0	473.0	160.0	6.0	0.0	313487.0	1714575.0
Hmi-AMac_024-Ex1-11H.clmp.fp2_r1_screen	40032.0	11842.0	5147.0	3993.0	1846.0	662.0	521.0	146.0	14.0	0.0	276783.0	2138909.0
Hmi-AMac_024-Ex1-11H.clmp.fp2_r2_screen	39044.0	11590.0	4613.0	3934.0	1791.0	618.0	554.0	72.0	13.0	0.0	283717.0	2133949.0
Hmi-AMac_025-Ex1-12H.clmp.fp2_r1_screen	24405.0	30772.0	2409.0	2277.0	916.0	368.0	273.0	102.0	20.0	0.0	171009.0	1304466.0
Hmi-AMac_025-Ex1-12H.clmp.fp2_r2_screen	24784.0	30243.0	2542.0	2348.0	1037.0	324.0	225.0	71.0	14.0	0.0	172654.0	1302775.0
Hmi-AMac_026-Ex1-01E.clmp.fp2_r1_screen	31758.0	10162.0	5959.0	3922.0	1289.0	543.0	558.0	115.0	23.0	0.0	252676.0	1479985.0
Hmi-AMac_026-Ex1-01E.clmp.fp2_r2_screen	29669.0	10075.0	6002.0	3529.0	1355.0	433.0	314.0	204.0	8.0	0.0	253987.0	1481414.0
Hmi-AMac_027-Ex1-02E.clmp.fp2_r1_screen	37610.0	19844.0	4496.0	3590.0	1598.0	598.0	601.0	293.0	8.0	0.0	331713.0	1929975.0
Hmi-AMac_027-Ex1-02E.clmp.fp2_r2_screen	39923.0	19549.0	4703.0	3741.0	1542.0	684.0	503.0	134.0	7.0	0.0	336555.0	1922985.0
Hmi-AMac_028-Ex1-03E.clmp.fp2_r1_screen	44337.0	12305.0	4957.0	5110.0	1953.0	752.0	742.0	360.0	16.0	0.0	357792.0	2351190.0
Hmi-AMac_028-Ex1-03E.clmp.fp2_r2_screen	43213.0	12223.0	5012.0	6120.0	1952.0	737.0	576.0	228.0	14.0	1.0	364085.0	2345353.0
Hmi-AMac_029-Ex1-04E.clmp.fp2_r1_screen	29249.0	8269.0	3005.0	3189.0	1061.0	429.0	351.0	93.0	0.0	0.0	356892.0	1932364.0
Hmi-AMac_029-Ex1-04E.clmp.fp2_r2_screen	29465.0	7964.0	3344.0	3378.0	1334.0	372.0	287.0	158.0	19.0	0.0	362988.0	1925593.0
Hmi-AMac_030-Ex1-05E.clmp.fp2_r1_screen	53532.0	52077.0	14712.0	6050.0	2016.0	805.0	569.0	625.0	50.0	0.0	451346.0	3018352.0
Hmi-AMac_030-Ex1-05E.clmp.fp2_r2_screen	52897.0	51854.0	14522.0	6292.0	2266.0	956.0	707.0	198.0	15.0	0.0	455315.0	3015112.0
Hmi-AMac_031-Ex1-06E.clmp.fp2_r1_screen	41525.0	15411.0	4469.0	5289.0	1615.0	593.0	547.0	256.0	25.0	0.0	382955.0	2458471.0
Hmi-AMac_031-Ex1-06E.clmp.fp2_r2_screen	40621.0	15921.0	4373.0	4192.0	2044.0	595.0	404.0	271.0	3.0	0.0	390084.0	2452648.0
Hmi-AMac_032-Ex1-07E.clmp.fp2_r1_screen	51287.0	23409.0	6644.0	5228.0	2351.0	821.0	664.0	164.0	20.0	0.0	389363.0	2745521.0
Hmi-AMac_032-Ex1-07E.clmp.fp2_r2_screen	51236.0	22432.0	6429.0	5147.0	2782.0	803.0	505.0	289.0	22.0	0.0	396434.0	2739393.0
Hmi-AMac_033-Ex1-08E.clmp.fp2_r1_screen	49353.0	41513.0	7560.0	4649.0	1907.0	679.0	430.0	160.0	14.0	0.0	341787.0	2347032.0
Hmi-AMac_033-Ex1-08E.clmp.fp2_r2_screen	50955.0	38914.0	7654.0	4673.0	1580.0	548.0	408.0	206.0	15.0	0.0	346174.0	2343957.0
Hmi-AMac_034-Ex1-09E.clmp.fp2_r1_screen	45870.0	73412.0	11248.0	4739.0	1732.0	596.0	542.0	166.0	10.0	0.0	321511.0	2435803.0
Hmi-AMac_034-Ex1-09E.clmp.fp2_r2_screen	48050.0	74234.0	10711.0	4539.0	1791.0	573.0	448.0	204.0	8.0	0.0	328245.0	2426826.0
Hmi-AMac_035-Ex1-10E.clmp.fp2_r1_screen	43867.0	23311.0	5121.0	4293.0	1805.0	680.0	447.0	261.0	35.0	0.0	283120.0	2162737.0
