"","Position","C.T","G.A"
"1",1,0.53493180656405,0.397914818587914
"2",2,0.554954417501446,0.432046499984193
"3",3,0.561350821770153,0.471732743726838
"4",4,0.563366974138996,0.505420825492293
"5",5,0.570447168781682,0.524604536283606
"6",6,0.581261069157695,0.5339443332051
"7",7,0.592299232374566,0.538819582320223
"8",8,0.599238583525269,0.545392061742661
"9",9,0.603698518827369,0.552394695820506
"10",10,0.604981100616609,0.561124320609365
"11",11,0.603646775820908,0.571061147967607
"12",12,0.601151686485159,0.580624949923818
"13",-12,0.585976198922789,0.595695868766914
"14",-11,0.580215950564202,0.594738379567658
"15",-10,0.572804241931346,0.593986947426439
"16",-9,0.565205338725309,0.591867084241827
"17",-8,0.557387064447525,0.588121757495791
"18",-7,0.549551039642858,0.582199886605352
"19",-6,0.542144687835417,0.573197402287145
"20",-5,0.531132371104663,0.563759870735732
"21",-4,0.512654913412596,0.556034163612164
"22",-3,0.484150620432702,0.550151812255716
"23",-2,0.451649246374215,0.539200811705744
"24",-1,0.42297420725957,0.515601820824738
