Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Ssp-AAtu_005-Ex1-4E-cssl-1-2	29.541506950121367	10.495710992943968	7.404048471192967	5.225418035011854	3.8058955606776426	2.8117434221365167	2.2729305364436154	1.956923212103049	1.7775804257469088	1.7188978342358003	1.695989656800983	1.6517423551803079	1.6763764911889814	1.7220359407337207	1.7451010234934343	1.7766389937975327	1.7923295262871335	1.8037836150045425	1.7774235204220126	1.7774235204220126	1.696303467450775	1.6316584735936182	1.5455174502257083	1.4229743914819237	1.3314985870675493	1.1764761260702905	1.0580126057738022	0.9610451149880673	0.8077486125646646	0.6872453230445281	3.2520197637947237
Ssp-AAtu_006-Ex1-1A-cssl-2-2	31.86793689975701	20.45820958845991	15.48732981062213	11.205307208701354	7.494889497435106	4.855941682416014	3.0115323793728543	1.779611987503375	1.137038608400509	0.6865429860762912	0.45512400200563125	0.29313071315616923	0.18204960080225246	0.12573764801172524	0.10028155976395264	0.08639642071971304	0.058626142631233856	0.05014077988197632	0.04474100358699425	0.03856983067844332	0.03779843406487446	0.024684691634203726	0.030084467929185794	0.030084467929185794	0.026998881474910322	0.03317005438346126	0.027770278088479188	0.018513518725652794	0.013885139044239594	0.018513518725652794	0.3193581980175107
Ssp-AAtu_007-Ex1-1B-cssl-2-2	29.758650690890658	19.723095683389165	15.834652088428525	11.746853827130046	8.157099697885197	5.3997026806694475	3.4780881133923867	2.202492275863014	1.3016284056422167	0.8063245439162573	0.5028396051270457	0.31787135800946764	0.2014098690835851	0.13084790814613861	0.08083797466620082	0.06713662302786169	0.02945790602242911	0.028772838440512156	0.023977365367093464	0.015071486802173035	0.017811757129840858	0.017811757129840858	0.010276013728754342	0.014386419220256078	0.0054805406553356485	0.012331216474505208	0.008905878564920429	0.007535743401086517	0.010961081310671297	0.008905878564920429	0.07878277192044995
Ssp-AAtu_008-Ex1-4G-cssl-2-2	39.93158350402264	24.166226745782037	15.55335008552062	9.226513503811475	5.246953987794835	2.788605697151424	1.4798234685474163	0.7538484278987267	0.3648879785459383	0.2018708955381464	0.11951770593576451	0.06461557953417658	0.035897544185653656	0.02449479485609308	0.013936693625018476	0.008868805034102666	0.006757184787887747	0.004645564541672826	0.0021116202462149207	0.0021116202462149207	0.0008446480984859683	0.0012669721477289524	0.00042232404924298417	0.00042232404924298417	0.0	0.00042232404924298417	0.0	0.0	0.0	0.0	0.0
Ssp-AAtu_009-Ex1-4E-cssl-2-2	36.09752204089913	22.85967987069783	15.501960484351047	10.038877119700954	5.977565008596866	3.4866357822482215	1.9515050334063873	1.1629879178292666	0.7170151417900769	0.4280141407624438	0.30363396310498153	0.23013658539829926	0.1842422952466153	0.14499935149372611	0.11972423517830598	0.09810735938222295	0.08181156070517576	0.07615791626620019	0.05819928098945429	0.05686901170969534	0.046226857471623695	0.045561722831744214	0.03724753983325075	0.028268222194877797	0.0325915973540944	0.029931058794576495	0.021616875796083023	0.014632962077348509	0.017958635276745898	0.021284308476143283	0.12903612013661866
Ssp-AAtu_011-Ex1-1C-cssl-2-2	30.58589119523821	19.64740598754067	15.353897113840617	11.309238568438044	7.9043607657191854	5.366255559198635	3.4738160693418076	2.2068652425029636	1.4603142576105324	0.897038176666919	0.5456211590035899	0.34889488595761137	0.22278830067172772	0.14628363893162502	0.1008852682287069	0.07734537230867529	0.03194700160575718	0.023539895920031608	0.023539895920031608	0.026062027625749284	0.01345136909716092	0.01345136909716092	0.01345136909716092	0.012610658528588363	0.01008852682287069	0.009247816254298134	0.01008852682287069	0.007566395117153018	0.00672568454858046	0.005044263411435345	0.14628363893162502
Ssp-AAtu_012-Ex1-1D-cssl-2-2	28.906462463322118	19.864739139769554	15.914978887855149	11.693981249552708	8.33607671938739	5.487010663422315	3.5046160452300863	2.2965719602089747	1.403420883131754	0.9017390682029629	0.5066914764188077	0.3406569813211193	0.21255278036212696	0.13096686466757318	0.1001932298003292	0.0665569312245044	0.05081228082730981	0.02647963930437272	0.023616975595791883	0.02003864596006584	0.018607314105775423	0.017891648178630214	0.01001932298003292	0.009303657052887711	0.007156659271452087	0.011450654834323337	0.005725327417161669	0.0042939955628712514	0.007872325198597296	0.005725327417161669	0.11379088241608816
Ssp-AAtu_013-Ex1-6F-cssl-2-2	37.13762420895808	22.69680940730515	15.532896864990956	10.068841718719389	5.8663532113226635	3.3796682293873497	1.9139911339520432	1.106205777966094	0.6264550843094643	0.3986532354696591	0.2555936743982614	0.17722983839736842	0.13713671300156272	0.12027937618741713	0.08929832474520363	0.07745262860553376	0.0615064991867474	0.05057201044243675	0.048749595651718304	0.03234786253525234	0.02505820337237857	0.030525447744533894	0.02323578858166013	0.02278018488398052	0.015490525721106752	0.014579318325747532	0.014123714628067923	0.009567677651271818	0.0132125072327087	0.006378451767514545	0.047382784558679475
Ssp-AAtu_014-Ex1-1E-cssl-2-2	30.22792683425859	19.639763752676878	15.403816512760358	11.431124084405221	8.080422298910152	5.359213236397365	3.416174484743497	2.180377286429419	1.330596210767531	0.8947935563951823	0.5442418125025575	0.3314555399451666	0.22779043280182232	0.13912948590290944	0.09889105615647975	0.08388689591204834	0.04501248073329423	0.04160244431410527	0.039556422462591896	0.029326313205025028	0.021142225798971532	0.020460218515133743	0.0156861675282692	0.020460218515133743	0.017050182095944784	0.016368174812106995	0.0156861675282692	0.022506240366647116	0.01432215296059362	0.00954810197372908	0.28166900822500784
Ssp-AAtu_015-Ex1-4F-cssl-2-2	33.92818966390242	21.683750970485974	15.531151193275797	10.677033519741654	6.837847265198654	4.254385471403014	2.5452049553857754	1.5775319838421116	0.9012861048912493	0.5862297885747078	0.35331315472640734	0.24416864514531972	0.1519021525097611	0.0990176994137702	0.06188606213360638	0.059635659874202517	0.0495088497068851	0.036006436150461896	0.02700482711284642	0.033756033891058024	0.032630832761356095	0.020253620334634816	0.016878016945529012	0.016878016945529012	0.006751206778211605	0.012377212426721275	0.006751206778211605	0.011252011297019342	0.016878016945529012	0.018003218075230948	0.20253620334634817
Ssp-AAtu_016-Ex1-1F-cssl-2-2	30.744250019102925	20.48088433814727	15.668220371360892	11.26053844782354	7.777438170194341	5.035531443417131	3.155803469091465	1.9357632255928274	1.3104607625888287	0.7284582664730903	0.48012022108453684	0.3311173938514047	0.1897557372456127	0.17319986755304245	0.0993352181554214	0.06112936501872087	0.054761722829270776	0.039479381574590564	0.04329996688826061	0.042026438450370594	0.03438526782303049	0.029291154071470416	0.022923511882020325	0.017829398130460253	0.019102926568350272	0.015282341254680218	0.008914699065230127	0.012735284378900182	0.011461755941010163	0.011461755941010163	0.2050380785002929
