filename	numreads	meanreadlength	meandepth_wcvg	numpos	numpos_wcvg	meandepth	pctpos_wcvg
../mkBAM_probedevref/Ssp-AAtu_021-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	6187	126.989	1.59464	489510973	363369	0.00118372	0.074231
../mkBAM_probedevref/Ssp-AAtu_011-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	13422	123.128	1.89542	489510973	623208	0.0024131	0.127312
../mkBAM_probedevref/Ssp-AAtu_016-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	10401	125.33	1.53223	489510973	608602	0.001905	0.124329
../mkBAM_probedevref/Ssp-AAtu_006-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	14939	114.268	1.98788	489510973	584798	0.00237484	0.119466
../mkBAM_probedevref/Ssp-AAtu_012-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	15369	122.942	1.78946	489510973	741501	0.00271064	0.151478
../mkBAM_probedevref/Ssp-AAtu_018-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	14905	125.55	1.6679	489510973	815813	0.0027797	0.166659
../mkBAM_probedevref/Ssp-AAtu_023-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	23648	113.807	3.40998	489510973	532954	0.00371261	0.108875
../mkBAM_probedevref/Ssp-AAtu_015-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18160	122.135	2.87377	489510973	547270	0.00321286	0.111799
../mkBAM_probedevref/Ssp-AAtu_007-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	13105	128.101	1.36308	489510973	892862	0.00248624	0.182399
../mkBAM_probedevref/Ssp-AAtu_020-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	20297	115.58	1.74959	489510973	923089	0.00329927	0.188574
../mkBAM_probedevref/Ssp-AAtu_022-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18914	128.704	1.70898	489510973	1030560	0.00359789	0.210528
../mkBAM_probedevref/Ssp-AAtu_017-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	19941	127.486	1.75342	489510973	1057253	0.00378706	0.215981
../mkBAM_probedevref/Ssp-AAtu_025-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18824	126.919	1.53726	489510973	1120117	0.00351761	0.228824
../mkBAM_probedevref/Ssp-AAtu_008-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	33635	111.006	3.06757	489510973	810068	0.00507637	0.165485
../mkBAM_probedevref/Ssp-AAtu_009-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	42173	108.979	2.75654	489510973	1121531	0.00631558	0.229113
../mkBAM_probedevref/Ssp-AAtu_024-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	31953	114.669	3.62189	489510973	687478	0.00508665	0.140442
../mkBAM_probedevref/Ssp-AAtu_019-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	33102	112.871	2.98602	489510973	848046	0.00517309	0.173244
../mkBAM_probedevref/Ssp-AAtu_014-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	33619	123.994	2.11507	489510973	1392234	0.00601554	0.284413
../mkBAM_probedevref/Ssp-AAtu_013-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	43248	118.107	3.5419	489510973	890504	0.00644332	0.181917
../mkBAM_probedevref/Ssp-AAtu_005-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	41825	126.77	1.49996	489510973	2623385	0.00803858	0.53592
../mkBAM_probedevref/Ssp-AAtu_030-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	14071	122.742	1.70268	489510973	716706	0.00249294	0.146413
../mkBAM_probedevref/Ssp-AAtu_031-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	16232	115.52	2.08448	489510973	625082	0.00266178	0.127695
../mkBAM_probedevref/Ssp-AAtu_029-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	19194	130.592	1.96515	489510973	937436	0.00376335	0.191505
../mkBAM_probedevref/Ssp-AAtu_026-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	26000	114.112	2.05523	489510973	981150	0.00411939	0.200435
../mkBAM_probedevref/Ssp-AAtu_027-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	29500	120.71	2.44902	489510973	1010321	0.00505463	0.206394
../mkBAM_probedevref/Ssp-AAtu_046-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	2050	139.778	2.37319	489510973	119345	0.000578595	0.0243805
../mkBAM_probedevref/Ssp-AAtu_043-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4866	125.452	1.39598	489510973	322991	0.000921101	0.0659824
../mkBAM_probedevref/Ssp-AAtu_033-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	22176	109.514	1.92024	489510973	862418	0.00338307	0.17618
../mkBAM_probedevref/Ssp-AAtu_038-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	16714	117.88	1.86717	489510973	728934	0.00278042	0.148911
../mkBAM_probedevref/Ssp-AAtu_034-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	22630	120.415	1.73246	489510973	1100412	0.00389454	0.224798
../mkBAM_probedevref/Ssp-AAtu_041-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	12123	110.863	1.7656	489510973	525504	0.00189542	0.107353
../mkBAM_probedevref/Ssp-AAtu_036-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	28628	111.945	2.22605	489510973	981801	0.00446474	0.200568
../mkBAM_probedevref/Ssp-AAtu_035-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	33892	111.914	2.7765	489510973	916121	0.00519623	0.18715
../mkBAM_probedevref/Ssp-AAtu_039-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18730	119.07	1.82142	489510973	865128	0.00321905	0.176733
../mkBAM_probedevref/Ssp-AAtu_037-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	35787	113.849	3.36462	489510973	811121	0.00557518	0.1657
../mkBAM_probedevref/Ssp-AAtu_047-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18701	114.331	2.07499	489510973	714900	0.00303039	0.146044
../mkBAM_probedevref/Ssp-AAtu_048-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	27289	109.411	2.4481	489510973	817637	0.0040891	0.167031
../mkBAM_probedevref/Ssp-AAtu_045-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	34944	116.904	3.93756	489510973	697909	0.00561389	0.142573
../mkBAM_probedevref/Ssp-AAtu_049-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	16318	124.505	1.67397	489510973	878060	0.00300268	0.179375
../mkBAM_probedevref/Ssp-AAtu_051-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	18001	112.215	1.97656	489510973	703130	0.00283912	0.143639
../mkBAM_probedevref/Ssp-AAtu_040-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	44031	115.041	1.46872	489510973	2507918	0.00752471	0.512331
../mkBAM_probedevref/Ssp-AAtu_052-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	17519	120.235	1.66297	489510973	879314	0.00298721	0.179631
../mkBAM_probedevref/Ssp-AAtu_050-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	47818	117.211	3.68853	489510973	1024771	0.00772179	0.209346
../mkBAM_probedevref/Ssp-CGub_008-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	27441	139.208	1.18814	489510973	2415569	0.00586306	0.493466
../mkBAM_probedevref/Ssp-CGub_011-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	51907	138.802	1.29557	489510973	4173443	0.0110457	0.852574
../mkBAM_probedevref/Ssp-CGub_004-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	120377	137.485	1.64822	489510973	7393422	0.0248942	1.51037
../mkBAM_probedevref/Ssp-CGub_040-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	52152	134.346	1.28479	489510973	3891016	0.0102125	0.794878
../mkBAM_probedevref/Ssp-CGub_021-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	902104	127.188	2.47654	489510973	31477466	0.159251	6.43039
../mkBAM_probedevref/Ssp-CGub_015-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	1168004	145.62	5.20677	489510973	27319805	0.290592	5.58104
../mkBAM_probedevref/Ssp-CGub_049-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	90772	130.261	1.43223	489510973	5759245	0.0168506	1.17653
../mkBAM_probedevref/Ssp-CGub_033-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	1562948	143.664	4.45443	489510973	41362845	0.376392	8.44983
../mkBAM_probedevref/Ssp-CGub_030-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	1604029	138.459	2.52851	489510973	64713647	0.334271	13.2201
../mkBAM_probedevref/Ssp-CGub_042-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	2193227	140.715	2.98142	489510973	79103871	0.481791	16.1598
../mkBAM_probedevref/Ssp-CGub_022-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4653662	145.217	7.01989	489510973	83394301	1.19593	17.0362
../mkBAM_probedevref/Ssp-CGub_014-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4533859	143.276	5.25521	489510973	100207918	1.0758	20.471
../mkBAM_probedevref/Ssp-CGub_031-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4479433	144.101	5.35229	489510973	100604165	1.1	20.552
../mkBAM_probedevref/Ssp-CGub_056-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	51048	133.432	1.32995	489510973	3640026	0.00988957	0.743605
../mkBAM_probedevref/Ssp-CGub_057-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	19719	142.196	1.15653	489510973	1929079	0.00455769	0.394083
../mkBAM_probedevref/Ssp-CGub_052-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	2868403	144.494	4.95032	489510973	71408381	0.722138	14.5877
../mkBAM_probedevref/Ssp-CGub_050-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	2891173	138.489	2.58634	489510973	115355054	0.60948	23.5654
../mkBAM_probedevref/Ssp-CGub_059-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	73165	127.646	1.23701	489510973	5161492	0.0130433	1.05442
../mkBAM_probedevref/Ssp-CGub_027-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4311823	138.03	2.82218	489510973	155125685	0.894347	31.6899
../mkBAM_probedevref/Ssp-CGub_051-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	3478970	143.803	4.21933	489510973	91639198	0.789882	18.7206
../mkBAM_probedevref/Ssp-CGub_036-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	4662657	139.934	3.06717	489510973	164563112	1.03112	33.6179
../mkBAM_probedevref/Ssp-CGub_054-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	765848	125.69	1.66026	489510973	39085380	0.132565	7.98458
../mkBAM_probedevref/Ssp-CGub_055-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	1273175	133.739	2.23179	489510973	54034880	0.246357	11.0385
../mkBAM_probedevref/Ssp-CGub_076-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	30362	136.571	1.20686	489510973	2516833	0.0062051	0.514153
../mkBAM_probedevref/Ssp-CGub_070-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	1769388	144.167	4.99797	489510973	42072907	0.42957	8.59489
../mkBAM_probedevref/Ssp-CGub_032-Ex1-cssl.clmp.fp2_repr.ssl.Ssp-3NR-R1R2ORPH-contam-noisolate-RG.bam	7609445	144.851	5.36788	489510973	166434433	1.82509	34.0001
