"","Position","C.T","G.A"
"1",1,0.374520620071651,0.366903319197805
"2",2,0.397721287051462,0.392389505541996
"3",3,0.412372728966121,0.416289642479594
"4",4,0.43334133514823,0.426607738858949
"5",5,0.459950063985113,0.424708339547608
"6",6,0.479059190682394,0.425106736514
"7",7,0.488553118753953,0.432501791491069
"8",8,0.492028220285488,0.443818452265056
"9",9,0.495550199084675,0.45246053029073
"10",10,0.498129618458387,0.460069525436278
"11",11,0.497820688402999,0.469123018691695
"12",12,0.495517480892318,0.478741580822406
"13",-12,0.495821816505812,0.478426983929386
"14",-11,0.484334263956141,0.482947901898813
"15",-10,0.474985677443367,0.483747167744037
"16",-9,0.467100639478955,0.481515929992125
"17",-8,0.457636063716181,0.478813180812202
"18",-7,0.443115150038028,0.478188948940346
"19",-6,0.428788453888481,0.474467257583199
"20",-5,0.421727236507777,0.461384614557267
"21",-4,0.41938523187926,0.439784932996941
"22",-3,0.408198355017893,0.420218233958869
"23",-2,0.3853530167948,0.404088659785171
"24",-1,0.359691159987537,0.380937570840598
