pos	3pG>A
1	0.00699704465849387
2	0.00730981903485255
3	0.00525327548324809
4	0.00635680221639409
5	0.00730813149828716
6	0.0095210722173479
7	0.00974221915682386
8	0.00883607639105748
9	0.00910738323111973
10	0.00930025945658417
11	0.00910157366903514
12	0.00873355417566353
13	0.00912572828480851
14	0.00863743813744747
15	0.00914721395921561
16	0.00893643768031327
17	0.00917208580025235
18	0.00908885018361041
19	0.00921451939219147
20	0.00922145910378944
21	0.0103878377868052
22	0.00891682822322422
23	0.0118300344598601
24	0.0089507245761475
25	0.00871475415093281
