"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0576251421524107,0.016654959512871,0.0610794381088869,0.424906117864584,0.499587036054468,-3939.95937127213
"Std.",0.000395834913262443,0.00280145803646457,0.156975050466172,0.402985168563557,0.00432675221385657,1.81550060342219
"Acceptance ratio",0.22678,0.20172,0.24176,0.22254,0.20356,0.72212
"0%",0.0560151437930924,0.0133280948579271,3.08574433904069e-05,0.000519947564888767,0.482876101700152,-3951.0328283286
"2.5%",0.0568424851503067,0.0141989850279261,0.0020154658481283,0.011889409244841,0.491167976562577,-3943.84856346541
"5%",0.0569734875724158,0.0143106726048283,0.00390017190054452,0.0151675730502277,0.492608307916959,-3943.04993175273
"7.5%",0.0570551051039926,0.0143865257103949,0.0046191642974881,0.019385535811263,0.493505399170438,-3942.5589667289
"10%",0.0571191598607297,0.0144475625268766,0.00575175687159451,0.0249790469481262,0.494152533443823,-3942.23012295036
"12.5%",0.0571727380190813,0.0144989603066391,0.00640400027058455,0.0282808942328458,0.494613700927454,-3941.98239756658
"15%",0.057213566923226,0.0145490288768498,0.00690365922728152,0.0327293311486213,0.495102683680889,-3941.75180747086
"17.5%",0.0572563246784833,0.0145982951721423,0.00721346285308663,0.0391258307035855,0.495509459365619,-3941.55479438405
"20%",0.0572932621270986,0.0146444075423027,0.00774748881861254,0.0443186752019686,0.495910591438623,-3941.39628615212
"22.5%",0.0573300457573586,0.0146860498875211,0.00811352811241471,0.0493514571864507,0.496272073906572,-3941.23922626075
"25%",0.0573594066745835,0.014734061289116,0.00852181632348589,0.0551380442828683,0.496644385134844,-3941.0996799291
"27.5%",0.0573849116885689,0.0147716019990334,0.00891802448249997,0.0604163786273662,0.496970607352735,-3940.96319021616
"30%",0.0574146246032619,0.0148137425739333,0.00916760877976764,0.065858443029421,0.497298188041998,-3940.83560328578
"32.5%",0.0574425525242436,0.0148545081000077,0.00954414372526437,0.072698967035835,0.497607032766774,-3940.71063504525
"35%",0.0574698117550151,0.0149009318312504,0.00975681072864517,0.0818619139987558,0.497895447464525,-3940.59059816846
"37.5%",0.0574959383111356,0.0149539468128875,0.0100038666159465,0.0910902965473696,0.49813700057458,-3940.4874601396
"40%",0.0575261461753745,0.0150148576830592,0.0103035347329711,0.101172159281999,0.49838579304637,-3940.38129616871
"42.5%",0.0575499491214382,0.015082088944003,0.0106465967919632,0.114640163983891,0.498678765422799,-3940.28082375325
"45%",0.0575754521782797,0.0151551050374075,0.0109342966200284,0.133340979057941,0.49894661135358,-3940.18290100444
"47.5%",0.0575995136353833,0.0152568818238526,0.011211969061872,0.156085429671774,0.499229363613448,-3940.08019871325
"50%",0.0576220847215781,0.0153750232315726,0.0115322272471513,0.187043091289101,0.499479709586336,-3939.98392311782
"52.5%",0.0576476588668853,0.0155295161274851,0.0118743574978431,0.228138207898803,0.499773225837866,-3939.87393445621
"55%",0.0576725129955098,0.0157129555824596,0.0122983877316392,0.301246172028996,0.500058924920096,-3939.77319485495
"57.5%",0.0576987898452749,0.015919652938013,0.012774532966169,0.462115252160806,0.500333872482364,-3939.66125919978
"60%",0.0577212124240675,0.0161290511188119,0.0132383024732712,0.582975705232386,0.50062981142725,-3939.53918088497
"62.5%",0.0577496239698627,0.0163670255192424,0.0138453113621262,0.663953720269142,0.500925516902074,-3939.37726323674
"65%",0.0577757484383363,0.016613868320948,0.0147879659164931,0.722952258768925,0.501228340102184,-3939.1904810921
"67.5%",0.0578018025696232,0.0168934880376829,0.0163267711009665,0.774916354700721,0.501514324296355,-3938.98812026763
"70%",0.0578308821339269,0.0171352728612108,0.0179146230839968,0.822748104488402,0.501812145581531,-3938.81099031203
"72.5%",0.0578615924620264,0.017468077014343,0.0196616860768699,0.860314839758281,0.502144369259669,-3938.63032462559
"75%",0.0578935274694665,0.017816200918775,0.0218017315339562,0.894217132196733,0.502458370096297,-3938.48005867067
"77.5%",0.0579276255986403,0.0181946161935524,0.0244038290153772,0.923830010338281,0.502837199234986,-3938.32122256676
"80%",0.0579578498243929,0.0185601285768957,0.027966709382572,0.946569696110734,0.503220202442974,-3938.1717589485
"82.5%",0.0579981195901936,0.0189668508546256,0.0342855820016184,0.965324714448783,0.503659035902779,-3938.03405237293
"85%",0.0580368706834357,0.0194294050922314,0.0457408371708576,0.979838248220644,0.504137198668277,-3937.89027512606
"87.5%",0.0580826869079377,0.0198613227986287,0.070072757660692,0.988985522196323,0.504605444114234,-3937.74674051364
"90%",0.0581424216400016,0.0205096273820235,0.12375255458097,0.994678208981818,0.505202333584569,-3937.58701166526
"92.5%",0.0581993385802323,0.0215152055392966,0.237963427715389,0.997326919652849,0.505855777463941,-3937.4316054759
"95%",0.0582817914873934,0.022811135333031,0.443329791263895,0.998344467280686,0.506851512124264,-3937.26393692145
"97.5%",0.0584018365617573,0.0245372802235663,0.654194980432628,0.999284698617348,0.508330992320675,-3937.0498440317
"100%",0.0589703046098456,0.0294284086929143,0.999215348287571,0.999998446194482,0.516380697851885,-3936.58115663776
