file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_001-Ex1-01A.1.fq.gz	18293154	18076878	1788672	1745776	1475878	1424478	98.8177	9.89481	97.6018	84.5399	96.5173	7.78695
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_001-Ex1-01A.2.fq.gz	18293154	18076878	1788672	1745776	1476532	1424478	98.8177	9.89481	97.6018	84.5774	96.4746	7.78695
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_002-Ex1-02A.1.fq.gz	31652170	31175209	3059814	2984926	2454569	2344766	98.4931	9.81489	97.5525	82.2322	95.5266	7.40792
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_002-Ex1-02A.2.fq.gz	31652170	31175209	3059814	2984926	2450796	2344766	98.4931	9.81489	97.5525	82.1058	95.6737	7.40792
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_003-Ex1-03A.1.fq.gz	7322556	7222826	753141	735770	612043	589804	98.638	10.4272	97.6935	83.184	96.3664	8.05462
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_003-Ex1-03A.2.fq.gz	7322556	7222826	753141	735770	610202	589804	98.638	10.4272	97.6935	82.9338	96.6572	8.05462
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_004-Ex1-04A.1.fq.gz	31230382	30862059	2757791	2684967	2167397	2079232	98.8206	8.93586	97.3593	80.7234	95.9322	6.65772
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_004-Ex1-04A.2.fq.gz	31230382	30862059	2757791	2684967	2169230	2079232	98.8206	8.93586	97.3593	80.7917	95.8512	6.65772
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_005-Ex1-05A.1.fq.gz	40326832	39883013	3425705	3342067	2732898	2636476	98.8994	8.58938	97.5585	81.7727	96.4718	6.53777
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_005-Ex1-05A.2.fq.gz	40326832	39883013	3425705	3342067	2723854	2636476	98.8994	8.58938	97.5585	81.5021	96.7921	6.53777
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_006-Ex1-06A.1.fq.gz	30362960	29938979	2729278	2655791	2220412	2131090	98.6036	9.11614	97.3075	83.6064	95.9772	7.01872
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_006-Ex1-06A.2.fq.gz	30362960	29938979	2729278	2655791	2218110	2131090	98.6036	9.11614	97.3075	83.5197	96.0768	7.01872
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_007-Ex1-07A.1.fq.gz	28706793	28393875	2728771	2657649	2249335	2164514	98.91	9.61042	97.3936	84.6363	96.2291	7.54008
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_007-Ex1-07A.2.fq.gz	28706793	28393875	2728771	2657649	2247782	2164514	98.91	9.61042	97.3936	84.5778	96.2955	7.54008
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_008-Ex1-08A.1.fq.gz	29638980	28729274	2819817	2739099	2241943	2141904	96.9307	9.81513	97.1375	81.8497	95.5378	7.22665
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_008-Ex1-08A.2.fq.gz	29638980	28729274	2819817	2739099	2236767	2141904	96.9307	9.81513	97.1375	81.6607	95.7589	7.22665
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus//raw_fq_capture/Hmi-ABas_009-Ex1-09A.1.fq.gz	52122877	51277194	4801544	4662239	3827882	3657845	98.3775	9.3639	97.0987	82.1039	95.5579	7.01773
