pos	3pG>A
1	0.0193991131103756
2	0.0223027639445784
3	0.0158611639062359
4	0.0186455886622153
5	0.0206852612204446
6	0.0301695253575146
7	0.0315086531226486
8	0.0306240984464557
9	0.0310918946824987
10	0.0308946348633661
11	0.0304221932808173
12	0.0300273902796356
13	0.0314626510388367
14	0.0311600469853235
15	0.0305961870856229
16	0.0321846762895078
17	0.0325455249903138
18	0.031132739962861
19	0.0317655272275948
20	0.0325653352426738
21	0.034100531136941
22	0.0356527484486131
23	0.0324287776145214
24	0.0334029766050195
25	0.0344922089108136
