file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_001_Ex1b_L4_1.fq.gz	4285736	4205170	662262	647911	562893	546102	98.1201	15.7488	97.833	86.8781	97.017	12.7423
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_001_Ex1b_L4_2.fq.gz	4285736	4205170	662262	647911	562404	546102	98.1201	15.7488	97.833	86.8027	97.1014	12.7423
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_002_Ex1b_L4_1.fq.gz	7472485	7256230	1123552	1106769	990981	962241	97.106	15.484	98.5063	89.5382	97.0998	12.8771
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_002_Ex1b_L4_2.fq.gz	7472485	7256230	1123552	1106769	991387	962241	97.106	15.484	98.5063	89.5749	97.0601	12.8771
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_003_Ex1b_L4_1.fq.gz	6142107	6066228	865363	853117	779963	756190	98.7646	14.2653	98.5849	91.4251	96.952	12.3116
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_003_Ex1b_L4_2.fq.gz	6142107	6066228	865363	853117	779094	756190	98.7646	14.2653	98.5849	91.3232	97.0602	12.3116
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_004_Ex1b_L4_1.fq.gz	3158314	3052458	499229	488414	431930	417558	96.6483	16.355	97.8337	88.4352	96.6726	13.2209
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_004_Ex1b_L4_2.fq.gz	3158314	3052458	499229	488414	432026	417558	96.6483	16.355	97.8337	88.4549	96.6511	13.2209
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_005_Ex1b_L4_1.fq.gz	15924495	15680495	2247796	2215912	2025324	1973131	98.4678	14.335	98.5815	91.3991	97.423	12.3905
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_005_Ex1b_L4_2.fq.gz	15924495	15680495	2247796	2215912	2023982	1973131	98.4678	14.335	98.5815	91.3386	97.4876	12.3905
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_006_Ex1b_L4_1.fq.gz	9302491	9110024	1418299	1390421	1269803	1235287	97.931	15.5686	98.0344	91.3251	97.2818	13.2791
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_006_Ex1b_L4_2.fq.gz	9302491	9110024	1418299	1390421	1269200	1235287	97.931	15.5686	98.0344	91.2817	97.328	13.2791
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_007_Ex1b_L4_1.fq.gz	6683805	6549462	1159019	1133358	1011445	976496	97.99	17.6964	97.786	89.2432	96.5446	14.6099
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_007_Ex1b_L4_2.fq.gz	6683805	6549462	1159019	1133358	1009075	976496	97.99	17.6964	97.786	89.0341	96.7714	14.6099
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_008_Ex1b_L4_1.fq.gz	5707569	5617656	873278	860454	790725	766770	98.4247	15.5452	98.5315	91.8963	96.9705	13.4343
