file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_001_Ex1b_L4_1.fq.gz	4285736	4205170	662262	647911	562893	546102	1.87986	84.2512	2.16697	13.1219	2.98298	87.2577
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_001_Ex1b_L4_2.fq.gz	4285736	4205170	662262	647911	562404	546102	1.87986	84.2512	2.16697	13.1973	2.89863	87.2577
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_002_Ex1b_L4_1.fq.gz	7472485	7256230	1123552	1106769	990981	962241	2.89402	84.516	1.49374	10.4618	2.90016	87.1229
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_002_Ex1b_L4_2.fq.gz	7472485	7256230	1123552	1106769	991387	962241	2.89402	84.516	1.49374	10.4251	2.93992	87.1229
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_003_Ex1b_L4_1.fq.gz	6142107	6066228	865363	853117	779963	756190	1.23539	85.7347	1.41513	8.57491	3.04797	87.6884
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_003_Ex1b_L4_2.fq.gz	6142107	6066228	865363	853117	779094	756190	1.23539	85.7347	1.41513	8.67677	2.93982	87.6884
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_004_Ex1b_L4_1.fq.gz	3158314	3052458	499229	488414	431930	417558	3.35166	83.645	2.16634	11.5648	3.32739	86.7791
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_004_Ex1b_L4_2.fq.gz	3158314	3052458	499229	488414	432026	417558	3.35166	83.645	2.16634	11.5451	3.34887	86.7791
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_005_Ex1b_L4_1.fq.gz	15924495	15680495	2247796	2215912	2025324	1973131	1.53223	85.665	1.41846	8.60088	2.57702	87.6095
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_005_Ex1b_L4_2.fq.gz	15924495	15680495	2247796	2215912	2023982	1973131	1.53223	85.665	1.41846	8.66145	2.51242	87.6095
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_006_Ex1b_L4_1.fq.gz	9302491	9110024	1418299	1390421	1269803	1235287	2.06898	84.4314	1.96559	8.67493	2.71822	86.7209
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_006_Ex1b_L4_2.fq.gz	9302491	9110024	1418299	1390421	1269200	1235287	2.06898	84.4314	1.96559	8.71829	2.672	86.7209
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_007_Ex1b_L4_1.fq.gz	6683805	6549462	1159019	1133358	1011445	976496	2.00998	82.3036	2.21403	10.7568	3.45535	85.3901
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_007_Ex1b_L4_2.fq.gz	6683805	6549462	1159019	1133358	1009075	976496	2.00998	82.3036	2.21403	10.9659	3.2286	85.3901
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_008_Ex1b_L4_1.fq.gz	5707569	5617656	873278	860454	790725	766770	1.57533	84.4548	1.46849	8.10375	3.0295	86.5657
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_008_Ex1b_L4_2.fq.gz	5707569	5617656	873278	860454	789034	766770	1.57533	84.4548	1.46849	8.30027	2.82168	86.5657
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_009_Ex1b_L4_1.fq.gz	2860812	2744337	478299	468758	409918	394133	4.0714	82.5714	1.99478	12.5523	3.85077	86.223
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_009_Ex1b_L4_2.fq.gz	2860812	2744337	478299	468758	410029	394133	4.0714	82.5714	1.99478	12.5286	3.8768	86.223
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_010_Ex1b_L4_1.fq.gz	1223961	1188613	207484	202627	172880	166009	2.888	82.544	2.3409	14.6807	3.97443	86.4367
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_010_Ex1b_L4_2.fq.gz	1223961	1188613	207484	202627	172376	166009	2.888	82.544	2.3409	14.9294	3.69367	86.4367
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_011_Ex1b_L4_1.fq.gz	11753965	11423171	2041713	1995139	1743614	1665907	2.81432	82.1266	2.28112	12.6069	4.45666	85.8269
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_011_Ex1b_L4_2.fq.gz	11753965	11423171	2041713	1995139	1738179	1665907	2.81432	82.1266	2.28112	12.8793	4.15791	85.8269
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_012_Ex1b_L4_1.fq.gz	8993594	8781003	1562798	1525685	1318323	1269762	2.3638	82.2025	2.37478	13.5914	3.68354	85.8815
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_012_Ex1b_L4_2.fq.gz	8993594	8781003	1562798	1525685	1315538	1269762	2.3638	82.2025	2.37478	13.7739	3.47964	85.8815
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_013_Ex1b_L4_1.fq.gz	25069871	24744243	3244230	3196243	2960014	2915073	1.29888	86.889	1.47915	7.39083	1.51827	88.3722
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_013_Ex1b_L4_2.fq.gz	25069871	24744243	3244230	3196243	2959994	2915073	1.29888	86.889	1.47915	7.39146	1.5176	88.3722
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_014_Ex1b_L4_1.fq.gz	5398018	5218498	867841	848253	775907	757391	3.32567	83.3699	2.2571	8.52882	2.38637	85.9691
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_014_Ex1b_L4_2.fq.gz	5398018	5218498	867841	848253	775052	757391	3.32567	83.3699	2.2571	8.62962	2.27869	85.9691
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_015_Ex1b_L4_1.fq.gz	2648964	2533039	449348	438446	400290	389255	4.37624	82.2605	2.42618	8.70255	2.75675	85.3054
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_015_Ex1b_L4_2.fq.gz	2648964	2533039	449348	438446	399751	389255	4.37624	82.2605	2.42618	8.82549	2.62563	85.3054
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_016_Ex1b_L4_1.fq.gz	6914891	6825503	1025239	1010026	921982	890987	1.29269	84.9793	1.48385	8.717	3.36178	87.115
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_016_Ex1b_L4_2.fq.gz	6914891	6825503	1025239	1010026	918669	890987	1.29269	84.9793	1.48385	9.04501	3.01327	87.115
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_017_Ex1b_L4_1.fq.gz	4307691	4225709	637577	626955	547233	528038	1.90315	84.912	1.66599	12.7157	3.50765	87.742
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_017_Ex1b_L4_2.fq.gz	4307691	4225709	637577	626955	546186	528038	1.90315	84.912	1.66599	12.8827	3.32268	87.742
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_018_Ex1b_L4_1.fq.gz	2836780	2729528	434252	425755	359995	346364	3.78077	84.0906	1.9567	15.4455	3.78644	87.7902
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_018_Ex1b_L4_2.fq.gz	2836780	2729528	434252	425755	360831	346364	3.78077	84.0906	1.9567	15.2491	4.00936	87.7902
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_019_Ex1b_L4_1.fq.gz	18073082	17697312	2698094	2641942	2286574	2191842	2.07917	84.7542	2.08117	13.451	4.14297	87.8723
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_019_Ex1b_L4_2.fq.gz	18073082	17697312	2698094	2641942	2284933	2191842	2.07917	84.7542	2.08117	13.5131	4.07412	87.8723
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_020_Ex1b_L4_1.fq.gz	2061972	2022150	326657	321918	282673	273498	1.93126	83.8461	1.45076	12.191	3.2458	86.7361
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_020_Ex1b_L4_2.fq.gz	2061972	2022150	326657	321918	282253	273498	1.93126	83.8461	1.45076	12.3215	3.10183	86.7361
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_021_Ex1b_L4_1.fq.gz	8546393	8346689	1273223	1250423	1123921	1096794	2.33671	84.7458	1.79073	10.1167	2.4136	87.1666
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_021_Ex1b_L4_2.fq.gz	8546393	8346689	1273223	1250423	1122112	1096794	2.33671	84.7458	1.79073	10.2614	2.25628	87.1666
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_022_Ex1b_L4_1.fq.gz	3221828	3117090	512805	505409	460322	447679	3.25089	83.5486	1.44226	8.92089	2.74656	86.1048
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_022_Ex1b_L4_2.fq.gz	3221828	3117090	512805	505409	459149	447679	3.25089	83.5486	1.44226	9.15298	2.4981	86.1048
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_023_Ex1b_L4_1.fq.gz	7328644	7025128	1127793	1102570	944218	921489	4.1415	83.9463	2.23649	14.3621	2.40718	87.4262
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_023_Ex1b_L4_2.fq.gz	7328644	7025128	1127793	1102570	943958	921489	4.1415	83.9463	2.23649	14.3857	2.3803	87.4262
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_024_Ex1b_L4_1.fq.gz	2350151	2192402	373253	365362	310363	301821	6.71229	82.9752	2.11412	15.0533	2.75226	87.1574
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_024_Ex1b_L4_2.fq.gz	2350151	2192402	373253	365362	310016	301821	6.71229	82.9752	2.11412	15.1483	2.64341	87.1574
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_025_Ex1b_L4_1.fq.gz	2584337	2494820	385493	378578	330023	319166	3.46383	84.5483	1.79381	12.8256	3.28977	87.65
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_025_Ex1b_L4_2.fq.gz	2584337	2494820	385493	378578	330423	319166	3.46383	84.5483	1.79381	12.72	3.40685	87.65
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_026_Ex1b_L4_1.fq.gz	3044735	2993672	475105	468243	421294	408013	1.67709	84.1297	1.44431	10.0266	3.15243	86.5994
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_026_Ex1b_L4_2.fq.gz	3044735	2993672	475105	468243	420649	408013	1.67709	84.1297	1.44431	10.1644	3.00393	86.5994
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_028_Ex1b_L4_1.fq.gz	4082675	3968958	630435	616868	491935	469376	2.78536	84.1159	2.15201	20.2528	4.58577	88.5032
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_028_Ex1b_L4_2.fq.gz	4082675	3968958	630435	616868	494081	469376	2.78536	84.1159	2.15201	19.9049	5.00019	88.5032
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_029_Ex1b_L4_1.fq.gz	4613613	4471670	710995	698368	538984	518646	3.07661	84.1	1.77596	22.8224	3.7734	88.7584
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_biguttata/raw_fq_capture/Tbi-ARos_029_Ex1b_L4_2.fq.gz	4613613	4471670	710995	698368	539655	518646	3.07661	84.1	1.77596	22.7263	3.89304	88.7584
