Sequence_Name	Extraction_ID
HmA0100112D	Hmi-AMac_001-Ex1-12D
HmA010011A	Hmi-ABas_001-Ex1-01A
HmA010021G	Hmi-AMac_002-Ex1-01G
HmA010022A	Hmi-ABas_002-Ex1-02A
HmA010032G	Hmi-AMac_003-Ex1-02G
HmA010033A	Hmi-ABas_003-Ex1-03A
HmA010043G	Hmi-AMac_004-Ex1-03G
HmA010044A	Hmi-ABas_004-Ex1-04A
HmA010054G	Hmi-AMac_005-Ex1-04G
HmA010055A	Hmi-ABas_005-Ex1-05A
HmA010065G	Hmi-AMac_006-Ex1-05G
HmA010066A	Hmi-ABas_006-Ex1-06A
HmA010076G	Hmi-AMac_007-Ex1-06G
HmA010077A	Hmi-ABas_007-Ex1-07A
HmA010087G	Hmi-AMac_008-Ex1-07G
HmA010088A	Hmi-ABas_008-Ex1-08A
HmA010098G	Hmi-AMac_009-Ex1-08G
HmA010099A	Hmi-ABas_009-Ex1-09A
HmA0101010A	Hmi-ABas_010-Ex1-10A
HmA010109G	Hmi-AMac_010-Ex1-09G
HmA0101110G	Hmi-AMac_011-Ex1-10G
HmA0101111A	Hmi-ABas_011-Ex1-11A
HmA0101211G	Hmi-AMac_012-Ex1-11G
HmA0101212A	Hmi-ABas_012-Ex1-12A
HmA0101312G	Hmi-AMac_013-Ex1-12G
HmA010131B	Hmi-ABas_013-Ex1-01B
HmA010141H	Hmi-AMac_014-Ex1-01H
HmA010142B	Hmi-ABas_014-Ex1-02B
HmA010152H	Hmi-AMac_015-Ex1-02H
HmA010153B	Hmi-ABas_015-Ex1-03B
HmA010163H	Hmi-AMac_016-Ex1-03H
HmA010164B	Hmi-ABas_016-Ex1-04B
HmA010174H	Hmi-AMac_017-Ex1-04H
HmA010175B	Hmi-ABas_017-Ex1-05B
HmA010185H	Hmi-AMac_018-Ex1-05H
HmA010186B	Hmi-ABas_018-Ex1-06B
HmA010196H	Hmi-AMac_019-Ex1-06H
HmA010197B	Hmi-ABas_019-Ex1-07B
HmA010207H	Hmi-AMac_020-Ex1-07H
HmA010208B	Hmi-ABas_020-Ex1-08B
HmA010218H	Hmi-AMac_021-Ex1-08H
HmA010219B	Hmi-ABas_021-Ex1-09B
HmA0102210B	Hmi-ABas_022-Ex1-10B
HmA010229H	Hmi-AMac_022-Ex1-09H
HmA0102310H	Hmi-AMac_023-Ex1-10H
HmA0102311B	Hmi-ABas_023-Ex1-11B
HmA0102411H	Hmi-AMac_024-Ex1-11H
HmA0102412B	Hmi-ABas_024-Ex1-12B
HmA0102512H	Hmi-AMac_025-Ex1-12H
HmA010261E	Hmi-AMac_026-Ex1-01E
HmA010262C	Hmi-ABas_026-Ex1-02C
HmA010272E	Hmi-AMac_027-Ex1-02E
HmA010283E	Hmi-AMac_028-Ex1-03E
HmA010284C	Hmi-ABas_028-Ex1-04C
HmA010294E	Hmi-AMac_029-Ex1-04E
HmA010305E	Hmi-AMac_030-Ex1-05E
HmA010306C	Hmi-ABas_030-Ex1-06C
HmA010316E	Hmi-AMac_031-Ex1-06E
HmA010317C	Hmi-ABas_031-Ex1-07C
HmA010327E	Hmi-AMac_032-Ex1-07E
HmA010328C	Hmi-ABas_032-Ex1-08C
HmA010338E	Hmi-AMac_033-Ex1-08E
HmA010339C	Hmi-ABas_033-Ex1-09C
HmA0103410C	Hmi-ABas_034-Ex1-10C
HmA010349E	Hmi-AMac_034-Ex1-09E
HmA0103510E	Hmi-AMac_035-Ex1-10E
HmA0103611E	Hmi-AMac_036-Ex1-11E
HmA0103612C	Hmi-ABas_036-Ex1-12C
HmA0103712E	Hmi-AMac_037-Ex1-12E
HmA010371D	Hmi-ABas_037-Ex1-01D
HmA010381F	Hmi-AMac_038-Ex1-01F
HmA010382D	Hmi-ABas_038-Ex1-02D
HmA010392F	Hmi-AMac_039-Ex1-02F
HmA010393D	Hmi-ABas_039-Ex1-03D
HmA010403F	Hmi-AMac_040-Ex1-03F
HmA010404D	Hmi-ABas_040-Ex1-04D
HmA010414F	Hmi-AMac_041-Ex1-04F
HmA010415D	Hmi-ABas_041-Ex1-05D
HmA010425F	Hmi-AMac_042-Ex1-05F
HmA010426D	Hmi-ABas_042-Ex1-06D
HmA010436F	Hmi-AMac_043-Ex1-06F
HmA010437D	Hmi-ABas_043-Ex1-07D
HmA010447F	Hmi-AMac_044-Ex1-07F
HmA010448D	Hmi-ABas_044-Ex1-08D
HmA010458F	Hmi-AMac_045-Ex1-08F
HmA010459D	Hmi-ABas_045-Ex1-09D
HmA0104610D	Hmi-ABas_046-Ex1-10D
HmA010469F	Hmi-AMac_046-Ex1-09F
HmA0104710F	Hmi-AMac_047-Ex1-10F
HmA0104711D	Hmi-ABas_047-Ex1-11D
HmA0104811F	Hmi-AMac_048-Ex1-11F
HmA0104912F	Hmi-AMac_049-Ex1-12F
HmC010011A	Hmi-CBas_001-Ex1-01A
HmC010011D	Hmi-CPar_001-Ex1-01D
HmC010022A	Hmi-CPar_002-Ex1-02A
HmC010029C	Hmi-CBas_002-Ex1-09C
HmC010032E	Hmi-CPar_003-Ex1-02E
HmC010039F	Hmi-CBas_003-Ex1-09F
HmC0100410B	Hmi-CBas_004-Ex1-10B
HmC0100410D	Hmi-CPar_004-Ex1-10D
HmC010053E	Hmi-CPar_005-Ex1-03E
HmC0100510G	Hmi-CBas_005-Ex1-10G
HmC010064C	Hmi-CPar_006-Ex1-04C
HmC010063H	Hmi-CBas_006-Ex1-03H
HmC0100711D	Hmi-CPar_007-Ex1-11D
HmC010074F	Hmi-CBas_007-Ex1-04F
HmC010085C	Hmi-CBas_008-Ex1-05C
HmC0100811H	Hmi-CPar_008-Ex1-11H
HmC010096B	Hmi-CPar_009-Ex1-06B
HmC010095G	Hmi-CBas_009-Ex1-05G
HmC010107A	Hmi-CPar_010-Ex1-07A
HmC010106E	Hmi-CBas_010-Ex1-06E
HmC0101112E	Hmi-CBas_011-Ex1-12E
HmC010117G	Hmi-CPar_011-Ex1-07G
HmC010128E	Hmi-CPar_012-Ex1-08E
HmC0101212G	Hmi-CBas_012-Ex1-12G
HmC010131B	Hmi-CBas_013-Ex1-01B
HmC010139B	Hmi-CPar_013-Ex1-09B
HmC010142B	Hmi-CPar_014-Ex1-02B
HmC010149D	Hmi-CBas_014-Ex1-09D
HmC010152F	Hmi-CPar_015-Ex1-02F
HmC010159G	Hmi-CBas_015-Ex1-09G
HmC0101610C	Hmi-CBas_016-Ex1-10C
HmC0101610E	Hmi-CPar_016-Ex1-10E
HmC010173F	Hmi-CPar_017-Ex1-03F
HmC0101710H	Hmi-CBas_017-Ex1-10H
HmC0101811B	Hmi-CBas_018-Ex1-11B
HmC010184D	Hmi-CPar_018-Ex1-04D
HmC0101911E	Hmi-CPar_019-Ex1-11E
HmC010194G	Hmi-CBas_019-Ex1-04G
HmC0102012A	Hmi-CPar_020-Ex1-12A
HmC0102011G	Hmi-CBas_020-Ex1-11G
HmC0102112C	Hmi-CBas_021-Ex1-12C
HmC0102112D	Hmi-CPar_021-Ex1-12D
HmC010227B	Hmi-CPar_022-Ex1-07B
HmC010226F	Hmi-CBas_022-Ex1-06F
HmC0102312F	Hmi-CBas_023-Ex1-12F
HmC010237H	Hmi-CPar_023-Ex1-07H
HmC010248F	Hmi-CPar_024-Ex1-08F
HmC0102412H	Hmi-CBas_024-Ex1-12H
HmC010251C	Hmi-CBas_025-Ex1-01C
HmC010251E	Hmi-CPar_025-Ex1-01E
HmC010262C	Hmi-CPar_026-Ex1-02C
HmC010261G	Hmi-CBas_026-Ex1-01G
HmC0102710A	Hmi-CPar_027-Ex1-10A
HmC010272D	Hmi-CBas_027-Ex1-02D
HmC010283B	Hmi-CPar_028-Ex1-03B
HmC010282H	Hmi-CBas_028-Ex1-02H
HmC010293C	Hmi-CBas_029-Ex1-03C
HmC010293G	Hmi-CPar_029-Ex1-03G
HmC010304A	Hmi-CBas_030-Ex1-04A
HmC0103011C	Hmi-CPar_030-Ex1-11C
HmC010315B	Hmi-CPar_031-Ex1-05B
HmC010314H	Hmi-CBas_031-Ex1-04H
HmC0103212B	Hmi-CPar_032-Ex1-12B
HmC010325D	Hmi-CBas_032-Ex1-05D
HmC010336C	Hmi-CPar_033-Ex1-06C
HmC010335H	Hmi-CBas_033-Ex1-05H
HmC010347C	Hmi-CPar_034-Ex1-07C
HmC010346G	Hmi-CBas_034-Ex1-06G
HmC010358A	Hmi-CPar_035-Ex1-08A
HmC010357E	Hmi-CBas_035-Ex1-07E
HmC010368C	Hmi-CBas_036-Ex1-08C
HmC010368G	Hmi-CPar_036-Ex1-08G
HmC010379A	Hmi-CBas_037-Ex1-09A
HmC010371F	Hmi-CPar_037-Ex1-01F
HmC010389E	Hmi-CPar_038-Ex1-09E
HmC010381H	Hmi-CBas_038-Ex1-01H
HmC010392G	Hmi-CPar_039-Ex1-02G
HmC010399H	Hmi-CBas_039-Ex1-09H
HmC010403A	Hmi-CBas_040-Ex1-03A
HmC0104010F	Hmi-CPar_040-Ex1-10F
HmC0104111A	Hmi-CPar_041-Ex1-11A
HmC010413D	Hmi-CBas_041-Ex1-03D
HmC010424E	Hmi-CPar_042-Ex1-04E
HmC010435A	Hmi-CBas_043-Ex1-05A
HmC0104311F	Hmi-CPar_043-Ex1-11F
HmC010445E	Hmi-CBas_044-Ex1-05E
HmC010445F	Hmi-CPar_044-Ex1-05F
HmC010456A	Hmi-CBas_045-Ex1-06A
HmC010456D	Hmi-CPar_045-Ex1-06D
HmC010467D	Hmi-CPar_046-Ex1-07D
HmC010466H	Hmi-CBas_046-Ex1-06H
HmC010478B	Hmi-CPar_047-Ex1-08B
HmC010477F	Hmi-CBas_047-Ex1-07F
HmC010488D	Hmi-CBas_048-Ex1-08D
HmC010488H	Hmi-CPar_048-Ex1-08H
