"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0217611354905684,0.00901155978150411,7.98616790837826e-06,0.14680053936011,0.64924209667016,-20955.7396294982
"Std.",5.78449223154707e-05,9.65772921920294e-05,7.95315719215494e-06,0.00569173450329597,0.00209459497448804,1.70268893393582
"Acceptance ratio",0.13198,0.13646,0.17206,0.25452,0.19138,0.6239
"0%",0.0215044038191146,0.00867353598410227,1.26049106262054e-09,0.124710845191966,0.641472426963562,-20970.2160420032
"2.5%",0.0216502715520879,0.00882819306703075,2.25674910472653e-07,0.135880464220176,0.645070789313787,-20959.8138761534
"5%",0.0216675721027971,0.0088538289511117,4.13294323121773e-07,0.137534624083786,0.645706294278655,-20958.9232569484
"7.5%",0.0216777691566207,0.00886994485382894,5.9441293545338e-07,0.138656933800789,0.646156271447629,-20958.4015498778
"10%",0.0216876048697009,0.00888837859152945,7.99692220960061e-07,0.139492713923637,0.646568332792623,-20957.9878024584
"12.5%",0.021695617646717,0.00890006797892516,1.04926514876238e-06,0.140183459475544,0.646852361649161,-20957.6797935248
"15%",0.0217013254229679,0.00891187659057355,1.32714067406216e-06,0.140757261237611,0.647069441768335,-20957.4346646081
"17.5%",0.0217067945888327,0.00892136424962377,1.57371152353654e-06,0.141387132741393,0.64727440616704,-20957.196403396
"20%",0.0217120286088431,0.0089289319240939,1.8172953439126e-06,0.141822254260715,0.647459430181552,-20957.0075169513
"22.5%",0.0217173224495897,0.00893676944370241,2.03495499506317e-06,0.142346678603242,0.647652204423618,-20956.8251046064
"25%",0.0217216294083143,0.00894445163403344,2.27569753513508e-06,0.142823821293489,0.647796227288494,-20956.6708867299
"27.5%",0.0217253609705656,0.00895136380128382,2.51758320751187e-06,0.143286532239821,0.64796415354639,-20956.5220512459
"30%",0.0217298294477043,0.00895923515462502,2.8120848403865e-06,0.143728368865882,0.648117485034483,-20956.377678585
"32.5%",0.0217338771541883,0.00896562504688622,3.10151312124955e-06,0.144166483893062,0.648266726988633,-20956.2313376006
"35%",0.0217372689913688,0.008971965414465,3.36844144655244e-06,0.144595264757896,0.648446486245894,-20956.0898706837
"37.5%",0.0217412082851763,0.00897799158590684,3.72165981898602e-06,0.144978399859068,0.64861209745718,-20955.9625197839
"40%",0.0217440266567257,0.00898466649638635,4.05249084330949e-06,0.145330471463365,0.648759610341758,-20955.8433521849
"42.5%",0.0217480350835042,0.00899132454439161,4.38957055224126e-06,0.145655539806134,0.648890961134144,-20955.7320723767
"45%",0.0217528558470434,0.00899742789952111,4.77369938212204e-06,0.145990668993592,0.649013465175329,-20955.6212183483
"47.5%",0.0217561296646931,0.00900410579211983,5.19969149355773e-06,0.146354391409414,0.649147578766555,-20955.5203757487
"50%",0.0217597877541052,0.0090100811044593,5.51224469938148e-06,0.146686832247453,0.649292623982945,-20955.4211152829
"52.5%",0.0217639370670645,0.00901661543877533,5.91422429944654e-06,0.147068692098072,0.649428328804072,-20955.326615225
"55%",0.021767730278844,0.00902203089650403,6.43208286769985e-06,0.147481931125755,0.649546612834308,-20955.22629713
"57.5%",0.0217721308089648,0.00902890758767883,6.86649066378181e-06,0.147864436605586,0.649678567967545,-20955.1309039699
"60%",0.0217762970292137,0.00903565650960465,7.27181127186468e-06,0.148233127556348,0.649803704103684,-20955.0403595442
"62.5%",0.0217805754594707,0.00904199382441511,7.85484663971988e-06,0.148642093436803,0.649946309543691,-20954.9445677473
"65%",0.0217841579119251,0.00904811997489347,8.37975563640957e-06,0.149025967754098,0.650086751094178,-20954.8612301041
"67.5%",0.0217878695172081,0.00905503631058255,8.94900259192263e-06,0.149405309745853,0.650240965444483,-20954.76298332
"70%",0.0217921927829928,0.00906212479016251,9.64752441588105e-06,0.149765646604996,0.650384324433157,-20954.6755514346
"72.5%",0.0217958598905727,0.00906883563513713,1.0344590439965e-05,0.150220539412551,0.650513977328067,-20954.5853223661
"75%",0.0217999044101855,0.00907635485646262,1.11280236306198e-05,0.150705888824694,0.650659467238561,-20954.4916729848
"77.5%",0.0218052666136357,0.00908357805004996,1.20396376098684e-05,0.151181758426103,0.650806706494616,-20954.3944883965
"80%",0.0218102079145426,0.00909373443369841,1.29123714648975e-05,0.151717703803106,0.650991662633409,-20954.2959552824
"82.5%",0.0218154391311383,0.00910396056680518,1.40895745580534e-05,0.152218690043892,0.651185862793242,-20954.2008439894
"85%",0.0218217851227014,0.00911570802257942,1.51636295324907e-05,0.152794722768231,0.651411384839476,-20954.0994255138
"87.5%",0.0218295620211305,0.0091266149575098,1.6603090482052e-05,0.15345209408952,0.651634487454815,-20953.9920470291
"90%",0.0218361291381549,0.00913725034732059,1.85486277087788e-05,0.154131260337895,0.651888537250188,-20953.8813795423
"92.5%",0.0218457558341224,0.00915486468493488,2.07774834285848e-05,0.155018774121577,0.6522529329132,-20953.7484132991
"95%",0.0218559896975075,0.00917346530424673,2.40346666796125e-05,0.156061235645699,0.652629888871937,-20953.5822641046
"97.5%",0.0218742135680708,0.00919968644271561,2.91758619978729e-05,0.157962637934361,0.653221146447338,-20953.3760107993
"100%",0.021990423006822,0.00937169712128384,8.49426323057505e-05,0.168631872383588,0.657243965986749,-20952.8472453718
