filename	numreads	meanreadlength	meandepth_wcvg	numpos	numpos_wcvg	meandepth	pctpos_wcvg
../mkBAM/Leq-ABas_007_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	4577	140.168	5.28158	2009762	105925	0.278367	5.27052
../mkBAM/Leq-ABas_013_Ex1-1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	10068	133.317	7.4946	2009762	157300	0.586587	7.8268
../mkBAM/Leq-ABas_008_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	15048	118.189	7.39051	2009762	218935	0.805091	10.8936
../mkBAM/Leq-ABas_002_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	22362	128.217	10.6477	2009762	239592	1.26936	11.9214
../mkBAM/Leq-ABas_005_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	22911	111.117	8.10591	2009762	288836	1.16495	14.3717
../mkBAM/Leq-ABas_010_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	37569	117.329	9.36169	2009762	427165	1.98978	21.2545
../mkBAM/Leq-ABas_016_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	37287	118.595	9.51196	2009762	421458	1.99471	20.9705
../mkBAM/Leq-ABas_020_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	8314	117.244	5.8698	2009762	150802	0.440439	7.50348
../mkBAM/Leq-ABas_001_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	51020	124.781	11.3465	2009762	501989	2.83408	24.9775
../mkBAM/Leq-ABas_004_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	53642	121.837	10.5598	2009762	555326	2.91782	27.6314
../mkBAM/Leq-ABas_017_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	52922	135.615	13.4819	2009762	460773	3.09096	22.9267
../mkBAM/Leq-ABas_003_Ex1_L3_clmp.fp2_repr.rad.RAW-2-2-RG.bam	82036	125.086	13.9708	2009762	650649	4.52297	32.3744
