Sample	Passed Filter	Low Quality	Too Many N	Too short
LlA01001_CKDL210012719-1a-AK6881-7UDI214_HF5TCDSX2_L1_fastp	42599424.0	886516.0	1038.0	176150.0
LlA01002_CKDL210012719-1a-AK6881-AK7558_HF5TCDSX2_L1_fastp	38712468.0	634542.0	964.0	201854.0
LlA01003_CKDL210012719-1a-AK6881-GC12_HF5TCDSX2_L1_fastp	46304512.0	982106.0	1072.0	210172.0
LlA01004_CKDL210012719-1a-AK6260-AK4971_HF5TCDSX2_L1_fastp	45001164.0	986436.0	1042.0	287670.0
LlA01005_CKDL210012719-1a-AK6260-7UDI308_HF5TCDSX2_L1_fastp	43132752.0	875438.0	984.0	180232.0
LlA01006_CKDL210012719-1a-AK6260-7UDI246_HF5TCDSX2_L1_fastp	48053804.0	916994.0	1158.0	238890.0
LlA01007_CKDL210012719-1a-AK7010-AK1864_HF5TCDSX2_L1_fastp	35729456.0	798354.0	818.0	245650.0
LlA01008_CKDL210012719-1a-AK7010-AK2587_HF5TCDSX2_L1_fastp	13572498.0	308318.0	264.0	124012.0
LlA01009_CKDL210012719-1a-5UDI312-7UDI214_HF5TCDSX2_L1_fastp	36866358.0	708780.0	848.0	159378.0
LlA01010_CKDL210012719-1a-5UDI312-AK1864_HF5TCDSX2_L1_fastp	48619010.0	846972.0	1170.0	156328.0
LlA01011_CKDL210012719-1a-5UDI312-7UDI308_HF5TCDSX2_L1_fastp	22349096.0	523048.0	590.0	383804.0
LlA01012_CKDL210012719-1a-5UDI312-GC12_HF5TCDSX2_L1_fastp	29128818.0	518214.0	770.0	348144.0
LlA01013_CKDL210012719-1a-AK6881-AK4971_HF5TCDSX2_L1_fastp	2360032.0	82396.0	80.0	173962.0
LlA01014_CKDL210012719-1a-AK6881-7UDI308_HF5TCDSX2_L1_fastp	46486854.0	861884.0	1124.0	185444.0
LlA01015_CKDL210012719-1a-AK6881-7UDI246_HF5TCDSX2_L1_fastp	44308556.0	847246.0	1012.0	193924.0
LlA01016_CKDL210012719-1a-AK6260-AK1864_HF5TCDSX2_L1_fastp	10816924.0	251160.0	288.0	209998.0
LlA01017_CKDL210012719-1a-AK6260-AK2587_HF5TCDSX2_L1_fastp	54502108.0	1109544.0	1288.0	207000.0
LlA01018_CKDL210012719-1a-AK7010-7UDI214_HF5TCDSX2_L1_fastp	46323570.0	869928.0	1086.0	146466.0
LlA01019_CKDL210012719-1a-AK7010-AK7558_HF5TCDSX2_L1_fastp	34604020.0	524358.0	708.0	138378.0
LlA01020_CKDL210012719-1a-AK7010-GC12_HF5TCDSX2_L1_fastp	28971782.0	718474.0	650.0	418172.0
LlA01021_CKDL210012719-1a-5UDI312-AK4971_HF5TCDSX2_L1_fastp	33632798.0	547520.0	728.0	150022.0
LlA01022_CKDL210012719-1a-5UDI312-AK7558_HF5TCDSX2_L1_fastp	40486542.0	925396.0	1026.0	413656.0
LlA01023_CKDL210012719-1a-5UDI312-AK2587_HF5TCDSX2_L1_fastp	42604584.0	975442.0	1126.0	357176.0
LlA01024_CKDL210012719-1a-5UDI312-7UDI246_HF5TCDSX2_L1_fastp	34912964.0	1006660.0	982.0	649666.0
LlA01025_CKDL210012719-1a-AK6881-AK1864_HF5TCDSX2_L1_fastp	23109112.0	460548.0	532.0	163478.0
LlA01026_CKDL210012719-1a-AK6881-AK2587_HF5TCDSX2_L1_fastp	25987726.0	385434.0	582.0	133730.0
LlA01027_CKDL210012719-1a-AK6260-7UDI214_HF5TCDSX2_L1_fastp	26224010.0	543914.0	574.0	184316.0
LlA01028_CKDL210012719-1a-AK6260-AK7558_HF5TCDSX2_L1_fastp	15894590.0	229740.0	284.0	71766.0
