pos	3pG>A
1	0.0067261224390532
2	0.00673124462104704
3	0.00515220172494321
4	0.00568924994031667
5	0.00703784114587128
6	0.00907063414135589
7	0.00870273634450109
8	0.00835753620369315
9	0.008218788895503
10	0.00868048373529696
11	0.00837515382089443
12	0.00843467633682608
13	0.00823865184458613
14	0.00836548504327714
15	0.00834864297906162
16	0.0087019390473461
17	0.00878032778105083
18	0.00868877566342005
19	0.00868624307540137
20	0.00876138632548252
21	0.00968670651978327
22	0.0085823449866628
23	0.0111770610864454
24	0.00888843849194026
25	0.00896704899555791
