pos	3pG>A
1	0.0213915784733168
2	0.0286732544953831
3	0.0187634989200864
4	0.0237782640408461
5	0.0205000776518093
6	0.0289591262617905
7	0.0298904538341158
8	0.028158844765343
9	0.0298782214670065
10	0.0286259541984733
11	0.0248951048951049
12	0.0280968858131488
13	0.0309096261407124
14	0.0310055056505361
15	0.0266627600351597
16	0.0275121377078123
17	0.0302270716602772
18	0.0264619883040936
19	0.0268670309653916
20	0.0267763649962603
21	0.0290919776667646
22	0.0316858702243784
23	0.0263236613819922
24	0.0312731584407885
25	0.0291549504217848
