Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R1	Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	546102.0	0.0	33-150	42.0	62.80062244317281	114.99687421031236	pass	pass	warn	pass	warn	warn	pass	warn	warn	pass	pass
Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R2	Tbi-ARos_001_Ex1b_L4_clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	546102.0	0.0	33-150	42.0	62.089776320367264	115.48662337805025	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R1	Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	962241.0	0.0	33-150	38.0	66.97939019152993	112.2854825350406	pass	pass	pass	pass	pass	warn	pass	warn	warn	pass	pass
Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R2	Tbi-ARos_002_Ex1b_L4_clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	962241.0	0.0	33-150	38.0	65.97232413216636	112.44009245085171	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R1	Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	756190.0	0.0	33-150	37.0	63.26442265739772	116.99068884804083	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R2	Tbi-ARos_003_Ex1b_L4_clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	756190.0	0.0	33-150	37.0	61.99432270696587	117.19613324693529	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R1	Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	417558.0	0.0	33-150	44.0	60.45648831649636	117.58296332485547	pass	pass	warn	pass	warn	pass	pass	warn	warn	pass	pass
Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R2	Tbi-ARos_004_Ex1b_L4_clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	417558.0	0.0	33-150	44.0	60.69842059678766	117.6457234683565	pass	pass	fail	pass	warn	pass	pass	warn	warn	pass	pass
Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R1	Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1973131.0	0.0	33-150	40.0	68.71734423118932	112.90898830336151	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R2	Tbi-ARos_005_Ex1b_L4_clmp.fp2_repr.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1973131.0	0.0	33-150	40.0	66.94733426324036	113.20055079971883	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
