Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Leq-ABas_001_Ex1-1A-cssl-1-2.clmp.fp2_r1_screen	1430166	130745.0	9.15	27.0	0.0	0.0	0.0	5.0	0.0	57544.0	4.0200000000000005	118590.0	8.29	158956.0	11.11	97551.0	6.82	123545.0	8.64	97574.0	6.82	111399.0	7.79	106882.0	7.47	1242671	86.89
Leq-ABas_001_Ex1-1A-cssl-1-2.clmp.fp2_r2_screen	1430166	129426.0	9.06	24.0	0.0	0.0	0.0	6.0	0.0	56074.0	3.92	116688.0	8.15	157486.0	11.01	96029.0	6.71	122081.0	8.540000000000001	95741.0	6.6899999999999995	109427.0	7.6499999999999995	105332.0	7.36	1244244	87.0
Leq-ABas_002_Ex1-1D-cssl-1-2.clmp.fp2_r1_screen	3856728	408207.0	10.58	20.0	0.0	0.0	0.0	13.0	0.0	164916.0	4.2700000000000005	276122.0	7.17	435188.0	11.290000000000001	278937.0	7.23	353151.0	9.15	279788.0	7.26	317171.0	8.22	307239.0	7.97	3353810	86.96
Leq-ABas_002_Ex1-1D-cssl-1-2.clmp.fp2_r2_screen	3856728	404209.0	10.479999999999999	21.0	0.0	0.0	0.0	4.0	0.0	161155.0	4.180000000000001	272285.0	7.050000000000001	432542.0	11.22	275734.0	7.15	349350.0	9.06	276364.0	7.16	313276.0	8.129999999999999	303986.0	7.88	3357281	87.05
Leq-ABas_003_Ex1-1G-cssl-1-2.clmp.fp2_r1_screen	566682	52345.0	9.24	16.0	0.0	0.0	0.0	12.0	0.0	21013.0	3.71	45310.0	7.99	60608.0	10.7	35943.0	6.34	46925.0	8.290000000000001	36647.0	6.46	41150.0	7.27	39867.0	7.050000000000001	491596	86.75
Leq-ABas_003_Ex1-1G-cssl-1-2.clmp.fp2_r2_screen	566682	51851.0	9.149999999999999	14.0	0.0	0.0	0.0	5.0	0.0	20612.0	3.63	44885.0	7.92	60348.0	10.66	35503.0	6.26	46583.0	8.22	36165.0	6.38	40630.0	7.16	39466.0	6.96	491993	86.82
Leq-ABas_004_Ex1-2C-cssl-1-2.clmp.fp2_r1_screen	939282	104094.0	11.08	48.0	0.0	0.0	0.0	11.0	0.0	43363.0	4.62	99802.0	10.63	120913.0	12.87	70583.0	7.52	88845.0	9.46	69862.0	7.43	78827.0	8.39	76498.0	8.15	781482	83.2
Leq-ABas_004_Ex1-2C-cssl-1-2.clmp.fp2_r2_screen	939282	103796.0	11.05	45.0	0.0	0.0	0.0	1.0	0.0	43000.0	4.57	98989.0	10.54	120479.0	12.83	69953.0	7.4399999999999995	88372.0	9.42	69262.0	7.37	78218.0	8.33	76130.0	8.11	781670	83.22
Leq-ABas_005_Ex1-2H-cssl-1-2.clmp.fp2_r1_screen	1652117	162904.0	9.870000000000001	42.0	0.0	0.0	0.0	13.0	0.0	63380.0	3.8299999999999996	127792.0	7.720000000000001	185298.0	11.22	115276.0	6.98	146808.0	8.889999999999999	114249.0	6.91	131207.0	7.9399999999999995	125828.0	7.63	1432715	86.72
Leq-ABas_005_Ex1-2H-cssl-1-2.clmp.fp2_r2_screen	1652117	162389.0	9.829999999999998	45.0	0.0	0.0	0.0	10.0	0.0	62306.0	3.77	126505.0	7.66	185043.0	11.21	114061.0	6.9	146028.0	8.83	113353.0	6.86	130157.0	7.88	125100.0	7.57	1433376	86.76
Leq-ABas_006_Ex1-3E3E-cssl-1and2-2.clmp.fp2_r1_screen	2655280	274462.0	10.33	62.0	0.0	0.0	0.0	66.0	0.0	101884.0	3.8299999999999996	211198.0	7.949999999999999	301709.0	11.36	181073.0	6.82	232910.0	8.780000000000001	179974.0	6.7700000000000005	202899.0	7.64	198287.0	7.47	2283540	86.0
Leq-ABas_006_Ex1-3E3E-cssl-1and2-2.clmp.fp2_r2_screen	2655280	272213.0	10.26	59.0	0.0	0.0	0.0	29.0	0.0	99540.0	3.75	208632.0	7.859999999999999	299294.0	11.27	178374.0	6.720000000000001	230499.0	8.68	177464.0	6.680000000000001	200481.0	7.550000000000001	195943.0	7.380000000000001	2286461	86.11
Leq-ABas_008_Ex1-4G-cssl-1-2.clmp.fp2_r1_screen	1652848	167359.0	10.11	23.0	0.0	0.0	0.0	9.0	0.0	57049.0	3.4499999999999997	109438.0	6.63	170215.0	10.3	102831.0	6.22	132935.0	8.049999999999999	102468.0	6.2	117154.0	7.09	111953.0	6.7700000000000005	1440126	87.13
Leq-ABas_008_Ex1-4G-cssl-1-2.clmp.fp2_r2_screen	1652848	166584.0	10.08	23.0	0.0	0.0	0.0	3.0	0.0	56153.0	3.4	108173.0	6.54	169487.0	10.25	101588.0	6.1499999999999995	132077.0	8.0	101368.0	6.14	115915.0	7.01	111008.0	6.72	1440952	87.18
