pos	3pG>A
1	0.00757223288079418
2	0.00790183677686552
3	0.00573681835600473
4	0.00654477401655599
5	0.00772151271718576
6	0.0104393716830933
7	0.0108026026735744
8	0.0102333066868545
9	0.0102830221249632
10	0.0103480402863059
11	0.00973113522126007
12	0.00984021014598085
13	0.00956092547189002
14	0.0094146987764009
15	0.0102348198861092
16	0.00961221364678694
17	0.0106759507118177
18	0.0101330205500707
19	0.0103447014433981
20	0.00991616194146919
21	0.0106201497653049
22	0.0101635396277259
23	0.012576829640643
24	0.0105534605865049
25	0.00994911699952412
