pos	5pC>T
1	0.020450921496644
2	0.0323857406466451
3	0.0198603673829052
4	0.0203954612917126
5	0.0220605191011812
6	0.0319653257483408
7	0.0333392445469055
8	0.029381578633315
9	0.0290180135978131
10	0.0307326732673267
11	0.0251298642121571
12	0.0239944799341153
13	0.0275233780005784
14	0.0257469497550197
15	0.0273972602739726
16	0.0276009006609689
17	0.0247885962792945
18	0.0275579220031659
19	0.0270316177719541
20	0.0284033613445378
21	0.0302515783432179
22	0.0293236562020507
23	0.0286150416747432
24	0.0277960646624241
25	0.0284043646327739
