"","Position","C.T","G.A"
"1",1,0.441346193339782,0.242826498320139
"2",2,0.446597918466994,0.257711091596268
"3",3,0.443549274171229,0.284552665877425
"4",4,0.439312265548978,0.310153396395967
"5",5,0.436940467758085,0.330359671532243
"6",6,0.434432889752049,0.348716656137494
"7",7,0.431944434987317,0.365286386321371
"8",8,0.430515390868383,0.379095572526475
"9",9,0.434035802689227,0.386060358878909
"10",10,0.439615649969523,0.389859773619211
"11",11,0.447006299263461,0.390794448064743
"12",12,0.455542498802676,0.389566530899605
"13",-12,0.396400280161776,0.449161841255493
"14",-11,0.394979890082964,0.442779704999504
"15",-10,0.393064838995367,0.436224405250719
"16",-9,0.389967015551299,0.430045811304101
"17",-8,0.38495720898126,0.424841596653159
"18",-7,0.37577282236264,0.422475199176906
"19",-6,0.363829024036951,0.421530864370974
"20",-5,0.348500073873437,0.422231519846276
"21",-4,0.329804897920056,0.424171854972617
"22",-3,0.306843953794352,0.427531768132796
"23",-2,0.28830645712895,0.42629840555037
"24",-1,0.284124473402364,0.414510133630393
