"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.050392684191945,0.0230627831344327,0.00209884001698963,0.0523699786346248,0.492968630426007,-10319.0007291073
"Std.",0.000196217032394277,0.0016378041001043,0.00153372511254428,0.0138414041690623,0.00247643722594853,1.66180485622239
"Acceptance ratio",0.23218,0.25898,0.18728,0.22132,0.23068,0.71876
"0%",0.0497332411001652,0.017830352563501,5.33865419262067e-07,0.0239043949058995,0.483090788039726,-10329.964583511
"2.5%",0.0500102360288946,0.0196292527217694,7.22550968788767e-05,0.0330689638375445,0.488138855669677,-10323.0633948019
"5%",0.050071239314568,0.0200738773927131,0.000150856827460868,0.0350486179572674,0.48887531243843,-10322.196831171
"7.5%",0.0501088922397761,0.0204683279673077,0.000210027156384128,0.0364142327233074,0.489423586733367,-10321.6826878555
"10%",0.0501424085282894,0.0207551101737363,0.000278282871963531,0.037558967823157,0.489831198571717,-10321.2671209975
"12.5%",0.0501684362046477,0.0210117541274114,0.000363663856582482,0.038614907742515,0.490129737649681,-10320.9287556647
"15%",0.0501868919217515,0.0212355928547807,0.000449676805605206,0.0394715340360995,0.490394184817755,-10320.6463373346
"17.5%",0.0502093244106388,0.0214406576852614,0.000535741793218521,0.040314439908722,0.490638549718774,-10320.40371723
"20%",0.0502262925054689,0.0216070857851196,0.000618844555331936,0.0410177750520585,0.4908446480322,-10320.2091798764
"22.5%",0.0502439506630775,0.0217858725461875,0.00071792257135057,0.041779093639598,0.491062016103422,-10320.0196265409
"25%",0.0502604439428826,0.0219471524807953,0.000809280221801653,0.0424182715769336,0.49128280614504,-10319.8524190252
"27.5%",0.0502738782568218,0.0220898240535942,0.000909299839377125,0.0431549165569986,0.491491886596403,-10319.7010914299
"30%",0.0502886847830324,0.0222393851396242,0.00101164811232721,0.0439175880624144,0.491700380856165,-10319.5608116609
"32.5%",0.0503028937880569,0.022372958705891,0.00110476844824022,0.0446260544794483,0.491862837767561,-10319.4341768283
"35%",0.0503168823880774,0.0224982623571447,0.00118892348186182,0.0453431312055895,0.492038553912917,-10319.3067461407
"37.5%",0.0503303632395665,0.0226123646430591,0.00128317536647333,0.0461792038431734,0.492205578706358,-10319.1832570879
"40%",0.0503418782720526,0.0227328393343745,0.0013833972718738,0.0468506580947665,0.492371704829556,-10319.0708404131
"42.5%",0.0503542598705895,0.0228503387944374,0.00148710450538389,0.0476168186730911,0.492533766401708,-10318.9599634335
"45%",0.0503674354369378,0.0229701463240267,0.00161024017081386,0.0482993394975196,0.492678622225499,-10318.8614513967
"47.5%",0.0503798565109742,0.0230924338068827,0.00173746296738876,0.0490077445700762,0.492828787660995,-10318.7668657447
"50%",0.0503920768010647,0.0231947228303099,0.00185606279182377,0.0497784018213702,0.492984173431211,-10318.6719914518
"52.5%",0.0504052887290356,0.0233118856692757,0.0019656254476907,0.0503969150291416,0.493125304017817,-10318.5764814731
"55%",0.0504187693596747,0.0234494324772849,0.00208353853468172,0.0512156458111499,0.493273964310741,-10318.4849662309
"57.5%",0.0504309076150617,0.0235843485599805,0.00220117771959979,0.0520792622265635,0.493418601760481,-10318.3988735065
"60%",0.0504436708223572,0.023690107216071,0.00231809177446337,0.052951481519179,0.493591139158164,-10318.3041076704
"62.5%",0.0504559463317594,0.0238196655102373,0.00243392712272303,0.0536518124740388,0.493754027801925,-10318.2120885429
"65%",0.050468303240908,0.0239557885508304,0.00256986631443138,0.0545258147912774,0.493918859556413,-10318.1272206205
"67.5%",0.0504811606577377,0.0240587781385172,0.00272411669636359,0.0555196873620857,0.494096386486976,-10318.0402250294
"70%",0.0504934313806276,0.0241734272275733,0.00288624830247926,0.0567534279493352,0.494263528916931,-10317.9513763793
"72.5%",0.0505106421637751,0.0242856455759833,0.00299920146469968,0.0578900853589514,0.494431720638428,-10317.8638718254
"75%",0.0505267141256392,0.0243831896871025,0.00313349957129354,0.0592014739823701,0.494656388271983,-10317.7774840429
"77.5%",0.0505409332873171,0.0244823153132469,0.00327266952564151,0.060385410116367,0.494850744327667,-10317.6944798725
"80%",0.0505594568332051,0.024591731231797,0.00343630303220205,0.0622199345078219,0.495031750059295,-10317.607371691
"82.5%",0.0505762540385159,0.0247083867210392,0.00361436093911065,0.0639267165445624,0.495260780028997,-10317.510340936
"85%",0.0505961118469386,0.0248218355909917,0.00383329795466999,0.0658479607088373,0.495537810358146,-10317.4206398981
"87.5%",0.0506173408917305,0.0249388036378308,0.00404300835446044,0.0681617675647836,0.49579075954642,-10317.3142491098
"90%",0.050643320822983,0.0250594199841569,0.00426280499646451,0.071041489872949,0.496116936814322,-10317.2087549714
"92.5%",0.0506744905437728,0.0251965836872258,0.0045616094319196,0.0744696607948121,0.496507916477861,-10317.0945639249
"95%",0.0507141358667598,0.0253808493948279,0.00492872196024391,0.0792097978670755,0.497062094302369,-10316.9548906631
"97.5%",0.0507776193032887,0.0256442367212504,0.00551547525871425,0.086803029814754,0.497862147612854,-10316.7616900903
"100%",0.0511900937710936,0.027115916125839,0.00804723389641729,0.142436033076557,0.502945278430777,-10316.2413311162
