Sde-AMar_001-SdA02001-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	34908
Sde-AMar_002-SdA02002-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	39885
Sde-AMar_003-SdA02003-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	51836
Sde-AMar_004-SdA02004-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	399558
Sde-AMar_005-SdA02005-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	701477
Sde-AMar_006-SdA02006-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	345116
Sde-AMar_007-SdA02007-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	300549
Sde-AMar_008-SdA02008-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	55142
Sde-AMar_009-SdA02009-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	21926
Sde-AMar_010-SdA02010-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	359402
Sde-AMar_011-SdA02011-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	38029
Sde-AMar_012-SdA02012-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	285944
Sde-AMar_013-SdA02013-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	45725
Sde-AMar_014-SdA02014-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	344532
Sde-AMar_015-SdA02015-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	241870
Sde-AMar_016-SdA02016-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	84807
Sde-AMar_017-SdA02017-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	37553
Sde-AMar_019-SdA02019-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	39790
Sde-AMar_020-SdA02020-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	185060
Sde-AMar_021-SdA02021-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	246985
Sde-AMar_022-SdA02022-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	39500
Sde-AMar_023-SdA02023-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	20123
Sde-AMar_024-SdA02024-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	130158
Sde-AMar_025-SdA02025-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	283648
Sde-AMar_026-SdA02026-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	10549
Sde-AMar_027-SdA02027-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	190750
Sde-AMar_030-SdA02030-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	10072
Sde-AMar_031-SdA02031-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	39352
Sde-AMar_032-SdA02032-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	20795
Sde-AMar_033-SdA02033-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	155754
Sde-AMar_034-SdA02034-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	12061
Sde-AMar_035-SdA02035-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	124879
Sde-AMar_036-SdA02036-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	205546
Sde-AMar_037-SdA02037-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	26696
Sde-AMar_038-SdA02038-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	8239
Sde-AMar_039-SdA02039-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	16290
Sde-AMar_041-SdA02041-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	13858
Sde-AMar_044-SdA02044-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	24405
Sde-AMar_045-SdA02045-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	35717
Sde-AMar_046-SdA02046-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	317514
Sde-AMar_047-SdA02047-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	14447
Sde-AMar_048-SdA02048-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	17413
Sde-AMar_049-SdA02049-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	443897
Sde-AMar_050-SdA02050-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	501150
Sde-AMar_051-SdA02051-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	97760
Sde-AMar_052-SdA02052-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	792737
Sde-AMar_053-SdA02053-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	494718
Sde-AMar_054-SdA02054-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	254915
Sde-AMar_055-merged-rgfix-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	766872
Sde-AMar_056-SdA02056-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	144675
Sde-AMar_057-SdA02057-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	25083
Sde-AMar_058-SdA02058-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	364345
Sde-AMar_059-SdA02059-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	94097
Sde-AMar_060-SdA02060-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	213126
Sde-AMar_061-merged-rgfix-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	899927
Sde-AMar_062-SdA02062-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	56460
Sde-AMar_063-SdA02063-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	102514
Sde-AMar_064-SdA02064-L2-clmp-fp2-repr.ssl.Sde-CMat_061-RG.bam	407653
