"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0503685285725383,0.0372718209984815,0.000253108722636752,0.167583184915727,0.593672750700798,-6585.67886130445
"Std.",0.000217004690913335,0.000653673512009309,0.000247276333824863,0.0134081887359395,0.00317543797693172,1.67037935156155
"Acceptance ratio",0.24798,0.28834,0.17196,0.1966,0.27758,0.74156
"0%",0.0494508510278253,0.035130936781423,4.65464676056154e-08,0.12616284576034,0.581715806341935,-6597.43068001751
"2.5%",0.0499435124781419,0.0360792134086601,6.30486665013973e-06,0.141680332794372,0.587557302372604,-6589.76186175631
"5%",0.0500058343603851,0.0362589779652034,1.24120724872507e-05,0.145623251041663,0.588459752427189,-6588.80812029539
"7.5%",0.0500529923991033,0.036360747145992,2.04399113711979e-05,0.14803817472127,0.589114689014987,-6588.2883377803
"10%",0.0500895477001133,0.0364493395820696,2.69663013291711e-05,0.150042674931765,0.589616594652288,-6587.90444290043
"12.5%",0.0501156781472847,0.0365258909898708,3.51782549016533e-05,0.151889422960963,0.589971642930448,-6587.60650060208
"15%",0.0501417162887755,0.0365964592412588,4.1449792429841e-05,0.15336532494656,0.590304188062576,-6587.35599059115
"17.5%",0.0501626435510088,0.0366519639916601,5.02260096011134e-05,0.154994293552561,0.590647999339552,-6587.11324781378
"20%",0.0501842207775402,0.0367113030839221,5.88040771840598e-05,0.15626191965614,0.590961972598433,-6586.92246157559
"22.5%",0.050201876000993,0.0367631773363248,6.72550497848262e-05,0.157321412340562,0.591228940389907,-6586.74225743028
"25%",0.0502208068030717,0.0368119074372726,7.58253154005008e-05,0.158515892196518,0.591484024134447,-6586.58642910579
"27.5%",0.0502391472771485,0.036853406991596,8.52209757345683e-05,0.159616740341719,0.591723052482254,-6586.43936448352
"30%",0.0502557718455277,0.0368989867632808,9.36136214195087e-05,0.160560385393581,0.591988521379479,-6586.29829244987
"32.5%",0.050269469662851,0.0369435445267769,0.000103569671313945,0.161499648842548,0.592204697126831,-6586.15984571638
"35%",0.0502860385720589,0.0369930539289746,0.000112978161591671,0.162395071138167,0.59244062753195,-6586.02669704748
"37.5%",0.0503004739791807,0.0370325762562955,0.000122370095013098,0.163301450953686,0.592652597594001,-6585.91339788567
"40%",0.0503127463707435,0.0370759278989394,0.000133100589116351,0.164026006200288,0.592842341436623,-6585.79220981239
"42.5%",0.0503272858073173,0.0371159366796338,0.000142766131566364,0.164940359648341,0.593061710642674,-6585.67873971399
"45%",0.0503406347590116,0.0371572110029215,0.00015346882608633,0.165692702293532,0.593262557351873,-6585.57351622974
"47.5%",0.0503552354933731,0.0372027301676995,0.000165575226287285,0.166533763100668,0.593477720309901,-6585.46824429078
"50%",0.0503681690437607,0.0372472393941912,0.000175712965557076,0.167357864470948,0.593674445125535,-6585.36670075977
"52.5%",0.050383506650383,0.0372845829439354,0.000187374872833842,0.168270458683792,0.593893468894652,-6585.27100042407
"55%",0.0503965072622023,0.0373254471553187,0.000203525421328081,0.169131408621399,0.594078125523621,-6585.18052148578
"57.5%",0.0504100770557798,0.0373672067667974,0.000220787524042981,0.169846710496734,0.594292135200647,-6585.08720627957
"60%",0.0504244642579769,0.0374119269220859,0.00023503273986108,0.170719669162876,0.594487811573868,-6584.98935946993
"62.5%",0.0504394774603035,0.0374527565418327,0.000251125647638477,0.171649540537373,0.594690305452293,-6584.89689007475
"65%",0.0504531662316239,0.0375017190828744,0.000272458661398053,0.172633885457513,0.594875794746815,-6584.80967457405
"67.5%",0.0504692322611942,0.037550291786777,0.000290867342700406,0.173651926485027,0.595096150359642,-6584.72514380641
"70%",0.0504856603458067,0.0375973884501114,0.000309922591506256,0.174588305498543,0.595320119543155,-6584.63012866765
"72.5%",0.0505009963438278,0.0376512942046421,0.000331514625524921,0.17561241271694,0.595516121600173,-6584.53559998831
"75%",0.0505176217333192,0.0377070575467465,0.000352632744832337,0.176619243793759,0.595773719593829,-6584.44391831879
"77.5%",0.0505355385597098,0.0377626709912768,0.000377025910105642,0.177843357319208,0.596059445759897,-6584.34896395221
"80%",0.0505549119430825,0.0378228541025303,0.00040418703096377,0.179063894769043,0.5963661960372,-6584.25427315115
"82.5%",0.0505752106265914,0.0378922439206351,0.000438892013189315,0.180232243046714,0.59665997582114,-6584.15635038174
"85%",0.0505963988129102,0.037967265014371,0.000477921251656241,0.181771179223542,0.597029915537076,-6584.05659345544
"87.5%",0.0506196085005,0.0380474510466789,0.000529127624517622,0.183128189352664,0.597407116679111,-6583.95334230544
"90%",0.0506469065999594,0.0381297014090182,0.0005842646172094,0.184971369004716,0.597768992029454,-6583.84184701237
"92.5%",0.0506819253296055,0.0382415357214245,0.000652908810061346,0.186963316203309,0.598262872156389,-6583.70453629296
"95%",0.0507265438593635,0.0383863206569418,0.000743123460635333,0.189500811961222,0.598914801271977,-6583.55608202163
"97.5%",0.0507830513083717,0.0386504770658616,0.000892423456407615,0.194077433001861,0.599951918073087,-6583.371123791
"100%",0.0512437459940587,0.0396183183983731,0.00231928260059158,0.222411991420169,0.607027964668085,-6582.85395250045
