Sample	Passed Filter	Low Quality	Too Many N	Too short
Tzo-AMvi_001_Ex1_L4_fastp	65521570.0	504448.0	10356.0	51156.0
Tzo-AMvi_002_Ex1_L4_fastp	28903978.0	234998.0	4322.0	22156.0
Tzo-AMvi_003_Ex1_L4_fastp	54812640.0	396594.0	8370.0	35542.0
Tzo-AMvi_004_Ex1_L4_fastp	47082062.0	355982.0	7464.0	31192.0
Tzo-AMvi_005_Ex1_L4_fastp	71672588.0	504586.0	11276.0	46618.0
Tzo-AMvi_006_Ex1_L4_fastp	35628010.0	323852.0	5450.0	33466.0
Tzo-AMvi_007_Ex1_L4_fastp	33642912.0	234822.0	5258.0	19790.0
Tzo-AMvi_008_Ex1_L4_fastp	28871612.0	231014.0	4604.0	19936.0
Tzo-AMvi_009_Ex1_L4_fastp	39119044.0	272892.0	6094.0	23546.0
Tzo-AMvi_010_Ex1_L4_fastp	32540104.0	238556.0	4942.0	21292.0
Tzo-AMvi_011_Ex1_L4_fastp	42920524.0	316634.0	6532.0	27660.0
Tzo-AMvi_012_Ex1_L4_fastp	80708088.0	600270.0	12750.0	53846.0
Tzo-AMvi_013_Ex1_L4_fastp	62169570.0	459718.0	9418.0	46788.0
Tzo-AMvi_014_Ex1_L4_fastp	13072144.0	133864.0	2206.0	12568.0
Tzo-AMvi_015_Ex1_L4_fastp	48405962.0	394166.0	7636.0	40128.0
Tzo-AMvi_016_Ex1_L4_fastp	44768534.0	380644.0	7194.0	39960.0
Tzo-AMvi_017_Ex1_L4_fastp	38695490.0	330710.0	5912.0	29502.0
Tzo-AMvi_018_Ex1_L4_fastp	38401786.0	349716.0	5908.0	36044.0
Tzo-AMvi_019_Ex1_L4_fastp	29361822.0	255984.0	4600.0	24796.0
Tzo-AMvi_020_Ex1_L4_fastp	35056628.0	273478.0	5572.0	25302.0
Tzo-AMvi_021_Ex1_L4_fastp	30120476.0	231968.0	4646.0	21240.0
Tzo-AMvi_022_Ex1_L4_fastp	32764846.0	279920.0	5348.0	25872.0
Tzo-AMvi_023_Ex1_L4_fastp	45476584.0	349100.0	7292.0	30710.0
Tzo-AMvi_024_Ex1_L4_fastp	51894984.0	409982.0	7998.0	35108.0
Tzo-AMvi_025_Ex1_L4_fastp	59656832.0	427094.0	9220.0	39336.0
Tzo-AMvi_026_Ex1_L4_fastp	44637436.0	332094.0	6918.0	40428.0
Tzo-AMvi_027_Ex1_L4_fastp	57397354.0	435304.0	8942.0	40454.0
Tzo-AMvi_028_Ex1_L4_fastp	64222778.0	487698.0	9990.0	46028.0
Tzo-AMvi_029_Ex1_L4_fastp	46817752.0	306332.0	6894.0	32272.0
Tzo-AMvi_030_Ex1_L4_fastp	59480256.0	436810.0	9284.0	40952.0
Tzo-AMvi_031_Ex1_L4_fastp	47535894.0	341910.0	7328.0	35104.0
Tzo-AMvi_032_Ex1_L4_fastp	29016252.0	239054.0	4274.0	22974.0
Tzo-AMvi_033_Ex1_L4_fastp	30922888.0	248634.0	5004.0	22468.0
Tzo-AMvi_034_Ex1_L4_fastp	52411290.0	363710.0	8018.0	30304.0
Tzo-AMvi_035_Ex1_L4_fastp	33137284.0	280402.0	5250.0	23522.0
Tzo-AMvi_036_Ex1_L4_fastp	28631782.0	235340.0	4434.0	22308.0
Tzo-AMvi_037_Ex1_L4_fastp	61976968.0	482338.0	9654.0	45116.0
Tzo-AMvi_038_Ex1_L4_fastp	44017312.0	372886.0	6972.0	35696.0
Tzo-AMvi_039_Ex1_L4_fastp	51909590.0	419486.0	8300.0	41400.0
Tzo-AMvi_040_Ex1_L4_fastp	63879920.0	461706.0	9882.0	48082.0
Tzo-AMvi_041_Ex1_L4_fastp	60726368.0	463530.0	9552.0	48164.0
