pos	5pC>T
1	0.023879766212079
2	0.0313280180397842
3	0.019921398563491
4	0.0207754206291148
5	0.0218675669454462
6	0.0321321077035711
7	0.0300356092274346
8	0.0268115942028985
9	0.0323078001261476
10	0.0335714285714286
11	0.0249530826440537
12	0.0234354015578834
13	0.0288710140764148
14	0.0268354430379747
15	0.0251112067728512
16	0.030576070901034
17	0.0250679997059472
18	0.0282757615507943
19	0.0268416783423051
20	0.0271846075358939
21	0.0278203723986857
22	0.0327905420477359
23	0.0287722380847793
24	0.0267127823975274
25	0.027765237020316
