Sample	Unique Reads	Duplicate Reads
AeA01001_CKDL210012719-1a-AK9141-7UDI214_HF5TCDSX2_L1_1	7952280.0	31105370.0
AeA01001_CKDL210012719-1a-AK9141-7UDI214_HF5TCDSX2_L1_2	10179427.0	28878223.0
AeA01002_CKDL210012719-1a-AK9141-AK4971_HF5TCDSX2_L1_1	5153987.0	20697189.0
AeA01002_CKDL210012719-1a-AK9141-AK4971_HF5TCDSX2_L1_2	6226282.0	19624894.0
AeA01003_CKDL210012719-1a-AK9141-AK1864_HF5TCDSX2_L1_1	9613642.0	27878300.0
AeA01003_CKDL210012719-1a-AK9141-AK1864_HF5TCDSX2_L1_2	10632816.0	26859126.0
AeA01004_CKDL210012719-1a-AK9141-AK7558_HF5TCDSX2_L1_1	492105.0	419058.0
AeA01004_CKDL210012719-1a-AK9141-AK7558_HF5TCDSX2_L1_2	526639.0	384524.0
AeA01005_CKDL210012719-1a-AK9141-7UDI308_HF5TCDSX2_L1_1	322443.0	259642.0
AeA01005_CKDL210012719-1a-AK9141-7UDI308_HF5TCDSX2_L1_2	340823.0	241262.0
AeA01006_CKDL210012719-1a-AK9141-AK2587_HF5TCDSX2_L1_1	8880649.0	29896298.0
AeA01006_CKDL210012719-1a-AK9141-AK2587_HF5TCDSX2_L1_2	10119830.0	28657117.0
AeA01007_CKDL210012719-1a-AK9141-GC12_HF5TCDSX2_L1_1	11899671.0	33956343.0
AeA01007_CKDL210012719-1a-AK9141-GC12_HF5TCDSX2_L1_2	13139557.0	32716457.0
AeA01008_CKDL210012719-1a-AK9141-7UDI246_HF5TCDSX2_L1_1	10027898.0	28452506.0
AeA01008_CKDL210012719-1a-AK9141-7UDI246_HF5TCDSX2_L1_2	11131690.0	27348714.0
AeA01009_CKDL210012719-1a-AK3905-7UDI214_HF5TCDSX2_L1_1	6733346.0	20850965.0
AeA01009_CKDL210012719-1a-AK3905-7UDI214_HF5TCDSX2_L1_2	7654411.0	19929900.0
AeA01010_CKDL210012719-1a-AK3905-AK4971_HF5TCDSX2_L1_1	755942.0	1665310.0
AeA01010_CKDL210012719-1a-AK3905-AK4971_HF5TCDSX2_L1_2	835595.0	1585657.0
AeA01011_CKDL210012719-1a-AK3905-AK1864_HF5TCDSX2_L1_1	1740358.0	6426868.0
AeA01011_CKDL210012719-1a-AK3905-AK1864_HF5TCDSX2_L1_2	2136257.0	6030969.0
AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_1	4402437.0	17271232.0
AeA01012_CKDL210012719-1a-AK3905-AK7558_HF5TCDSX2_L1_2	5029917.0	16643752.0
AeA01013_CKDL210012719-1a-AK3905-7UDI308_HF5TCDSX2_L1_1	7532676.0	19067069.0
AeA01013_CKDL210012719-1a-AK3905-7UDI308_HF5TCDSX2_L1_2	8135264.0	18464481.0
AeA01014_CKDL210012719-1a-AK3905-AK2587_HF5TCDSX2_L1_1	5717459.0	17404854.0
AeA01014_CKDL210012719-1a-AK3905-AK2587_HF5TCDSX2_L1_2	6348767.0	16773546.0
AeA01015_CKDL210012719-1a-AK3905-GC12_HF5TCDSX2_L1_1	8632432.0	23902897.0
AeA01015_CKDL210012719-1a-AK3905-GC12_HF5TCDSX2_L1_2	9308938.0	23226391.0
AeA01016_CKDL210012719-1a-AK3905-7UDI246_HF5TCDSX2_L1_1	736485.0	1739188.0
AeA01016_CKDL210012719-1a-AK3905-7UDI246_HF5TCDSX2_L1_2	819620.0	1656053.0
AeA01017_CKDL210012719-1a-AK7761-7UDI214_HF5TCDSX2_L1_1	5687132.0	18301249.0
AeA01017_CKDL210012719-1a-AK7761-7UDI214_HF5TCDSX2_L1_2	6524854.0	17463527.0
AeA01018_CKDL210012719-1a-AK7761-AK4971_HF5TCDSX2_L1_1	6284644.0	24967297.0
AeA01018_CKDL210012719-1a-AK7761-AK4971_HF5TCDSX2_L1_2	7372298.0	23879643.0
AeA01019_CKDL210012719-1a-AK7761-AK1864_HF5TCDSX2_L1_1	4536182.0	13863770.0
AeA01019_CKDL210012719-1a-AK7761-AK1864_HF5TCDSX2_L1_2	5155309.0	13244643.0
AeA01020_CKDL210012719-1a-AK7761-AK7558_HF5TCDSX2_L1_1	1200218.0	3369761.0
AeA01020_CKDL210012719-1a-AK7761-AK7558_HF5TCDSX2_L1_2	1395379.0	3174600.0
AeA01021_CKDL210012719-1a-AK7761-7UDI308_HF5TCDSX2_L1_1	172722.0	164574.0
AeA01021_CKDL210012719-1a-AK7761-7UDI308_HF5TCDSX2_L1_2	183897.0	153399.0
AeA01022_CKDL210012719-1a-AK7761-AK2587_HF5TCDSX2_L1_1	3192748.0	9009761.0
AeA01022_CKDL210012719-1a-AK7761-AK2587_HF5TCDSX2_L1_2	3568813.0	8633696.0
AeA01023_CKDL210012719-1a-AK7761-GC12_HF5TCDSX2_L1_1	1119551.0	4833565.0
AeA01023_CKDL210012719-1a-AK7761-GC12_HF5TCDSX2_L1_2	1402884.0	4550232.0
AeA01024_CKDL210012719-1a-AK7761-7UDI246_HF5TCDSX2_L1_1	1577553.0	4572073.0
AeA01024_CKDL210012719-1a-AK7761-7UDI246_HF5TCDSX2_L1_2	1789429.0	4360197.0
AeA01025_CKDL210012719-1a-5UDI298-7UDI214_HF5TCDSX2_L1_1	3178328.0	8046300.0
AeA01025_CKDL210012719-1a-5UDI298-7UDI214_HF5TCDSX2_L1_2	3708052.0	7516576.0
AeA01026_CKDL210012719-1a-5UDI298-AK4971_HF5TCDSX2_L1_1	5979618.0	15671704.0
AeA01026_CKDL210012719-1a-5UDI298-AK4971_HF5TCDSX2_L1_2	6542321.0	15109001.0
AeA01027_CKDL210012719-1a-5UDI298-AK1864_HF5TCDSX2_L1_1	8535060.0	24999452.0
AeA01027_CKDL210012719-1a-5UDI298-AK1864_HF5TCDSX2_L1_2	9508345.0	24026167.0
AeA01028_CKDL210012719-1a-5UDI298-AK7558_HF5TCDSX2_L1_1	11177956.0	32625123.0
AeA01028_CKDL210012719-1a-5UDI298-AK7558_HF5TCDSX2_L1_2	12183473.0	31619606.0
AeA01029_CKDL210012719-1a-5UDI298-7UDI308_HF5TCDSX2_L1_1	288292.0	487160.0
AeA01029_CKDL210012719-1a-5UDI298-7UDI308_HF5TCDSX2_L1_2	319894.0	455558.0
AeA01030_CKDL210012719-1a-5UDI298-AK2587_HF5TCDSX2_L1_1	6421012.0	16678020.0
AeA01030_CKDL210012719-1a-5UDI298-AK2587_HF5TCDSX2_L1_2	6932195.0	16166837.0
AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_1	606599.0	1065890.0
AeA01031_CKDL210012719-1a-5UDI298-GC12_HF5TCDSX2_L1_2	669052.0	1003437.0
AeA01032_CKDL210012719-1a-5UDI298-7UDI246_HF5TCDSX2_L1_1	1235539.0	3331468.0
AeA01032_CKDL210012719-1a-5UDI298-7UDI246_HF5TCDSX2_L1_2	1409059.0	3157948.0
AeA01033_CKDL210012719-1a-AK9142-7UDI214_HF5TCDSX2_L1_1	5234190.0	14252966.0
AeA01033_CKDL210012719-1a-AK9142-7UDI214_HF5TCDSX2_L1_2	5820044.0	13667112.0
AeA01034_CKDL210012719-1a-AK9142-AK4971_HF5TCDSX2_L1_1	2538876.0	6301516.0
AeA01034_CKDL210012719-1a-AK9142-AK4971_HF5TCDSX2_L1_2	2757785.0	6082607.0
AeA01035_CKDL210012719-1a-AK9142-AK1864_HF5TCDSX2_L1_1	9184558.0	25995970.0
AeA01035_CKDL210012719-1a-AK9142-AK1864_HF5TCDSX2_L1_2	10080900.0	25099628.0
AeA01036_CKDL210012719-1a-AK9142-AK7558_HF5TCDSX2_L1_1	316735.0	424502.0
AeA01036_CKDL210012719-1a-AK9142-AK7558_HF5TCDSX2_L1_2	351213.0	390024.0
AeA01037_CKDL210012719-1a-AK9142-7UDI308_HF5TCDSX2_L1_1	325677.0	651503.0
AeA01037_CKDL210012719-1a-AK9142-7UDI308_HF5TCDSX2_L1_2	362745.0	614435.0
AeA01038_CKDL210012719-1a-AK9142-AK2587_HF5TCDSX2_L1_1	563993.0	961607.0
AeA01038_CKDL210012719-1a-AK9142-AK2587_HF5TCDSX2_L1_2	620773.0	904827.0
AeA01039_CKDL210012719-1a-AK9142-GC12_HF5TCDSX2_L1_1	8792344.0	23223677.0
AeA01039_CKDL210012719-1a-AK9142-GC12_HF5TCDSX2_L1_2	9621288.0	22394733.0
AeA01040_CKDL210012719-1a-AK9142-7UDI246_HF5TCDSX2_L1_1	632727.0	2283915.0
AeA01040_CKDL210012719-1a-AK9142-7UDI246_HF5TCDSX2_L1_2	801028.0	2115614.0
AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_1	7195320.0	18113560.0
AeA01041_CKDL210012719-1a-AK8410-7UDI214_HF5TCDSX2_L1_2	8083897.0	17224983.0
AeA01042_CKDL210012719-1a-AK8410-AK4971_HF5TCDSX2_L1_1	3503602.0	9092331.0
AeA01042_CKDL210012719-1a-AK8410-AK4971_HF5TCDSX2_L1_2	3894855.0	8701078.0
AeA01043_CKDL210012719-1a-AK8410-AK1864_HF5TCDSX2_L1_1	706465.0	1196328.0
AeA01043_CKDL210012719-1a-AK8410-AK1864_HF5TCDSX2_L1_2	828560.0	1074233.0
AeA01044_CKDL210012719-1a-AK8410-AK7558_HF5TCDSX2_L1_1	2768010.0	6896000.0
AeA01044_CKDL210012719-1a-AK8410-AK7558_HF5TCDSX2_L1_2	3039969.0	6624041.0
AeA01045_CKDL210012719-1a-AK8410-7UDI308_HF5TCDSX2_L1_1	6144042.0	18551913.0
AeA01045_CKDL210012719-1a-AK8410-7UDI308_HF5TCDSX2_L1_2	6926445.0	17769510.0
AeA01046_CKDL210012719-1a-AK8410-AK2587_HF5TCDSX2_L1_1	2890239.0	9873099.0
AeA01046_CKDL210012719-1a-AK8410-AK2587_HF5TCDSX2_L1_2	3433517.0	9329821.0
AeA01047_CKDL210012719-1a-AK8410-GC12_HF5TCDSX2_L1_1	12496210.0	32463556.0
AeA01047_CKDL210012719-1a-AK8410-GC12_HF5TCDSX2_L1_2	13533130.0	31426636.0
AeA01048_CKDL210012719-1a-AK8410-7UDI246_HF5TCDSX2_L1_1	5397542.0	17601315.0
AeA01048_CKDL210012719-1a-AK8410-7UDI246_HF5TCDSX2_L1_2	6082450.0	16916407.0
AeA01049_CKDL210012719-1a-AK8587-7UDI214_HF5TCDSX2_L1_1	13002770.0	40194487.0
AeA01049_CKDL210012719-1a-AK8587-7UDI214_HF5TCDSX2_L1_2	14823006.0	38374251.0
AeA01050_CKDL210012719-1a-AK8587-AK4971_HF5TCDSX2_L1_1	11462669.0	37833883.0
AeA01050_CKDL210012719-1a-AK8587-AK4971_HF5TCDSX2_L1_2	12577156.0	36719396.0
AeA01051_CKDL210012719-1a-AK8587-AK1864_HF5TCDSX2_L1_1	11304236.0	31366043.0
AeA01051_CKDL210012719-1a-AK8587-AK1864_HF5TCDSX2_L1_2	12566292.0	30103987.0
AeA01052_CKDL210012719-1a-AK8587-AK7558_HF5TCDSX2_L1_1	1469622.0	3821107.0
AeA01052_CKDL210012719-1a-AK8587-AK7558_HF5TCDSX2_L1_2	1711199.0	3579530.0
AeA01053_CKDL210012719-1a-AK8587-7UDI308_HF5TCDSX2_L1_1	381140.0	381619.0
AeA01053_CKDL210012719-1a-AK8587-7UDI308_HF5TCDSX2_L1_2	405132.0	357627.0
AeA01054_CKDL210012719-1a-AK8587-AK2587_HF5TCDSX2_L1_1	12557314.0	36930974.0
AeA01054_CKDL210012719-1a-AK8587-AK2587_HF5TCDSX2_L1_2	13843999.0	35644289.0
AeA01055_CKDL210012719-1a-AK8587-GC12_HF5TCDSX2_L1_1	4137278.0	13746955.0
AeA01055_CKDL210012719-1a-AK8587-GC12_HF5TCDSX2_L1_2	4786029.0	13098204.0
AeA01056_CKDL210012719-1a-AK8587-7UDI246_HF5TCDSX2_L1_1	10272505.0	28789155.0
AeA01056_CKDL210012719-1a-AK8587-7UDI246_HF5TCDSX2_L1_2	11285281.0	27776379.0
AeA01057_CKDL210012719-1a-AK7759-7UDI214_HF5TCDSX2_L1_1	666616.0	2119782.0
AeA01057_CKDL210012719-1a-AK7759-7UDI214_HF5TCDSX2_L1_2	950074.0	1836324.0
AeA01058_CKDL210012719-1a-AK7759-AK4971_HF5TCDSX2_L1_1	2140630.0	7181675.0
AeA01058_CKDL210012719-1a-AK7759-AK4971_HF5TCDSX2_L1_2	2584054.0	6738251.0
AeA01059_CKDL210012719-1a-AK7759-AK1864_HF5TCDSX2_L1_1	1106843.0	4521552.0
AeA01059_CKDL210012719-1a-AK7759-AK1864_HF5TCDSX2_L1_2	1382635.0	4245760.0
AeA01060_CKDL210012719-1a-AK7759-AK7558_HF5TCDSX2_L1_1	6683175.0	21827491.0
AeA01060_CKDL210012719-1a-AK7759-AK7558_HF5TCDSX2_L1_2	7507728.0	21002938.0
AeC01001_CKDL210012719-1a-5UDI301-AK533_HF5TCDSX2_L1_1	5704950.0	6633135.0
AeC01001_CKDL210012719-1a-5UDI301-AK533_HF5TCDSX2_L1_2	6195333.0	6142752.0
AeC01002_CKDL210012719-1a-AK7758-AK533_HF5TCDSX2_L1_1	6884567.0	8118033.0
AeC01002_CKDL210012719-1a-AK7758-AK533_HF5TCDSX2_L1_2	7451639.0	7550961.0
AeC01003_CKDL210012719-1a-AK7078-AK533_HF5TCDSX2_L1_1	5722730.0	6275028.0
AeC01003_CKDL210012719-1a-AK7078-AK533_HF5TCDSX2_L1_2	6154296.0	5843462.0
AeC01004_CKDL210012719-1a-AK9143-AK533_HF5TCDSX2_L1_1	4785969.0	5014064.0
AeC01004_CKDL210012719-1a-AK9143-AK533_HF5TCDSX2_L1_2	5159210.0	4640823.0
AeC01005_CKDL210012719-1a-5UDI225-AK533_HF5TCDSX2_L1_1	5028695.0	5761471.0
AeC01005_CKDL210012719-1a-5UDI225-AK533_HF5TCDSX2_L1_2	5348871.0	5441295.0
AeC01006_CKDL210012719-1a-AK9144-AK533_HF5TCDSX2_L1_1	5141856.0	6602884.0
AeC01006_CKDL210012719-1a-AK9144-AK533_HF5TCDSX2_L1_2	5579830.0	6164910.0
AeC01007_CKDL210012719-1a-AK3911-AK533_HF5TCDSX2_L1_1	5644470.0	6023824.0
AeC01007_CKDL210012719-1a-AK3911-AK533_HF5TCDSX2_L1_2	6130277.0	5538017.0
AeC01008_CKDL210012719-1a-5UDI245-AK533_HF5TCDSX2_L1_1	4974884.0	5575475.0
AeC01008_CKDL210012719-1a-5UDI245-AK533_HF5TCDSX2_L1_2	5338884.0	5211475.0
AeC01009_CKDL210012719-1a-AK8593-AK533_HF5TCDSX2_L1_1	5457449.0	6367511.0
AeC01009_CKDL210012719-1a-AK8593-AK533_HF5TCDSX2_L1_2	5925654.0	5899306.0
AeC01010_CKDL210012719-1a-AK8593-GD06_HF5TCDSX2_L1_1	4572299.0	5155580.0
AeC01010_CKDL210012719-1a-AK8593-GD06_HF5TCDSX2_L1_2	4929725.0	4798154.0
