"","Position","C.T","G.A"
"1",1,0.508681564372385,0.409507349579544
"2",2,0.530734316164095,0.445737408569634
"3",3,0.539472278629846,0.482932158294072
"4",4,0.545780700078007,0.511047439349658
"5",5,0.556945845193353,0.525663035028981
"6",6,0.570393709491006,0.532023039894576
"7",7,0.582201142795554,0.535715421017124
"8",8,0.589120829568465,0.541680039483485
"9",9,0.593025955034702,0.548533933549671
"10",10,0.594479548019961,0.556108235356707
"11",11,0.594248908033747,0.563825493302539
"12",12,0.59345815338015,0.57068779236489
"13",-12,0.580366465249082,0.583945317300934
"14",-11,0.572900206924358,0.585374029326786
"15",-10,0.564504466308381,0.586258340988152
"16",-9,0.556567818293413,0.585131694653141
"17",-8,0.549352777799944,0.581522234830831
"18",-7,0.542368529168984,0.575434839652665
"19",-6,0.537581659755729,0.564575484305696
"20",-5,0.530943552213539,0.551413298071528
"21",-4,0.5170970540573,0.539524847692367
"22",-3,0.490685629752802,0.531650811213692
"23",-2,0.456374984289544,0.520642465848217
"24",-1,0.424096560146965,0.495620819175183
