pos	5pC>T
1	0.0193994860927695
2	0.0312380447897354
3	0.0186451192654859
4	0.0201552105685569
5	0.0201162144265941
6	0.0294884388695784
7	0.0326922000503764
8	0.0275137833186333
9	0.02817373205197
10	0.0308232037678765
11	0.024954573369548
12	0.025474508442422
13	0.0268020659033716
14	0.0280095351609058
15	0.0270543615676359
16	0.0282063869024717
17	0.0270804731316411
18	0.0268458389449682
19	0.0269738322591046
20	0.0283647350872172
21	0.0289627673690356
22	0.0287414914485483
23	0.0293533279719949
24	0.0291130830120844
25	0.0283698720806149
