"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0519090623023465,0.0327580593610307,1.72393918055031e-05,0.168743453321647,0.568027478020862,-35010.3542057104
"Std.",0.000100004923254848,0.000221118299704592,1.73149453883409e-05,0.00480565565407513,0.00136229106958526,1.69787825662685
"Acceptance ratio",0.23286,0.12794,0.18682,0.17744,0.2424,0.66104
"0%",0.0515199522659522,0.0320611251526966,6.8465598888049e-09,0.152337167767966,0.562876893584438,-35021.2560915536
"2.5%",0.051715312155274,0.0323454015216012,3.76816583933594e-07,0.159276669228621,0.565391681841088,-35014.4972725187
"5%",0.0517441220679787,0.032394605423334,8.24292577731452e-07,0.160790948813546,0.565792830651329,-35013.5849640112
"7.5%",0.0517646863898702,0.0324360419011336,1.23931200950571e-06,0.161746765759655,0.566057300444195,-35013.0443482615
"10%",0.0517805532742225,0.0324665118574515,1.73921782713489e-06,0.162519613859421,0.566286758589059,-35012.6374105365
"12.5%",0.0517943961253038,0.0324951550166152,2.18552907611341e-06,0.163205200443027,0.566458299850431,-35012.3314139424
"15%",0.0518045537999325,0.0325180406251004,2.60050485354384e-06,0.16377201276384,0.566620747839438,-35012.0630004391
"17.5%",0.0518147285536001,0.0325479252279944,3.16433507307991e-06,0.164263709990903,0.566749165160276,-35011.8241837627
"20%",0.0518233454231406,0.0325660082432311,3.76104722480939e-06,0.164706094699248,0.566870781384708,-35011.6270212044
"22.5%",0.0518308455668128,0.0325858073540567,4.22604572578696e-06,0.165096707026705,0.566988968200165,-35011.4424869535
"25%",0.0518391199928704,0.0326037327584954,4.79110463367774e-06,0.165471291070805,0.567101251606524,-35011.2770540234
"27.5%",0.0518469734846392,0.0326221980884022,5.48463904973816e-06,0.165779809259071,0.567211520976572,-35011.1288680547
"30%",0.0518548594013652,0.0326355280858261,6.07723179041674e-06,0.166130589668221,0.567323934524016,-35010.9864063102
"32.5%",0.0518620705510688,0.0326523753158725,6.65634880562276e-06,0.166492846803581,0.567419908833943,-35010.8474460361
"35%",0.0518694555425346,0.0326686283471527,7.4248146643947e-06,0.166845463225068,0.567514266744974,-35010.7108190503
"37.5%",0.0518762114668697,0.0326838277177722,8.09845492777401e-06,0.167138242807723,0.567593112498241,-35010.5922571478
"40%",0.0518829507391878,0.0326989447945,8.88281321126444e-06,0.1674852507903,0.567680823877951,-35010.4863380288
"42.5%",0.0518899311661191,0.0327105502566239,9.60385991376145e-06,0.167758218515141,0.567764704323212,-35010.3727021307
"45%",0.0518965869202253,0.0327257868595879,1.03235834264994e-05,0.168083958192866,0.567844782267183,-35010.2614878723
"47.5%",0.051903575728131,0.0327401171026311,1.11310184743335e-05,0.168368983890505,0.567930299300183,-35010.1594013467
"50%",0.0519106847171717,0.032754581356002,1.1953728438996e-05,0.168690774743521,0.56801398419251,-35010.0545450313
"52.5%",0.0519170496805083,0.0327672860612815,1.2997600577701e-05,0.169016386059163,0.568103994685317,-35009.9510484058
"55%",0.0519234048613164,0.0327793051738774,1.39012319912596e-05,0.169313157897756,0.568193385420137,-35009.8516891439
"57.5%",0.051929608268717,0.0327973445445391,1.50363705466478e-05,0.16958619673616,0.568276103223737,-35009.7581020462
"60%",0.0519360942430755,0.0328135729546814,1.60441319283715e-05,0.169868982779445,0.568380273326245,-35009.6609538428
"62.5%",0.0519427322544346,0.032829065913302,1.70825723102385e-05,0.170188760071173,0.56845909042473,-35009.5668878676
"65%",0.0519489042723921,0.0328445254650463,1.84212475799651e-05,0.170594077255737,0.568542083808044,-35009.4715324855
"67.5%",0.0519558996430861,0.0328599111897376,1.96086573805551e-05,0.170943896124543,0.568636126836738,-35009.3876081446
"70%",0.0519627226280032,0.0328760283862191,2.08779274111438e-05,0.17129763357672,0.568741296280469,-35009.2943491907
"72.5%",0.0519693549099856,0.0328934598774647,2.23253508853807e-05,0.1716721134923,0.568846294192454,-35009.2014455037
"75%",0.0519772801519322,0.0329119698659478,2.39496299018543e-05,0.172105315497239,0.568945793994946,-35009.1021132079
"77.5%",0.0519860601739784,0.032930201041877,2.57288471056362e-05,0.172497390844546,0.56905892696689,-35009.009554796
"80%",0.0519943031767558,0.0329507636463517,2.75307217600327e-05,0.1729237467018,0.569168972760405,-35008.9116848856
"82.5%",0.0520035522620944,0.0329690689796456,2.98889811660533e-05,0.173373013440013,0.569311388898017,-35008.8053659193
"85%",0.0520129179334798,0.0329888588093331,3.25017065188468e-05,0.173916322328845,0.569449362057575,-35008.6995183405
"87.5%",0.0520230431326082,0.0330156988571493,3.54431744928885e-05,0.174515806231563,0.569591297199772,-35008.5880514297
"90%",0.0520371402776331,0.0330404741539778,3.96682128399874e-05,0.175153349250522,0.569769333670782,-35008.4648222919
"92.5%",0.0520508418679704,0.033085442417131,4.45270000445155e-05,0.175775670460918,0.570015863333972,-35008.3208518464
"95%",0.0520707689916559,0.0331336697504331,5.14299747725705e-05,0.176700702133108,0.570282291591151,-35008.1613977405
"97.5%",0.0521057972594658,0.0331916396843075,6.40710047489152e-05,0.177911160529393,0.570710172400384,-35007.9399392942
"100%",0.0523050102342774,0.0336443715358725,0.000185153584625608,0.186885173490677,0.572917782563817,-35007.4061561192
