pos	3pG>A
1	0.018335680404163
2	0.0299450629730283
3	0.0179005757966842
4	0.0196726250251054
5	0.0198460258597595
6	0.0296569275885069
7	0.0324048447122799
8	0.0271980322723166
9	0.0283160431593922
10	0.0306368011847464
11	0.0248691850275014
12	0.0252467593874332
13	0.026442005958948
14	0.0276879106047675
15	0.0268269480808034
16	0.027873616603413
17	0.0269146506004782
18	0.0268756138463697
19	0.0272549724861927
20	0.0285268204154754
21	0.0283817410799053
22	0.0284810978976714
23	0.0289141916640247
24	0.0287489267134704
25	0.0285219668413575
