file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_001_Ex1_L3_1.fq.gz	9546582	9302148	5934883	5912431	4441080	4323694	97.4396	63.8012	99.6217	75.1143	97.3568	45.2905
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_001_Ex1_L3_2.fq.gz	9546582	9302148	5934883	5912431	4438487	4323694	97.4396	63.8012	99.6217	75.0704	97.4137	45.2905
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_002_Ex1_L3_1.fq.gz	8492529	8269627	4334093	4314555	1995711	1929928	97.3753	52.4098	99.5492	46.2553	96.7038	22.725
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_002_Ex1_L3_2.fq.gz	8492529	8269627	4334093	4314555	1996062	1929928	97.3753	52.4098	99.5492	46.2635	96.6868	22.725
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_003_Ex1_L3_1.fq.gz	14780759	14176323	8493393	8461181	7284951	7139334	95.9107	59.9125	99.6207	86.0985	98.0011	48.3015
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_003_Ex1_L3_2.fq.gz	14780759	14176323	8493393	8461181	7282092	7139334	95.9107	59.9125	99.6207	86.0647	98.0396	48.3015
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_004_Ex1_L3_1.fq.gz	12897062	12655228	8122165	8095497	5928739	5779246	98.1249	64.1803	99.6717	73.235	97.4785	44.8106
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_004_Ex1_L3_2.fq.gz	12897062	12655228	8122165	8095497	5925872	5779246	98.1249	64.1803	99.6717	73.1996	97.5257	44.8106
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_005_Ex1_L3_1.fq.gz	10113809	9822813	6156846	6138139	4787042	4657454	97.1228	62.6791	99.6962	77.9885	97.2929	46.0504
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_005_Ex1_L3_2.fq.gz	10113809	9822813	6156846	6138139	4783519	4657454	97.1228	62.6791	99.6962	77.9311	97.3646	46.0504
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_006_Ex1_L3_1.fq.gz	21911494	21202393	12261737	12162799	8867879	8584044	96.7638	57.8319	99.1931	72.9099	96.7993	39.176
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_006_Ex1_L3_2.fq.gz	21911494	21202393	12261737	12162799	8861857	8584044	96.7638	57.8319	99.1931	72.8603	96.8651	39.176
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_007_Ex1_L3_1.fq.gz	353614	343764	275524	272291	217937	210532	97.2145	80.1492	98.8266	80.0383	96.6022	59.5372
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_007_Ex1_L3_2.fq.gz	353614	343764	275524	272291	217031	210532	97.2145	80.1492	98.8266	79.7055	97.0055	59.5372
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_008_Ex1_L3_1.fq.gz	9572753	9290332	5884680	5862256	4020632	3911226	97.0497	63.342	99.6189	68.5851	97.2789	40.8579
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_008_Ex1_L3_2.fq.gz	9572753	9290332	5884680	5862256	4016789	3911226	97.0497	63.342	99.6189	68.5195	97.372	40.8579
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_009_Ex1_L3_1.fq.gz	31956448	31115390	19864632	19749610	17427924	16979359	97.3681	63.8418	99.421	88.2444	97.4262	53.1328
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_009_Ex1_L3_2.fq.gz	31956448	31115390	19864632	19749610	17415895	16979359	97.3681	63.8418	99.421	88.1835	97.4935	53.1328
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_010_Ex1_L3_1.fq.gz	9495655	9214063	6143482	6121893	5027575	4916479	97.0345	66.6751	99.6486	82.1245	97.7903	51.7761
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_010_Ex1_L3_2.fq.gz	9495655	9214063	6143482	6121893	5025246	4916479	97.0345	66.6751	99.6486	82.0865	97.8356	51.7761
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_011_Ex1_L3_1.fq.gz	19142070	18617296	12496398	12434075	10008719	9728108	97.2585	67.1225	99.5013	80.4943	97.1963	50.8206
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_011_Ex1_L3_2.fq.gz	19142070	18617296	12496398	12434075	9999426	9728108	97.2585	67.1225	99.5013	80.4195	97.2867	50.8206
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_012_Ex1_L3_1.fq.gz	45370554	44451436	27647080	27425377	21222959	20717599	97.9742	62.1961	99.1981	77.3844	97.6188	45.6631
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_012_Ex1_L3_2.fq.gz	45370554	44451436	27647080	27425377	21211382	20717599	97.9742	62.1961	99.1981	77.3422	97.6721	45.6631
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_013_Ex1-1_L3_1.fq.gz	1937707	1861657	1195104	1189176	815188	780597	96.0753	64.1957	99.504	68.5507	95.7567	40.2846
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_013_Ex1-1_L3_2.fq.gz	1937707	1861657	1195104	1189176	814939	780597	96.0753	64.1957	99.504	68.5297	95.7859	40.2846
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_013_Ex1-2_L3_1.fq.gz	28021638	27099354	16708453	16615171	14410097	13916546	96.7087	61.6563	99.4417	86.7286	96.575	49.6636
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_013_Ex1-2_L3_2.fq.gz	28021638	27099354	16708453	16615171	14395038	13916546	96.7087	61.6563	99.4417	86.6379	96.676	49.6636
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_014_Ex1_L3_1.fq.gz	19861155	19332031	11631099	11552348	8978828	8732106	97.3359	60.1649	99.3229	77.723	97.2522	43.9658
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_014_Ex1_L3_2.fq.gz	19861155	19332031	11631099	11552348	8974039	8732106	97.3359	60.1649	99.3229	77.6815	97.3041	43.9658
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_015_Ex1_L3_1.fq.gz	12777441	12346672	7562084	7506951	5600022	5445798	96.6287	61.248	99.2709	74.5978	97.246	42.6204
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_015_Ex1_L3_2.fq.gz	12777441	12346672	7562084	7506951	5596391	5445798	96.6287	61.248	99.2709	74.5495	97.3091	42.6204
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/raw_fq_capture/Leq-ABas_016_Ex1_L3_1.fq.gz	18457435	18105047	10780416	10742335	7325862	7074681	98.0908	59.5437	99.6468	68.1962	96.5713	38.3297
