Sequence_Name	Extraction_ID
SfA01001	Sfa-ABas_001-Ex1-cssl
SfA01013	Sfa-ABas_013-Ex1-cssl
SfA01025	Sfa-ABas_025-Ex1-cssl
SfA01002	Sfa-ABas_002-Ex1-cssl
SfA01014	Sfa-ABas_014-Ex1-cssl
SfA01026	Sfa-ABas_026-Ex1-cssl
SfA01003	Sfa-ABas_003-Ex1-cssl
SfA01027	Sfa-ABas_027-Ex1-cssl
SfA01004	Sfa-ABas_004-Ex1-cssl
SfA01016	Sfa-ABas_016-Ex1-cssl
SfA01028	Sfa-ABas_028-Ex1-cssl
SfA01005	Sfa-ABas_005-Ex1-cssl
SfA01017	Sfa-ABas_017-Ex1-cssl
SfA01029	Sfa-ABas_029-Ex1-cssl
SfA01006	Sfa-ABas_006-Ex1-cssl
SfA01018	Sfa-ABas_018-Ex1-cssl
SfA01030	Sfa-ABas_030-Ex1-cssl
SfA01007	Sfa-ABas_007-Ex1-cssl
SfA01019	Sfa-ABas_019-Ex1-cssl
SfA01031	Sfa-ABas_031-Ex1-cssl
SfA01008	Sfa-ABas_008-Ex1-cssl
SfA01020	Sfa-ABas_020-Ex1-cssl
SfA01032	Sfa-ABas_032-Ex1-cssl
SfA01009	Sfa-ABas_009-Ex1-cssl
SfA01021	Sfa-ABas_021-Ex1-cssl
SfA01033	Sfa-ABas_033-Ex1-cssl
SfA01010	Sfa-ABas_010-Ex1-cssl
SfA01022	Sfa-ABas_022-Ex1-cssl
SfA01034	Sfa-ABas_034-Ex1-cssl
SfA01023	Sfa-ABas_023-Ex1-cssl
SfA01035	Sfa-ABas_035-Ex1-cssl
SfA01024	Sfa-ABas_024-Ex1-cssl
SfC01088	Sfa-CBas_088-Ex1-cssl
SfC01066	Sfa-CBas_066-Ex1-cssl
SfC01061	Sfa-CBas_061-Ex1-cssl
SfC01017	Sfa-CBas_017-Ex1-cssl
SfC01033	Sfa-CBas_033-Ex1-cssl
SfC01078	Sfa-CBas_078-Ex1-cssl
SfC01003	Sfa-CBas_003-Ex1-cssl
SfC01067	Sfa-CBas_067-Ex1-cssl
SfC01002	Sfa-CBas_002-Ex1-cssl
SfC01076	Sfa-CBas_076-Ex1-cssl
SfC01084	Sfa-CBas_084-Ex1-cssl
SfC01036	Sfa-CBas_036-Ex1-cssl
SfC01048	Sfa-CBas_048-Ex1-cssl
SfC01086	Sfa-CBas_086-Ex1-cssl
SfC01023	Sfa-CBas_023-Ex1-cssl
SfC01008	Sfa-CBas_008-Ex1-cssl
SfC01019	Sfa-CBas_019-Ex1-cssl
SfC01091	Sfa-CBas_091-Ex1-cssl
SfC01027	Sfa-CBas_027-Ex1-cssl
SfC01001	Sfa-CBas_001-Ex1-cssl
SfC01029	Sfa-CBas_029-Ex1-cssl
SfC01041	Sfa-CBas_041-Ex1-cssl
SfC01010	Sfa-CBas_010-Ex1-cssl
SfC01026	Sfa-CBas_026-Ex1-cssl
SfC01009	Sfa-CBas_009-Ex1-cssl
SfC01043	Sfa-CBas_043-Ex1-cssl
SfC01062	Sfa-CBas_062-Ex1-cssl
SfC01020	Sfa-CBas_020-Ex1-cssl
SfC01042	Sfa-CBas_042-Ex1-cssl
SfC01015	Sfa-CBas_015-Ex1-cssl
SfC01007	Sfa-CBas_007-Ex1-cssl
SfC01032	Sfa-CBas_032-Ex1-cssl
SfC01031	Sfa-CBas_031-Ex1-cssl
SfC01016	Sfa-CBas_016-Ex1-cssl
SfC01059	Sfa-CBas_059-Ex1-cssl
SfC01030	Sfa-CBas_030-Ex1-cssl
SfC01014	Sfa-CBas_014-Ex1-cssl
SfC01021	Sfa-CBas_021-Ex1-cssl
SfC01028	Sfa-CBas_028-Ex1-cssl
SfC01056	Sfa-CBas_056-Ex1-cssl
SfC01025	Sfa-CBas_025-Ex1-cssl
SfC01044	Sfa-CBas_044-Ex1-cssl
SfC01073	Sfa-CBas_073-Ex1-cssl
SfC01039	Sfa-CBas_039-Ex1-cssl
SfC01046	Sfa-CBas_046-Ex1-cssl
SfC01092	Sfa-CBas_092-Ex1-cssl
SfC01006	Sfa-CBas_006-Ex1-cssl
SfC01090	Sfa-CBas_090-Ex1-cssl
SfC01096	Sfa-CBas_096-Ex1-cssl
