Sample	Passed Filter	Low Quality	Too Many N	Too short
Sgr-AJol_001-Ex1-cssl	53592420.0	768692.0	14832.0	118414.0
Sgr-AJol_002-Ex1-cssl	22480838.0	308904.0	6280.0	50222.0
Sgr-AJol_003-Ex1-cssl	59446356.0	801316.0	17082.0	134298.0
Sgr-AJol_004-Ex1-cssl	48033654.0	547906.0	13276.0	98980.0
Sgr-AJol_005-Ex1-cssl	30345808.0	338006.0	8396.0	65782.0
Sgr-AJol_006-Ex1-cssl	28107610.0	459146.0	7716.0	79742.0
Sgr-AJol_007-Ex1-cssl	34612616.0	370442.0	9704.0	66294.0
Sgr-AJol_008-Ex1-cssl	20685712.0	242536.0	5740.0	39542.0
Sgr-AJol_009-Ex1-cssl	12252438.0	182322.0	3448.0	33038.0
Sgr-AJol_010-Ex1-cssl	17627982.0	219624.0	5002.0	36210.0
Sgr-AJol_011-Ex1-cssl	8232920.0	158412.0	2154.0	30824.0
Sgr-AJol_012-Ex1-cssl	21983246.0	398666.0	5924.0	63672.0
Sgr-AJol_013-Ex1-cssl	37716104.0	418884.0	10012.0	72482.0
Sgr-AJol_014-Ex1-cssl	43000532.0	513870.0	12144.0	91424.0
Sgr-AJol_015-Ex1-cssl	29015484.0	370062.0	7984.0	60676.0
Sgr-AJol_016-Ex1-cssl	39335098.0	482236.0	11084.0	75856.0
Sgr-AJol_017-Ex1-cssl	41902140.0	679272.0	11558.0	120460.0
Sgr-AJol_018-Ex1-cssl	34435740.0	588546.0	9768.0	95834.0
Sgr-AJol_020-Ex1-cssl	22152722.0	424734.0	6332.0	74410.0
Sgr-AJol_021-Ex1-cssl	19180058.0	287260.0	5468.0	45698.0
Sgr-AJol_022-Ex1-cssl	14248428.0	278352.0	3992.0	39710.0
Sgr-AJol_023-Ex1-cssl	17988722.0	248094.0	5116.0	40776.0
Sgr-AJol_024-Ex1-cssl	21339610.0	294318.0	6008.0	39162.0
Sgr-AJol_025-Ex1-cssl	46342454.0	515372.0	13326.0	77972.0
Sgr-AJol_026-Ex1-cssl	53175124.0	585662.0	15376.0	89748.0
Sgr-AJol_027-Ex1-cssl	44156122.0	765786.0	12378.0	111928.0
Sgr-AJol_028-Ex1-cssl	44268544.0	490374.0	12546.0	75198.0
Sgr-AJol_029-Ex1-cssl	45962842.0	721850.0	13204.0	110458.0
Sgr-AJol_030-Ex1-cssl	62244676.0	964596.0	17272.0	152546.0
Sgr-AJol_031-Ex1-cssl	53489196.0	980420.0	15172.0	134874.0
Sgr-AJol_032-Ex1-cssl	38330714.0	568682.0	10536.0	94730.0
Sgr-AJol_034-Ex1-cssl	34891590.0	503802.0	9978.0	82732.0
Sgr-AJol_035-Ex1-cssl	41012246.0	696918.0	11836.0	99306.0
Sgr-AJol_036-Ex1-cssl	11653230.0	258700.0	3312.0	34452.0
Sgr-AJol_037-Ex1-cssl	40543982.0	421832.0	11628.0	69760.0
Sgr-AJol_038-Ex1-cssl	34098078.0	556186.0	9662.0	87096.0
Sgr-AJol_039-Ex1-cssl	60333114.0	697060.0	17174.0	128526.0
Sgr-AJol_041-Ex1-cssl	47129694.0	543592.0	13430.0	92776.0
Sgr-AJol_042-Ex1-cssl	60118390.0	1093806.0	17266.0	181816.0
Sgr-AJol_043-Ex1-cssl	73877522.0	1121480.0	21274.0	159204.0
Sgr-AJol_044-Ex1-cssl	45433306.0	692580.0	13262.0	112062.0
Sgr-AJol_045-Ex1-cssl	33994076.0	553764.0	9800.0	88940.0
Sgr-AJol_046-Ex1-cssl	40559142.0	819376.0	10998.0	147052.0
Sgr-AJol_047-Ex1-cssl	50102754.0	739782.0	14122.0	113414.0
Sgr-AJol_048-Ex1-cssl	66683142.0	928348.0	18818.0	152244.0
Sgr-AJol_049-Ex1-cssl	51400168.0	510924.0	14586.0	78826.0
Sgr-AJol_050-Ex1-cssl	49357050.0	785752.0	13508.0	137134.0
Sgr-AJol_051-Ex1-cssl	71573310.0	991138.0	20010.0	166496.0
Sgr-AJol_052-Ex1-cssl	59582508.0	607808.0	16618.0	120748.0
Sgr-AJol_053-Ex1-cssl	57449536.0	947178.0	16128.0	147776.0
Sgr-AJol_054-Ex1-cssl	65561266.0	1248524.0	18136.0	193224.0
Sgr-AJol_055-Ex1-cssl	29036520.0	700074.0	8014.0	127418.0
Sgr-AJol_056-Ex1-cssl	48111416.0	913826.0	13108.0	141118.0
Sgr-AJol_057-Ex1-cssl	57060890.0	696836.0	16320.0	114168.0
Sgr-AJol_058-Ex1-cssl	35917552.0	682016.0	9944.0	108030.0
Sgr-AJol_059-Ex1-cssl	38788682.0	935216.0	10596.0	135278.0
Sgr-AJol_060-Ex1-cssl	46771404.0	827322.0	13354.0	116338.0
Sgr-AJol_061-Ex1-cssl	54455116.0	628130.0	14816.0	102162.0
Sgr-AJol_062-Ex1-cssl	39746750.0	550100.0	10734.0	95996.0
Sgr-AJol_063-Ex1-cssl	54345618.0	707284.0	14866.0	132342.0
Sgr-AJol_064-Ex1-cssl	44453290.0	502664.0	12476.0	80488.0
Sgr-AJol_066-Ex1-cssl	84605558.0	975152.0	23360.0	182844.0
Sgr-AJol_067-Ex1-cssl	89526634.0	1398510.0	24584.0	224622.0
Sgr-AJol_068-Ex1-cssl	40040008.0	787090.0	11276.0	121558.0
Sgr-AJol_069-Ex1-cssl	79206094.0	1834198.0	22334.0	221104.0
Sgr-AJol_070-Ex1-cssl	27063910.0	653694.0	7460.0	90272.0
Sgr-AJol_071-Ex1-cssl	50463400.0	863732.0	14120.0	119544.0
Sgr-AJol_072-Ex1-cssl	74810918.0	1294456.0	20904.0	179198.0
Sgr-AJol_073-Ex1-cssl	27209058.0	407406.0	7674.0	65846.0
Sgr-AJol_074-Ex1-cssl	53506092.0	803330.0	15098.0	120492.0
Sgr-AJol_075-Ex1-cssl	52636654.0	708980.0	14636.0	114818.0
Sgr-AJol_076-Ex1-cssl	32998254.0	695540.0	8908.0	96288.0
Sgr-AJol_077-Ex1-cssl	57300668.0	1052062.0	16204.0	153638.0
Sgr-AJol_078-Ex1-cssl	76254062.0	1465232.0	21276.0	212228.0
