file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
Sde-AMat_001	13941599	13302674	4353406	4304812	1930603	380973	4.58287	67.2742	1.11623	55.1524	80.2666	97.2674
Sde-AMat_001	13941599	13302674	4353406	4304812	1930554	380973	4.58287	67.2742	1.11623	55.1536	80.2661	97.2674
Sde-AMat_002	20967100	19981004	7948036	7858932	4366921	880889	4.70306	60.222	1.12108	44.4337	79.8281	95.7987
Sde-AMat_002	20967100	19981004	7948036	7858932	4368384	880889	4.70306	60.222	1.12108	44.415	79.8349	95.7987
Sde-AMat_003	14131477	13395510	4195683	4150303	2574463	487676	5.208	68.6784	1.08159	37.9693	81.0572	96.549
Sde-AMat_003	14131477	13395510	4195683	4150303	2574594	487676	5.208	68.6784	1.08159	37.9661	81.0581	96.549
Sde-AMat_005	26969011	25756229	8904154	8807783	4751901	400246	4.49695	65.4291	1.08232	46.0488	91.5771	98.5159
Sde-AMat_005	26969011	25756229	8904154	8807783	4755440	400246	4.49695	65.4291	1.08232	46.0087	91.5834	98.5159
Sde-AMat_006	11972214	11361060	3564535	3517328	1782780	711540	5.10477	68.625	1.32435	49.3144	60.0882	94.0567
Sde-AMat_006	11972214	11361060	3564535	3517328	1782877	711540	5.10477	68.625	1.32435	49.3116	60.0903	94.0567
Sde-AMat_007	18250328	17530340	5607737	5546665	3308464	405234	3.94507	68.0112	1.08907	40.3522	87.7516	97.7796
Sde-AMat_007	18250328	17530340	5607737	5546665	3308831	405234	3.94507	68.0112	1.08907	40.3456	87.753	97.7796
Sde-AMat_008	3416537	2726124	1513972	1496192	264275	409205	20.208	44.4643	1.17439	82.3368	-54.8406	88.0228
Sde-AMat_008	3416537	2726124	1513972	1496192	265205	409205	20.208	44.4643	1.17439	82.2747	-54.2976	88.0228
Sde-AMat_009	8266735	7549570	3430510	3389537	1132570	126736	8.67531	54.5602	1.19437	66.5863	88.8099	98.4669
Sde-AMat_009	8266735	7549570	3430510	3389537	1133833	126736	8.67531	54.5602	1.19437	66.549	88.8223	98.4669
Sde-AMat_010	21758484	20935214	6608727	6537869	3017129	488068	3.78367	68.4325	1.07219	53.8515	83.8234	97.7569
Sde-AMat_010	21758484	20935214	6608727	6537869	3016997	488068	3.78367	68.4325	1.07219	53.8535	83.8227	97.7569
