file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
Sde-AMat_001	13941599	13302674	4353406	4304812	1930603	380973	95.4171	32.7258	98.8838	44.8476	19.7334	2.73263
Sde-AMat_001	13941599	13302674	4353406	4304812	1930554	380973	95.4171	32.7258	98.8838	44.8464	19.7339	2.73263
Sde-AMat_002	20967100	19981004	7948036	7858932	4366921	880889	95.2969	39.778	98.8789	55.5663	20.1719	4.20129
Sde-AMat_002	20967100	19981004	7948036	7858932	4368384	880889	95.2969	39.778	98.8789	55.585	20.1651	4.20129
Sde-AMat_003	14131477	13395510	4195683	4150303	2574463	487676	94.792	31.3216	98.9184	62.0307	18.9428	3.45099
Sde-AMat_003	14131477	13395510	4195683	4150303	2574594	487676	94.792	31.3216	98.9184	62.0339	18.9419	3.45099
Sde-AMat_005	26969011	25756229	8904154	8807783	4751901	400246	95.5031	34.5709	98.9177	53.9512	8.42286	1.4841
Sde-AMat_005	26969011	25756229	8904154	8807783	4755440	400246	95.5031	34.5709	98.9177	53.9913	8.41659	1.4841
Sde-AMat_006	11972214	11361060	3564535	3517328	1782780	711540	94.8952	31.375	98.6756	50.6856	39.9118	5.94326
Sde-AMat_006	11972214	11361060	3564535	3517328	1782877	711540	94.8952	31.375	98.6756	50.6884	39.9097	5.94326
Sde-AMat_007	18250328	17530340	5607737	5546665	3308464	405234	96.0549	31.9888	98.9109	59.6478	12.2484	2.22042
Sde-AMat_007	18250328	17530340	5607737	5546665	3308831	405234	96.0549	31.9888	98.9109	59.6544	12.247	2.22042
Sde-AMat_008	3416537	2726124	1513972	1496192	264275	409205	79.792	55.5357	98.8256	17.6632	154.841	11.9772
Sde-AMat_008	3416537	2726124	1513972	1496192	265205	409205	79.792	55.5357	98.8256	17.7253	154.298	11.9772
Sde-AMat_009	8266735	7549570	3430510	3389537	1132570	126736	91.3247	45.4398	98.8056	33.4137	11.1901	1.53308
Sde-AMat_009	8266735	7549570	3430510	3389537	1133833	126736	91.3247	45.4398	98.8056	33.451	11.1777	1.53308
Sde-AMat_010	21758484	20935214	6608727	6537869	3017129	488068	96.2163	31.5675	98.9278	46.1485	16.1766	2.24312
Sde-AMat_010	21758484	20935214	6608727	6537869	3016997	488068	96.2163	31.5675	98.9278	46.1465	16.1773	2.24312
Sde-AMat_011	11260826	10805651	3605639	3567848	2165462	504092	95.9579	33.3681	98.9519	60.6938	23.2787	4.47651
Sde-AMat_011	11260826	10805651	3605639	3567848	2163447	504092	95.9579	33.3681	98.9519	60.6373	23.3004	4.47651
Sde-AMat_012	23746394	23006114	7035502	6962037	4782223	386712	96.8826	30.581	98.9558	68.69	8.08645	1.62851
Sde-AMat_012	23746394	23006114	7035502	6962037	4777916	386712	96.8826	30.581	98.9558	68.6281	8.09374	1.62851
Sde-AMat_013	23688768	22700990	7827600	7746034	3329054	356761	95.8302	34.4813	98.958	42.9775	10.7166	1.50603
Sde-AMat_013	23688768	22700990	7827600	7746034	3325026	356761	95.8302	34.4813	98.958	42.9255	10.7296	1.50603
Sde-AMat_014	20366766	19619785	6229641	6157651	3831998	374145	96.3324	31.7518	98.8444	62.2315	9.76371	1.83704
