"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0507582791029695,0.0312040649903324,3.07281990485172e-05,0.180037523894902,0.564184357905129,-16179.991189025
"Std.",0.000143204310681405,0.000281700636389938,3.12323060118469e-05,0.0067577563213399,0.0019941072367621,1.73515265735101
"Acceptance ratio",0.16948,0.17706,0.1651,0.26788,0.18352,0.65746
"0%",0.0501628311199425,0.0302290077356258,8.29730303900295e-10,0.156211986890707,0.557264435627977,-16192.6450108053
"2.5%",0.0504852785543047,0.0306646219453047,7.98546245174337e-07,0.167038927309696,0.560212346164904,-16184.2468141313
"5%",0.0505259422947303,0.030746058333398,1.66679352761369e-06,0.169164810872921,0.560873353453223,-16183.317345254
"7.5%",0.0505524522971335,0.0307995886493266,2.51827400698765e-06,0.170479459844056,0.561282266008304,-16182.7640478536
"10%",0.0505754062247455,0.0308471154017856,3.32231718587471e-06,0.171488791617617,0.561600996350715,-16182.3234890177
"12.5%",0.0505942857617214,0.030881839119176,4.25019230989026e-06,0.172302343100521,0.56186515029775,-16181.9923919605
"15%",0.0506114759945177,0.030913345766898,5.24621062019825e-06,0.173017504248629,0.56209931994633,-16181.7224705584
"17.5%",0.0506239138263793,0.0309412872439913,6.05711741578573e-06,0.173577026942705,0.56229433064455,-16181.4789552892
"20%",0.0506370239371389,0.0309644547162246,7.02664001858112e-06,0.174196444015437,0.562513395969236,-16181.2626907182
"22.5%",0.0506493183873914,0.0309880097407904,7.96198446081576e-06,0.174782616402743,0.562693469988718,-16181.0875498518
"25%",0.0506609200485669,0.0310086088334733,8.90163794873942e-06,0.175305479386518,0.562883181237499,-16180.9017192303
"27.5%",0.0506715863642445,0.0310304549138961,9.78299279986754e-06,0.17583304293862,0.563022490472411,-16180.7445022618
"30%",0.0506820309168747,0.0310550540727421,1.09444804879884e-05,0.176280725839052,0.563179871380123,-16180.6031669656
"32.5%",0.0506909028272915,0.031073497715941,1.21612511985254e-05,0.176741129283086,0.563321792409089,-16180.4738523843
"35%",0.0507000445753501,0.0310941283336719,1.32836527069582e-05,0.177296354960902,0.563442940032024,-16180.3409074845
"37.5%",0.0507094345735589,0.0311113054309918,1.45101577622416e-05,0.177791839748708,0.563564831125044,-16180.2190687323
"40%",0.0507194556919651,0.0311303481167492,1.56978828716306e-05,0.178271444580255,0.56369808163295,-16180.0941914745
"42.5%",0.0507290516222771,0.0311503465072127,1.70149760635787e-05,0.178687337455815,0.563829770991584,-16179.9778256566
"45%",0.0507386967204714,0.0311693579568633,1.80644570196228e-05,0.179148729387858,0.563941801483817,-16179.8714469983
"47.5%",0.0507470591405692,0.0311851118864423,1.91897934956904e-05,0.179574503619966,0.564058949300675,-16179.7721619469
"50%",0.0507561167695089,0.0312015940760881,2.06024877465489e-05,0.180045432599712,0.564186153512424,-16179.6656289267
"52.5%",0.0507651779747421,0.0312210384720229,2.21674645853161e-05,0.180463572302602,0.564317372335311,-16179.5718466031
"55%",0.0507739495463715,0.0312378428656043,2.37507093497412e-05,0.180854944168636,0.564460716329993,-16179.4739560707
"57.5%",0.0507828359602496,0.0312552720923434,2.54827652391469e-05,0.181281776369029,0.564606511317663,-16179.3839403343
"60%",0.0507920374254602,0.0312738046328669,2.74053223944867e-05,0.181760762701753,0.564733994830502,-16179.2866746735
"62.5%",0.0508022737827116,0.0312927236651824,2.91708428865736e-05,0.182169507218843,0.564847813475286,-16179.1879155431
"65%",0.0508117963404493,0.0313118716405751,3.13198873893943e-05,0.182636718839677,0.564969298497381,-16179.0964806449
"67.5%",0.0508231483312456,0.0313294432010661,3.33321710109132e-05,0.183081481316181,0.565092902695436,-16179.0052198979
"70%",0.0508324460368184,0.0313481013191879,3.58301104923741e-05,0.183595992941753,0.565249500094795,-16178.9076430539
"72.5%",0.0508438251245602,0.0313708642228559,3.8975400802871e-05,0.184034199004564,0.565386412317253,-16178.8122194139
"75%",0.0508550275362864,0.0313954537522839,4.21326738342377e-05,0.184579920733927,0.565526392665819,-16178.716070791
"77.5%",0.0508657455221923,0.0314186281367626,4.54930625509985e-05,0.185133801887254,0.565698254057063,-16178.6122576261
"80%",0.0508788517972474,0.0314422603103421,4.88485833104826e-05,0.185708530048672,0.565833469189073,-16178.5143617083
"82.5%",0.050894213496921,0.0314674298489752,5.27511618625624e-05,0.18635052386853,0.566044798549318,-16178.4124755922
"85%",0.0509101775533392,0.0314948189101973,5.86993172408544e-05,0.187118154348097,0.566264555887707,-16178.3037903128
"87.5%",0.0509264125536617,0.0315301726781739,6.40033993441464e-05,0.18783109753123,0.566483222749896,-16178.1928612404
"90%",0.0509432576066009,0.0315673121137147,7.17629665086207e-05,0.188723276973444,0.566767507286559,-16178.0824350242
"92.5%",0.0509676345028063,0.0316087333934634,8.10826197244699e-05,0.189713436812116,0.56704059176679,-16177.9534493886
"95%",0.0509962486908146,0.0316665370203671,9.49628133438101e-05,0.191151791179241,0.567410324925408,-16177.8062081761
"97.5%",0.0510432395434758,0.0317701924747172,0.000118692286184951,0.193399405497318,0.567963896804238,-16177.600741056
"100%",0.0513012316247487,0.0323637082877428,0.000318302171551022,0.207500818207964,0.572332557950193,-16177.0288040097
