"","Position","C.T","G.A"
"1",1,0.505783771633197,0.413595113662355
"2",2,0.528931092133035,0.450361731077768
"3",3,0.538607732601461,0.486952092293602
"4",4,0.544855859324148,0.51513409134807
"5",5,0.556592877646628,0.528961359379683
"6",6,0.57124097023614,0.533682879226247
"7",7,0.583408504763473,0.536504084848038
"8",8,0.589912589087761,0.542458577948644
"9",9,0.593372764076786,0.549323206960692
"10",10,0.593650789723205,0.557743371894994
"11",11,0.591670262466123,0.566864964356792
"12",12,0.588445638532883,0.575726291439942
"13",-12,0.583666519906832,0.580527455525817
"14",-11,0.575145524133272,0.583485847625569
"15",-10,0.565885769122176,0.585640762325772
"16",-9,0.557426560993756,0.585419525730739
"17",-8,0.550356534866376,0.582128311116733
"18",-7,0.543750436556359,0.576149667784144
"19",-6,0.539658854685485,0.565071014458201
"20",-5,0.533939108695637,0.551367155557196
"21",-4,0.520706894940378,0.539063333702708
"22",-3,0.494818165970442,0.53070198521379
"23",-2,0.461579311179957,0.518354838977435
"24",-1,0.428219994314638,0.492588180961857
