"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0517013105494884,0.0323698373277937,1.66550662318513e-05,0.177951073333895,0.563511719104687,-31925.6734909027
"Std.",0.000105120023036666,0.000195944400190515,1.70690775433248e-05,0.00454831017117584,0.0014282626435763,1.71880052344195
"Acceptance ratio",0.23738,0.12856,0.1819,0.19126,0.251,0.66806
"0%",0.0513042076596515,0.0316499729245846,1.6038719638628e-09,0.160911831195261,0.558070198285478,-31939.4464433343
"2.5%",0.0514978120470224,0.0319807831898313,3.49100822415066e-07,0.168999643899015,0.560729707562382,-31929.8458985467
"5%",0.0515303290714048,0.0320586286623928,7.24278648615715e-07,0.170425894526725,0.561158579490141,-31928.9745673057
"7.5%",0.0515519216223116,0.0320979507502482,1.17258931191607e-06,0.171389354351641,0.561439847699313,-31928.4175104418
"10%",0.0515679626676915,0.0321271864105994,1.57042015800961e-06,0.172094192757008,0.561677633674449,-31928.0003927096
"12.5%",0.0515799886732666,0.0321525929567119,2.0663936500426e-06,0.172768049940967,0.561860952190752,-31927.6872699886
"15%",0.0515923375312076,0.0321736736844904,2.54741456984278e-06,0.173282656143746,0.562031319704222,-31927.3983325724
"17.5%",0.0516020350047024,0.0321931545275149,2.95802456230194e-06,0.173774064084558,0.562190922745406,-31927.1554400246
"20%",0.0516123548073353,0.0322098875143232,3.44379022041392e-06,0.174196977853392,0.562331172089986,-31926.9408068355
"22.5%",0.0516210514275861,0.0322246990510766,3.85297285783316e-06,0.174595930463224,0.562443480250057,-31926.7591253255
"25%",0.0516303871436087,0.0322413500962032,4.43889013178877e-06,0.174953925111031,0.562571520359664,-31926.5952002806
"27.5%",0.0516378788639827,0.0322532904003003,5.10244985267656e-06,0.175269998889485,0.562682221768003,-31926.4374900428
"30%",0.0516473304874896,0.0322658430295411,5.7138384729197e-06,0.175583772282811,0.56278839099063,-31926.2943740579
"32.5%",0.0516545764751216,0.0322802581416725,6.45087384400798e-06,0.17588723121115,0.562885948235265,-31926.1526029925
"35%",0.0516606052956556,0.0322934845402653,6.98930017837762e-06,0.17615533158723,0.562963883506,-31926.0273359617
"37.5%",0.051667678693911,0.0323060123216738,7.6456126844293e-06,0.176441152713042,0.563053285700997,-31925.8984479613
"40%",0.0516747279851737,0.0323157910288383,8.24453011794855e-06,0.17677670371899,0.563145257141319,-31925.7790285269
"42.5%",0.0516817538106507,0.0323261239828556,8.96468506029365e-06,0.17711692040461,0.56323204772534,-31925.6609149119
"45%",0.0516880310838794,0.0323389386615589,9.76919777155376e-06,0.177395990658221,0.563324297620283,-31925.5522395592
"47.5%",0.0516945866309249,0.0323535183389401,1.05863288081629e-05,0.17766106095793,0.563405935029638,-31925.450761143
"50%",0.0517012826063083,0.0323649925062876,1.13885301493155e-05,0.177906078054023,0.563500716242597,-31925.3527575038
"52.5%",0.0517084816806179,0.0323778654360735,1.23044764246768e-05,0.178171819836238,0.563593695755763,-31925.2519748933
"55%",0.0517152511630086,0.032390954419745,1.32829121960624e-05,0.178441983849305,0.563687920594895,-31925.1573579856
"57.5%",0.0517219162626023,0.0324027554555076,1.42312701248218e-05,0.178746213609083,0.563777807080811,-31925.0565739915
"60%",0.0517288930223658,0.0324147757533954,1.52588125555746e-05,0.179013528271528,0.563877033394471,-31924.9562768659
"62.5%",0.0517354652138083,0.032427024962294,1.63526790840387e-05,0.179296770480099,0.563976637601843,-31924.8665602101
"65%",0.0517420901645842,0.032440197764956,1.74881184728943e-05,0.179591221155908,0.564063155307502,-31924.7776263318
"67.5%",0.0517485323061655,0.0324546814857676,1.86995313840742e-05,0.179953643965064,0.564167821660361,-31924.687643856
"70%",0.0517562085443969,0.0324663880425619,2.01310965787998e-05,0.180251515475083,0.564265678734987,-31924.594253694
"72.5%",0.0517632740185674,0.0324800468532947,2.14256272902267e-05,0.180587461958984,0.56437922372665,-31924.4978000072
"75%",0.0517713912599541,0.0324926566227935,2.31179306032599e-05,0.18093030789798,0.564487302512938,-31924.3994777132
"77.5%",0.0517784062098799,0.0325122384258708,2.49105295609548e-05,0.181292633194181,0.564597681029752,-31924.3019739338
"80%",0.0517878341774975,0.0325327733408054,2.69056979992593e-05,0.18169988585353,0.564718784356748,-31924.2078466421
"82.5%",0.0517981208274179,0.0325537016309673,2.89952645994902e-05,0.182118313087211,0.564857800316064,-31924.1045001814
"85%",0.0518077536568594,0.0325753178181992,3.1629351932477e-05,0.182609114668524,0.564994021014743,-31924.0057377244
"87.5%",0.0518214641041226,0.0325998210343868,3.48158843826527e-05,0.183134118923453,0.565163264311784,-31923.9042909029
"90%",0.051834874937541,0.0326224894647744,3.84141828872061e-05,0.183791163700825,0.565328348459449,-31923.7867240331
"92.5%",0.0518510747995837,0.0326565637606025,4.36388547519121e-05,0.184548969728115,0.56555900268567,-31923.6570999052
"95%",0.0518745824861228,0.0327055194774778,5.06796898623955e-05,0.185472760796532,0.565807727150441,-31923.5116555818
"97.5%",0.0519096882060114,0.0327606549618958,6.23124815531124e-05,0.186999724226135,0.566293155508515,-31923.3027588921
"100%",0.0521369522697878,0.033076260920439,0.000171911896595104,0.195519056763614,0.569476229774375,-31922.7485506543
