"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0486911743661631,0.0338867089515886,0.000612984731724872,0.186869792990356,0.569115102117877,-1880.35245479898
"Std.",0.000610995380069512,0.0012642222364051,0.00060434722293827,0.0297810106986469,0.00885278962593845,1.73039296154927
"Acceptance ratio",0.1777,0.19628,0.1069,0.28866,0.20054,0.66192
"0%",0.0464893603518528,0.03012509401565,1.12768901079269e-07,0.0926996846630021,0.540207690973685,-1893.56406921617
"2.5%",0.0474841326258642,0.0316489982346809,1.36503981423452e-05,0.130542801971965,0.55188979707126,-1884.60346883247
"5%",0.0476902876810604,0.0319938000866163,3.23115999032351e-05,0.1392134428935,0.554599039585522,-1883.63210865271
"7.5%",0.047812498877758,0.0321775045876701,4.8017523911111e-05,0.145049430026405,0.556537023731528,-1883.06206081861
"10%",0.0479057283792617,0.0323491927981499,5.9768208492492e-05,0.149688340610617,0.557922305046957,-1882.65625749112
"12.5%",0.0479873673462554,0.0324739543209991,8.51445792300293e-05,0.153430420662716,0.558995935691818,-1882.33436619275
"15%",0.0480651502374261,0.0326052041719027,0.000109239689190405,0.156916876321448,0.559901057274543,-1882.06159302128
"17.5%",0.0481248230024005,0.0326966565454551,0.000127308437990094,0.15952563603874,0.560777153310994,-1881.83269667841
"20%",0.0481856731540739,0.032810676911296,0.000149194224690374,0.162057705678168,0.561510267773774,-1881.62057461865
"22.5%",0.0482359145941993,0.0329201884836314,0.000165867513971115,0.164270175595085,0.562463755657454,-1881.44543809011
"25%",0.0482904587335886,0.0330008243058041,0.000181757231269656,0.166773926164366,0.56314132026948,-1881.27285490846
"27.5%",0.0483313156469794,0.0330982052194955,0.000204656666580732,0.168714432934261,0.563770527724277,-1881.11818755912
"30%",0.0483706134693952,0.0331781986503111,0.000222701503122068,0.170740649693286,0.564465747694916,-1880.96682039066
"32.5%",0.0484146772468572,0.0332555362703615,0.000242895890494134,0.172736448555126,0.565059522806638,-1880.83836667307
"35%",0.0484536570842245,0.0333392012194712,0.000263936697714918,0.174787316031571,0.565615277388322,-1880.70581579842
"37.5%",0.0484920591843549,0.0334315569629933,0.000284466561619349,0.176764152801483,0.56620996711609,-1880.58016218181
"40%",0.0485270699275123,0.0335151393685117,0.000312013624050128,0.178571037427012,0.566767193767671,-1880.46520642905
"42.5%",0.0485723654250225,0.0335994875260011,0.000334392955359247,0.180712251100241,0.567282410758068,-1880.35019346764
"45%",0.0486135421505842,0.0336787912143549,0.000360696002518671,0.182435526991231,0.567985158495725,-1880.23781072481
"47.5%",0.0486513254860486,0.0337500612219839,0.000395331962859328,0.184183256367246,0.568539814467492,-1880.13525335341
"50%",0.0486873157584596,0.0338203302905606,0.00042380955678383,0.186167269374251,0.56904775459627,-1880.03953105527
"52.5%",0.0487229943893773,0.0338985403246266,0.000459598763372334,0.187969431753293,0.56960453300339,-1879.94000739504
"55%",0.0487591223287482,0.033972813433261,0.00049103790791827,0.189817896517161,0.570170188741706,-1879.83880586919
"57.5%",0.0488012901352398,0.0340518651530277,0.00052262893652859,0.191605138903675,0.570658917410306,-1879.74733478307
"60%",0.0488390627780406,0.0341305551978619,0.000559236156718001,0.193760617975458,0.571198764052007,-1879.65406205364
"62.5%",0.0488820859061833,0.0342002932720189,0.000596501009725321,0.195614630282847,0.57180426897783,-1879.55904818596
"65%",0.0489246442796581,0.0342801728493682,0.00063866823914607,0.197436092406075,0.572453586947005,-1879.46503058904
"67.5%",0.0489729037229343,0.0343558864126675,0.000684439638936295,0.19966482078667,0.573094943114287,-1879.36673428371
"70%",0.0490134271864951,0.0344538143488628,0.000742613073448794,0.201606012983646,0.573730502130294,-1879.26881955425
"72.5%",0.0490547230698467,0.0345377964444625,0.000793560793875984,0.203786006170723,0.57439062105068,-1879.17415695811
"75%",0.0491017870355245,0.0346317887323663,0.000848389269581895,0.205965353656177,0.575032821775363,-1879.07523431227
"77.5%",0.049144349111023,0.0347423300387274,0.000926675651563553,0.208341602874536,0.57581000408681,-1878.9762578649
"80%",0.049204950486194,0.0348741340546123,0.00100522627154367,0.211117455721835,0.576568034857487,-1878.86899239601
"82.5%",0.0492661587165671,0.0350061497048757,0.001093483092929,0.214310524786447,0.577411567370865,-1878.77473880733
"85%",0.0493255315647946,0.0351367407804026,0.00118525418305651,0.217492175370893,0.57833167935825,-1878.6628897131
"87.5%",0.0493975941310166,0.0353194269461746,0.0012929028600649,0.221203766018821,0.5792546837935,-1878.5525051541
"90%",0.0494748607630966,0.035541732805488,0.00142721821960687,0.22583382186544,0.58044100869145,-1878.43934487757
"92.5%",0.0495764422691223,0.0357556520503659,0.00159037736967,0.230572715061568,0.581992496528064,-1878.31936058734
"95%",0.0497118233370062,0.0361250951948535,0.00180130847038913,0.23675628479824,0.583965027543242,-1878.17211944716
"97.5%",0.0499018801881974,0.0366498637929781,0.00217265531830413,0.247554481442943,0.586510768979462,-1877.97623635977
"100%",0.0508668124528195,0.0400927670390095,0.00684461881912736,0.329935279028511,0.603286647411931,-1877.38748515376
