Sample	Unique Reads	Duplicate Reads
Ssp-AAtu_005-Ex1-4E-cssl-1-2.clmp.r1	1061546.0	527320.0
Ssp-AAtu_005-Ex1-4E-cssl-1-2.clmp.r2	1071853.0	517013.0
Ssp-AAtu_006-Ex1-1A-cssl-2-2.clmp.r1	136601.0	31268.0
Ssp-AAtu_006-Ex1-1A-cssl-2-2.clmp.r2	137449.0	30420.0
Ssp-AAtu_007-Ex1-1B-cssl-2-2.clmp.r1	148879.0	37619.0
Ssp-AAtu_008-Ex1-4G-cssl-2-2.clmp.r1	64040.0	7027.0
Ssp-AAtu_008-Ex1-4G-cssl-2-2.clmp.r2	273799.0	31997.0
Ssp-AAtu_009-Ex1-4E-cssl-2-2.clmp.r1	368722.0	51476.0
Ssp-AAtu_009-Ex1-4E-cssl-2-2.clmp.r2	365837.0	54361.0
Ssp-AAtu_011-Ex1-1C-cssl-2-2.clmp.r1	127377.0	30300.0
Ssp-AAtu_011-Ex1-1C-cssl-2-2.clmp.r2	129282.0	28395.0
Ssp-AAtu_012-Ex1-1D-cssl-2-2.clmp.r1	144152.0	32717.0
Ssp-AAtu_013-Ex1-6F-cssl-2-2.clmp.r1	60818.0	12374.0
Ssp-AAtu_014-Ex1-1E-cssl-2-2.clmp.r1	149910.0	41308.0
Ssp-AAtu_014-Ex1-1E-cssl-2-2.clmp.r2	150596.0	40622.0
Ssp-AAtu_015-Ex1-4F-cssl-2-2.clmp.r1	107481.0	27337.0
Ssp-AAtu_015-Ex1-4F-cssl-2-2.clmp.r2	108589.0	26229.0
Ssp-AAtu_016-Ex1-1F-cssl-2-2.clmp.r1	83037.0	15870.0
Ssp-AAtu_016-Ex1-1F-cssl-2-2.clmp.r2	84241.0	14666.0
Ssp-AAtu_017-Ex1-1G-cssl-2-2.clmp.r2	130120.0	32611.0
Ssp-AAtu_018-Ex1-1H-cssl-2-2.clmp.r1	124540.0	29381.0
Ssp-AAtu_019-Ex1-4H-cssl-2-2.clmp.r2	268754.0	36841.0
Ssp-AAtu_020-Ex1-4B-cssl-2-2.clmp.r2	153845.0	37183.0
Ssp-AAtu_021-Ex1-4C-cssl-2-2.clmp.r1	52321.0	9845.0
Ssp-AAtu_022-Ex1-2A-cssl-2-2.clmp.r1	148426.0	37039.0
Ssp-AAtu_022-Ex1-2A-cssl-2-2.clmp.r2	151122.0	34343.0
Ssp-AAtu_023-Ex1-5D-cssl-2-2.clmp.r1	153046.0	37847.0
Ssp-AAtu_023-Ex1-5D-cssl-2-2.clmp.r2	152880.0	38013.0
Ssp-AAtu_024-Ex1-5C-cssl-2-2.clmp.r1	237003.0	39901.0
Ssp-AAtu_024-Ex1-5C-cssl-2-2.clmp.r2	236725.0	40179.0
Ssp-AAtu_025-Ex1-2B-cssl-2-2.clmp.r1	111764.0	26510.0
Ssp-AAtu_025-Ex1-2B-cssl-2-2.clmp.r2	112683.0	25591.0
Ssp-AAtu_026-Ex1-6A-cssl-2-2.clmp.r1	225453.0	40267.0
Ssp-AAtu_026-Ex1-6A-cssl-2-2.clmp.r2	225582.0	40138.0
Ssp-AAtu_027-Ex1-5B-cssl-2-2.clmp.r1	186045.0	34903.0
