Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Hmi-ABas_001-Ex1-01A	36153756.0	352884.0	6564.0	33778.0	39326.0	0.0
Hmi-ABas_002-Ex1-02A	62350418.0	715996.0	11266.0	83464.0	143196.0	0.0
Hmi-ABas_003-Ex1-03A	14445652.0	154466.0	2628.0	15932.0	26434.0	0.0
Hmi-ABas_004-Ex1-04A	61724118.0	585634.0	11226.0	49636.0	90150.0	0.0
Hmi-ABas_005-Ex1-05A	79766026.0	729288.0	14280.0	55694.0	88376.0	0.0
Hmi-ABas_006-Ex1-06A	59877958.0	680992.0	10952.0	55936.0	100082.0	0.0
Hmi-ABas_007-Ex1-07A	56787750.0	521534.0	10040.0	38756.0	55506.0	0.0
Hmi-ABas_008-Ex1-08A	57458548.0	1288458.0	10460.0	103310.0	417184.0	0.0
Hmi-ABas_009-Ex1-09A	102554388.0	1301710.0	18624.0	104378.0	266654.0	0.0
Hmi-ABas_010-Ex1-10A	51705544.0	948320.0	9362.0	88548.0	303706.0	0.0
Hmi-ABas_011-Ex1-11A	49078052.0	529082.0	8694.0	63318.0	90486.0	0.0
Hmi-ABas_012-Ex1-12A	67134778.0	495644.0	11594.0	66494.0	78174.0	0.0
Hmi-ABas_013-Ex1-01B	65226456.0	760148.0	11818.0	58186.0	110734.0	0.0
Hmi-ABas_014-Ex1-02B	93278282.0	1324666.0	17036.0	82362.0	167096.0	0.0
Hmi-ABas_015-Ex1-03B	65230356.0	732558.0	11396.0	57722.0	93544.0	0.0
Hmi-ABas_016-Ex1-04B	53283722.0	517510.0	9630.0	41742.0	57480.0	0.0
Hmi-ABas_017-Ex1-05B	81284906.0	751460.0	14664.0	41652.0	81636.0	0.0
Hmi-ABas_018-Ex1-06B	61936102.0	650770.0	11344.0	36642.0	66564.0	0.0
Hmi-ABas_019-Ex1-07B	80199492.0	831010.0	14838.0	45806.0	86454.0	0.0
Hmi-ABas_020-Ex1-08B	64789830.0	1597806.0	11960.0	120300.0	597032.0	0.0
Hmi-ABas_021-Ex1-09B	44048246.0	564226.0	7808.0	27342.0	79034.0	0.0
Hmi-ABas_022-Ex1-10B	33029256.0	370946.0	6104.0	23368.0	46500.0	0.0
Hmi-ABas_023-Ex1-11B	65980552.0	679454.0	11894.0	41860.0	81778.0	0.0
Hmi-ABas_024-Ex1-12B	54827712.0	722054.0	9818.0	57640.0	147172.0	0.0
Hmi-ABas_026-Ex1-02C	281826.0	4786.0	44.0	262.0	554.0	0.0
Hmi-ABas_028-Ex1-04C	60977658.0	628544.0	11250.0	51288.0	79308.0	0.0
Hmi-ABas_030-Ex1-06C	83466708.0	986164.0	15094.0	59768.0	91904.0	0.0
Hmi-ABas_031-Ex1-07C	60566678.0	652538.0	10930.0	47308.0	80980.0	0.0
Hmi-ABas_032-Ex1-08C	70816608.0	866844.0	13106.0	60434.0	92388.0	0.0
Hmi-ABas_033-Ex1-09C	59788934.0	612514.0	10788.0	48598.0	78454.0	0.0
Hmi-ABas_034-Ex1-10C	62665014.0	669332.0	11480.0	44264.0	88116.0	0.0
Hmi-ABas_036-Ex1-12C	69626524.0	815380.0	12544.0	64954.0	167910.0	0.0
Hmi-ABas_037-Ex1-01D	57561116.0	738182.0	10324.0	67666.0	111588.0	0.0
Hmi-ABas_038-Ex1-02D	84028322.0	1133558.0	15438.0	83158.0	206922.0	0.0
Hmi-ABas_039-Ex1-03D	54634182.0	632270.0	10026.0	46934.0	94002.0	0.0
Hmi-ABas_040-Ex1-04D	65726890.0	756256.0	11588.0	57600.0	106206.0	0.0
Hmi-ABas_041-Ex1-05D	84932008.0	863412.0	15670.0	49116.0	101270.0	0.0
Hmi-ABas_042-Ex1-06D	58380322.0	536082.0	10566.0	40940.0	61238.0	0.0
Hmi-ABas_043-Ex1-07D	67348234.0	600672.0	12382.0	48894.0	77448.0	0.0
Hmi-ABas_044-Ex1-08D	13358076.0	158684.0	2376.0	9232.0	26862.0	0.0
Hmi-ABas_045-Ex1-09D	59482876.0	743464.0	10878.0	57992.0	90960.0	0.0
Hmi-ABas_046-Ex1-10D	59826720.0	759432.0	10668.0	67828.0	154954.0	0.0
Hmi-ABas_047-Ex1-11D	55546506.0	567928.0	10176.0	37422.0	62926.0	0.0
Hmi-AMac_001-Ex1-12D	61185194.0	725202.0	10918.0	62882.0	139142.0	0.0
Hmi-AMac_002-Ex1-01G	45061418.0	514754.0	8256.0	46320.0	80028.0	0.0
Hmi-AMac_003-Ex1-02G	48276146.0	721940.0	8696.0	40400.0	103138.0	0.0
Hmi-AMac_004-Ex1-03G	45276064.0	510990.0	8292.0	28402.0	73838.0	0.0
Hmi-AMac_005-Ex1-04G	56531514.0	822944.0	10176.0	54250.0	183820.0	0.0
Hmi-AMac_006-Ex1-05G	56511658.0	667760.0	10208.0	39630.0	69998.0	0.0
Hmi-AMac_007-Ex1-06G	69770594.0	754816.0	12622.0	49618.0	89712.0	0.0
Hmi-AMac_008-Ex1-07G	53181034.0	515384.0	9674.0	41082.0	59266.0	0.0
Hmi-AMac_009-Ex1-08G	48421580.0	503668.0	8844.0	31768.0	68922.0	0.0
Hmi-AMac_010-Ex1-09G	69710734.0	702602.0	12492.0	49112.0	139624.0	0.0
Hmi-AMac_011-Ex1-10G	46566780.0	809578.0	8170.0	64978.0	291708.0	0.0
Hmi-AMac_012-Ex1-11G	59252134.0	805704.0	10674.0	52382.0	172032.0	0.0
Hmi-AMac_013-Ex1-12G	52430016.0	582654.0	9440.0	47548.0	93270.0	0.0
Hmi-AMac_014-Ex1-01H	56054128.0	536460.0	10090.0	46004.0	91340.0	0.0
Hmi-AMac_015-Ex1-02H	55416856.0	662906.0	9884.0	53242.0	111380.0	0.0
Hmi-AMac_016-Ex1-03H	54122750.0	542496.0	9580.0	53666.0	76650.0	0.0
Hmi-AMac_017-Ex1-04H	51234970.0	773622.0	9042.0	56720.0	183002.0	0.0
Hmi-AMac_018-Ex1-05H	58482154.0	717152.0	11038.0	50522.0	71360.0	0.0
Hmi-AMac_019-Ex1-06H	90049348.0	1117040.0	16436.0	88262.0	169540.0	0.0
Hmi-AMac_020-Ex1-07H	51687488.0	449010.0	9308.0	28818.0	45356.0	0.0
Hmi-AMac_021-Ex1-08H	59674694.0	600062.0	10768.0	36438.0	67674.0	0.0
Hmi-AMac_022-Ex1-09H	49389236.0	532962.0	8640.0	34466.0	81962.0	0.0
Hmi-AMac_023-Ex1-10H	41315544.0	677306.0	7300.0	66688.0	213114.0	0.0
