Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
Hmi-ABas_001-Ex1-01A	92.6515	0.952998	4314120730.0	0.439261	98.81772164603217	64.56622789049936	
Hmi-ABas_002-Ex1-02A	92.9359	0.952009	7124215708.0	0.424847	98.49311753348981	71.3262345046169	
Hmi-ABas_003-Ex1-03A	91.1254	0.953368	1631631782.0	0.410925	98.63804387429744	74.48224363186844	
Hmi-ABas_004-Ex1-04A	92.1641	0.958394	7023254173.0	0.487913	98.82062601731865	69.4102044605154	
Hmi-ABas_005-Ex1-05A	93.7491	0.958043	9371585519.0	0.468053	98.89944491548455	67.33647215332958	
Hmi-ABas_006-Ex1-06A	93.095	0.954222	7058527182.0	0.452359	98.60362428432538	65.53625206501606	
Hmi-ABas_007-Ex1-07A	93.549	0.953192	6919798369.0	0.452043	98.9099513832841	59.954295486786	
Hmi-ABas_008-Ex1-08A	93.057	0.954386	6932477456.0	0.466906	96.93071084092637	59.386772081900254	
Hmi-ABas_009-Ex1-09A	93.5272	0.953672	12283767340.0	0.473962	98.37752048874816	61.173355799220374	
Hmi-ABas_010-Ex1-10A	92.1764	0.954553	5790563440.0	0.44116	97.45561438705295	76.98789078903819	
Hmi-ABas_011-Ex1-11A	92.3764	0.955259	5461482614.0	0.427387	98.61043778664066	77.18660246473192	
Hmi-ABas_012-Ex1-12A	92.4197	0.955815	7310983603.0	0.415345	99.03829784622596	80.80738098945804	
Hmi-ABas_013-Ex1-01B	93.3099	0.952513	7955299612.0	0.45289	98.57802055884306	57.816653720199305	
Hmi-ABas_014-Ex1-02B	93.8173	0.95037	11580335276.0	0.468467	98.3227897556307	52.08963809442455	
Hmi-ABas_015-Ex1-03B	93.2033	0.951916	7855449130.0	0.471714	98.64618192512985	58.091252014197956	
Hmi-ABas_016-Ex1-04B	93.6056	0.956012	6439098161.0	0.47412	98.83813573727691	60.439935504459605	
Hmi-ABas_017-Ex1-05B	94.3792	0.957734	9898571469.0	0.484821	98.917652106343	61.25441162773021	
Hmi-ABas_018-Ex1-06B	93.8591	0.951969	7860767952.0	0.473229	98.77942162141076	47.11152005452125	
Hmi-ABas_019-Ex1-07B	94.0979	0.951316	10163281284.0	0.472094	98.79510111163671	47.885768980605484	
