"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0164375809369896,0.013078324332257,0.0418237661569116,0.228724901242423,0.737828191373848,-255192.118803956
"Std.",2.39976484832534e-05,7.92090949103938e-05,0.000234557021871206,0.00431884843925172,0.00127883659114506,1.52900508877394
"Acceptance ratio",0.11018,0.13542,0.15328,0.1878,0.21614,0.58288
"0%",0.0163450426664452,0.0128093066747587,0.0409208735516758,0.214577772612831,0.73298636287255,-255206.85411723
"2.5%",0.0163891227001755,0.0129222160561143,0.0413609666125622,0.220368300212798,0.735332386135241,-255195.971391935
"5%",0.0163971870474012,0.0129437646023991,0.0414349474875208,0.221603727683255,0.735734242224889,-255195.029974837
"7.5%",0.0164027830570574,0.012963025236479,0.0414931018747475,0.222547536101544,0.736007384004893,-255194.521593701
"10%",0.0164063942593771,0.0129759945266561,0.0415310571925555,0.223163639042097,0.736206391904086,-255194.149012159
"12.5%",0.0164095926608632,0.0129867282286146,0.0415580275987867,0.223696603466194,0.736363084509294,-255193.844006758
"15%",0.0164127146114849,0.0129950812893,0.0415835386197405,0.224276249324766,0.736505262688698,-255193.613315511
"17.5%",0.016415169209785,0.0130025564385168,0.0416100518338483,0.224628670079575,0.736636071640216,-255193.410515885
"20%",0.016417588602542,0.0130105156049055,0.041630945449697,0.224992762260804,0.736756081348368,-255193.218874373
"22.5%",0.0164196114968036,0.013016266957832,0.0416487281938958,0.225362724710676,0.736863744846898,-255193.064296345
"25%",0.0164216413766832,0.0130240168177012,0.0416695756977883,0.225735071816493,0.736964953055846,-255192.911892196
"27.5%",0.0164234509582482,0.0130299714906941,0.0416886768043627,0.226047607871636,0.737062582539236,-255192.771421172
"30%",0.0164251236106806,0.0130348667598314,0.041703779063986,0.226367444652763,0.737153563676049,-255192.632087232
"32.5%",0.016426753682755,0.0130417559383337,0.0417163916583174,0.226687085928923,0.737231815075546,-255192.503011926
"35%",0.0164282292559807,0.0130471112537444,0.0417305192766921,0.227019354451937,0.737317546591874,-255192.390322287
"37.5%",0.0164297530357746,0.0130529683513808,0.0417464867549806,0.227317380640321,0.737404024984656,-255192.281405163
"40%",0.0164315104580811,0.0130569057665633,0.0417616668825197,0.227558897597908,0.737488347034849,-255192.184185111
"42.5%",0.0164332579448107,0.0130625585060819,0.0417775601626142,0.227869831863431,0.737571656560679,-255192.083862525
"45%",0.016435009606303,0.0130683346816657,0.0417924513510309,0.228132125940474,0.737647755142059,-255191.987026333
"47.5%",0.0164364753957695,0.0130742533994217,0.0418089307570238,0.228485921137802,0.73772783817661,-255191.891368634
"50%",0.0164380374633813,0.0130796528542046,0.0418244166516222,0.228778558126949,0.737785181819234,-255191.799343697
"52.5%",0.0164396589891325,0.0130852033168874,0.041838107357042,0.229083221983753,0.737868280467924,-255191.709049004
"55%",0.0164411363984317,0.0130902221821168,0.0418510744575686,0.229323113290277,0.737950824580607,-255191.628471083
"57.5%",0.0164428734610508,0.0130957022390756,0.0418649891472666,0.229598467811284,0.7380443697364,-255191.546607529
"60%",0.0164443560414228,0.0131000035881632,0.0418804664361237,0.229862458674393,0.738131642012803,-255191.465775858
"62.5%",0.0164462301102191,0.0131048741091394,0.0418948168263037,0.230146553408334,0.738217380993976,-255191.386104012
"65%",0.0164475424032071,0.0131098728435374,0.0419120635374522,0.230411288323326,0.738301355204253,-255191.312941906
"67.5%",0.0164487538191244,0.0131157799105027,0.0419265523876953,0.230693290052353,0.738397682716654,-255191.237618334
"70%",0.0164503882229334,0.01312205693527,0.0419419048928241,0.230999554486078,0.738497244571397,-255191.157499429
"72.5%",0.0164521356103195,0.0131267771177023,0.0419620750074889,0.231313478264325,0.738606272279912,-255191.076167915
"75%",0.0164541102019941,0.0131334033382328,0.041981003459752,0.231617132591549,0.738707275548286,-255191.000524547
"77.5%",0.0164557382361122,0.0131399480819107,0.0420015176399122,0.231998255241004,0.738818631357438,-255190.920751976
"80%",0.0164578441671659,0.0131462053982915,0.0420225862884113,0.232362299605699,0.738925845569755,-255190.843605692
"82.5%",0.0164599395469037,0.0131521661058892,0.04204272746057,0.232727819344761,0.739061388213523,-255190.762483187
"85%",0.0164624572722086,0.0131602930503313,0.0420654947750873,0.23318769388137,0.739188557953242,-255190.680137571
"87.5%",0.0164649975970497,0.0131681114596314,0.0420912871648205,0.233683005591584,0.73933213998799,-255190.578882479
"90%",0.0164678080381006,0.013178276567924,0.0421217112223164,0.234266500710504,0.73948225725746,-255190.482903525
"92.5%",0.0164712642780476,0.0131906636642531,0.0421593000486278,0.234927602414757,0.739673993555393,-255190.377751233
"95%",0.0164755710207664,0.0132059430379832,0.0422121376252875,0.235825790364985,0.739932988175717,-255190.254670523
"97.5%",0.0164848132594992,0.0132326365687374,0.0422837114329614,0.237197824683689,0.740348262693743,-255190.098660835
"100%",0.0165249696612274,0.0133595623098249,0.0428266986780068,0.244734296600859,0.742680638726603,-255189.685837702
