file 	#reads_raw	#reads_fp1	#reads_clmp	#reads_fp2	#reads_fqscrn	#reads_repr	%_readLoss_fp1	%_readLoss_clmp	%_readLoss_fp2	%_readLoss_fqscrn	%_readLoss_repr	%_total_readLoss
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_001_Ex1_L4_1.fq.gz	33061437	32760785	4389375	4324973	3739547	3620692	0.909374	86.6017	1.46722	13.5359	3.17833	89.0486
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_001_Ex1_L4_2.fq.gz	33061437	32760785	4389375	4324973	3730827	3620692	0.909374	86.6017	1.46722	13.7376	2.95203	89.0486
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_002_Ex1_L4_1.fq.gz	14591469	14451989	1920281	1891371	1664294	1620492	0.955901	86.7127	1.50551	12.0059	2.63187	88.8943
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_002_Ex1_L4_2.fq.gz	14591469	14451989	1920281	1891371	1663553	1620492	0.955901	86.7127	1.50551	12.0451	2.5885	88.8943
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_003_Ex1_L4_1.fq.gz	27640393	27406320	3532916	3480847	3070111	2967666	0.846851	87.1091	1.47383	11.7999	3.33685	89.2633
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_003_Ex1_L4_2.fq.gz	27640393	27406320	3532916	3480847	3064240	2967666	0.846851	87.1091	1.47383	11.9686	3.15165	89.2633
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_004_Ex1_L4_1.fq.gz	23750472	23541031	3056192	3011465	2644764	2562026	0.881839	87.0176	1.46349	12.1768	3.12837	89.2127
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_004_Ex1_L4_2.fq.gz	23750472	23541031	3056192	3011465	2640712	2562026	0.881839	87.0176	1.46349	12.3114	2.97973	89.2127
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_005_Ex1_L4_1.fq.gz	36133299	35836294	4439840	4372898	3861564	3742599	0.82197	87.6108	1.50776	11.6933	3.08075	89.6422
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_005_Ex1_L4_2.fq.gz	36133299	35836294	4439840	4372898	3853452	3742599	0.82197	87.6108	1.50776	11.8788	2.87672	89.6422
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_006_Ex1_L4_1.fq.gz	18005704	17814005	2023391	1990904	1638625	1594702	1.06466	88.6416	1.60557	17.6944	2.68048	91.1434
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_006_Ex1_L4_2.fq.gz	18005704	17814005	2023391	1990904	1636637	1594702	1.06466	88.6416	1.60557	17.7943	2.56227	91.1434
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_007_Ex1_L4_1.fq.gz	16960136	16821456	2184542	2153051	1924715	1863700	0.817682	87.0134	1.44154	10.6052	3.17008	89.0113
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_007_Ex1_L4_2.fq.gz	16960136	16821456	2184542	2153051	1921367	1863700	0.817682	87.0134	1.44154	10.7607	3.00135	89.0113
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_008_Ex1_L4_1.fq.gz	14571802	14435806	1909249	1880673	1609225	1557630	0.933282	86.7742	1.49671	14.4336	3.2062	89.3107
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_008_Ex1_L4_2.fq.gz	14571802	14435806	1909249	1880673	1605866	1557630	0.933282	86.7742	1.49671	14.6122	3.00374	89.3107
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_009_Ex1_L4_1.fq.gz	19719342	19559522	2652243	2614352	2318675	2245572	0.810473	86.4401	1.42864	11.3098	3.15279	88.6123
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_009_Ex1_L4_2.fq.gz	19719342	19559522	2652243	2614352	2313150	2245572	0.810473	86.4401	1.42864	11.5211	2.92147	88.6123
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_010_Ex1_L4_1.fq.gz	16409405	16270052	2176559	2144285	1880536	1826644	0.849226	86.6223	1.4828	12.3001	2.86578	88.8683
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_010_Ex1_L4_2.fq.gz	16409405	16270052	2176559	2144285	1877211	1826644	0.849226	86.6223	1.4828	12.4552	2.69373	88.8683
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/taeniamia_zosterophora/raw_fq_capture/Tzo-AMvi_011_Ex1_L4_1.fq.gz	21646535	21460262	2914768	2872000	2525161	2441604	0.860521	86.4178	1.46729	12.0766	3.30898	88.7206
