file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_001-Ex1-b-cssl2.1.fq.gz	5638634	437314	2893141	2343913	1911381	1853692	7.75567	661.571	81.0162	81.5466	96.9818	32.8748
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_001-Ex1-b-cssl2.2.fq.gz	5638634	439975	2893141	2343913	1921361	1853692	7.80287	657.569	81.0162	81.9724	96.4781	32.8748
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_003-Ex1-b-cssl2.1.fq.gz	4422095	476890	2538346	2397707	2099646	2055129	10.7843	532.271	94.4594	87.5689	97.8798	46.4741
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_003-Ex1-b-cssl2.2.fq.gz	4422095	484434	2538346	2397707	2106760	2055129	10.9549	523.982	94.4594	87.8656	97.5493	46.4741
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_004-Ex1-b-cssl2.1.fq.gz	3117856	484744	2397742	1522511	1305266	1275658	15.5474	494.641	63.4977	85.7311	97.7317	40.9146
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_004-Ex1-b-cssl2.2.fq.gz	3117856	491181	2397742	1522511	1308344	1275658	15.7538	488.159	63.4977	85.9333	97.5017	40.9146
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_008-Ex1-b-cssl.1.fq.gz	10385921	473515	2578951	6228769	4836275	4403300	4.5592	544.64	241.523	77.6442	91.0473	42.3968
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_008-Ex1-b-cssl.2.fq.gz	10385921	471124	2578951	6228769	4916614	4403300	4.53618	547.404	241.523	78.934	89.5596	42.3968
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_009-Ex1-b-cssl.1.fq.gz	5476261	447396	2446803	2912566	2620232	2573148	8.16973	546.899	119.036	89.963	98.2031	46.9873
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_009-Ex1-b-cssl.2.fq.gz	5476261	458344	2446803	2912566	2623757	2573148	8.36965	533.836	119.036	90.084	98.0711	46.9873
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_010-Ex1-b-cssl.1.fq.gz	5930422	478403	2468298	3126083	2766009	2711634	8.06693	515.945	126.649	88.4816	98.0342	45.7241
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_010-Ex1-b-cssl.2.fq.gz	5930422	486485	2468298	3126083	2771404	2711634	8.20321	507.374	126.649	88.6542	97.8433	45.7241
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_011-Ex1-b-cssl.1.fq.gz	4711386	439230	2069154	2174817	1770361	1717190	9.32273	471.087	105.107	81.4028	96.9966	36.4477
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_011-Ex1-b-cssl.2.fq.gz	4711386	443506	2069154	2174817	1779538	1717190	9.41349	466.545	105.107	81.8247	96.4964	36.4477
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_012-Ex1-b-cssl.1.fq.gz	6727803	382056	2958235	3033645	2567637	2513075	5.67876	774.294	102.549	84.6387	97.875	37.3536
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_012-Ex1-b-cssl.2.fq.gz	6727803	392873	2958235	3033645	2576283	2513075	5.83954	752.975	102.549	84.9237	97.5465	37.3536
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_013-Ex1-b-cssl.1.fq.gz	4040317	469857	2835971	1974535	1711499	1667973	11.6292	603.582	69.6247	86.6786	97.4568	41.2832
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_013-Ex1-b-cssl.2.fq.gz	4040317	473235	2835971	1974535	1718327	1667973	11.7128	599.273	69.6247	87.0244	97.0696	41.2832
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_014-Ex1-b-cssl.1.fq.gz	666415	476006	3452794	346077	305674	300558	71.4279	725.368	10.0231	88.3254	98.3263	45.1007
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_014-Ex1-b-cssl.2.fq.gz	666415	469153	3452794	346077	306194	300558	70.3995	735.963	10.0231	88.4757	98.1593	45.1007
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_015-Ex1-b-cssl.1.fq.gz	5986648	419907	2803901	2841498	2601512	2541955	7.01406	667.743	101.341	91.5542	97.7107	42.4604
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_015-Ex1-b-cssl.2.fq.gz	5986648	433053	2803901	2841498	2580194	2541955	7.23365	647.473	101.341	90.804	98.518	42.4604
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_016-Ex1-b-cssl.1.fq.gz	6891604	407670	2266015	3238687	2768699	2694919	5.91546	555.845	142.924	85.4883	97.3352	39.1044
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_016-Ex1-b-cssl.2.fq.gz	6891604	413953	2266015	3238687	2780190	2694919	6.00663	547.409	142.924	85.8431	96.9329	39.1044
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_017-Ex1-b-cssl2.1.fq.gz	5882487	459373	2751038	2680074	2440275	2404244	7.80916	598.868	97.4205	91.0525	98.5235	40.8712
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_017-Ex1-b-cssl2.2.fq.gz	5882487	455265	2751038	2680074	2442144	2404244	7.73933	604.272	97.4205	91.1223	98.4481	40.8712
/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture/Gmi-ABas_018-Ex1-b-cssl2.1.fq.gz	6211829	383633	3248269	3177440	2992571	2958733	6.17585	846.713	97.8195	94.1818	98.8693	47.6306
