pos	5pC>T
1	0.0200587084148728
2	0.0323915148314409
3	0.0186385737439222
4	0.0187419562419562
5	0.0205556033370603
6	0.0298239310097018
7	0.0337826309503498
8	0.0288989730117029
9	0.0288195511835229
10	0.0280870011988354
11	0.0236274659733904
12	0.0226389719067543
13	0.0267055301717347
14	0.0253775001976441
15	0.0289647489456513
16	0.0279620853080569
17	0.0281611930826591
18	0.0275288609025591
19	0.0286479467618893
20	0.0266612968183649
21	0.027411409502622
22	0.029716488635451
23	0.0302016161945964
24	0.028344392561645
25	0.0295079287232303
