"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0501374861403105,0.0327276642685552,0.000406194756793661,0.180219985609206,0.556398217842075,-2430.10797187064
"Std.",0.000475176992647033,0.000965818753837629,0.000391333540838793,0.0229014781363261,0.0065732886110548,1.72920834054079
"Acceptance ratio",0.27502,0.29002,0.13836,0.22454,0.2875,0.75188
"0%",0.0482174166584278,0.0294948770929739,2.03218117086727e-08,0.108354222370482,0.530698879192368,-2443.11221871541
"2.5%",0.0491940780654622,0.0309284277617309,1.03920026207713e-05,0.136940945740138,0.543562997241781,-2434.35237885934
"5%",0.0493555927887701,0.0311912974381398,1.84952878902146e-05,0.144299476448733,0.545847852062153,-2433.44195476359
"7.5%",0.0494514369857387,0.0313995632879241,2.75772284521046e-05,0.148023875132889,0.547138791194053,-2432.82313161368
"10%",0.0495224693882689,0.0315288358813994,3.95244376525668e-05,0.151372042649091,0.548098417945922,-2432.40623452407
"12.5%",0.0495962701529761,0.0316403547533427,5.14454673132192e-05,0.154193213913163,0.548983310937798,-2432.08191241674
"15%",0.0496460430480921,0.0317357375430738,6.40760188418295e-05,0.156386988742469,0.549651227929082,-2431.80224080016
"17.5%",0.0496994774640577,0.031828012812526,7.77215426318258e-05,0.15891427611817,0.550293612151173,-2431.56826260063
"20%",0.0497479340175807,0.0319134385717192,9.28375988327111e-05,0.16091421725139,0.550877953328069,-2431.36626316678
"22.5%",0.0497834283066391,0.0319939161348216,0.000103967829078565,0.162941689552329,0.55141016505247,-2431.19048431824
"25%",0.0498211091887641,0.0320735102278795,0.000116589218081669,0.16462008072681,0.551888161178475,-2431.0139880335
"27.5%",0.0498591728469818,0.0321393574975503,0.000133499169582874,0.166217617135131,0.552336963750379,-2430.84779441811
"30%",0.0498922803892063,0.0322085062121711,0.000147309624894552,0.167879538616387,0.552844103815857,-2430.70639955216
"32.5%",0.0499252476305698,0.0322739074212513,0.000161374822775049,0.169243855084179,0.553390226273087,-2430.57978274783
"35%",0.0499547779924103,0.032332654551545,0.000176258670584985,0.170597963339363,0.553787721752716,-2430.4541218364
"37.5%",0.0499858071357594,0.0323894480570838,0.000192070414443842,0.171937416033483,0.554221902911188,-2430.32654889493
"40%",0.0500111515353993,0.0324487224899751,0.000206983770213349,0.173393300561338,0.554674406607369,-2430.20527784155
"42.5%",0.0500420864579821,0.0325061266161771,0.000223842377731727,0.175105073629895,0.55514132500225,-2430.09901780619
"45%",0.0500729487260369,0.0325677024114295,0.000241571257892539,0.176551825165204,0.555508546294704,-2429.99163108021
"47.5%",0.0501051262769954,0.0326249182085932,0.00026486145678074,0.178008948139411,0.555885613057294,-2429.881843853
"50%",0.0501376748809198,0.0326806522903148,0.000284097604594422,0.179451397211267,0.55630295376851,-2429.78347524093
"52.5%",0.0501695833861708,0.0327347426988118,0.000310063305674288,0.180753154670864,0.556714092030376,-2429.68097524427
"55%",0.0501976949150156,0.0327996357532705,0.000333673922926463,0.182383416530399,0.557139834925065,-2429.58394766094
"57.5%",0.0502273224545776,0.0328611297386629,0.00035956237766894,0.183819611262178,0.55751312233878,-2429.49296946418
"60%",0.0502588814092795,0.0329276539684497,0.000386609970639081,0.185478119962085,0.557949672110922,-2429.39959733498
"62.5%",0.0502889625109476,0.0329887032400587,0.00041624733440604,0.187083760293705,0.558424140410712,-2429.30836035633
"65%",0.0503213807237784,0.033049994309242,0.000444796873075305,0.188567970035237,0.558902817585972,-2429.21506492412
"67.5%",0.0503520609138362,0.0331190785940389,0.000473107537597684,0.190131645301781,0.55930051566504,-2429.12210243148
"70%",0.0503849736989993,0.0331911393312625,0.000507207609566942,0.191599892940296,0.559800303073958,-2429.03004956668
"72.5%",0.0504222251768795,0.0332722676181132,0.000545221372416276,0.193368958878638,0.560295058234438,-2428.93592911868
"75%",0.0504630204246822,0.0333433941762944,0.000581586316130932,0.195116420819916,0.560845196338743,-2428.84705014991
"77.5%",0.0505018914298951,0.0334176683246589,0.000621896723853076,0.197146619541786,0.561374282152204,-2428.75377548047
"80%",0.050542599657028,0.0335082258690836,0.000665348732779122,0.199255435317072,0.561935647341318,-2428.65459695577
"82.5%",0.0505868280141181,0.0336096096251724,0.000718518630591189,0.201466057726068,0.562517396450288,-2428.55126377026
"85%",0.0506287446845658,0.0337105871071077,0.000776171998157885,0.203711311432693,0.563180394655609,-2428.44432525809
"87.5%",0.0506819987363229,0.0338280607755719,0.000845054205398701,0.206799095403138,0.563998397985162,-2428.34222886859
"90%",0.0507441569530559,0.0339843850088744,0.000924792595863139,0.20975398423699,0.564851571584538,-2428.22301748714
"92.5%",0.0508216265602558,0.0341658950305017,0.00103128870400497,0.21392899361171,0.565934032136526,-2428.09088238761
"95%",0.0509035930007631,0.0344076920715438,0.00118701195135574,0.219852685663541,0.567357286479529,-2427.93149641482
"97.5%",0.0510452267748129,0.0347803371853195,0.00146773977259111,0.226566389894904,0.569443354642805,-2427.73032821731
"100%",0.0521470155336186,0.0378637920898186,0.00382181293248954,0.290957371470967,0.583616801844275,-2427.17619796281
