"","Position","C.T","G.A"
"1",1,0.533482231474788,0.404451481245003
"2",2,0.555138434193876,0.443187002829769
"3",3,0.560284313318188,0.486784234644204
"4",4,0.561469583427963,0.521133475398352
"5",5,0.570760472181912,0.537018723474885
"6",6,0.584087069140726,0.542463189999847
"7",7,0.594491979054419,0.546749428677982
"8",8,0.598658216205437,0.555060258484816
"9",9,0.5991815845625,0.564943755519113
"10",10,0.595999358819417,0.57665251667949
"11",11,0.590031831623466,0.589092220753114
"12",12,0.580412663498019,0.602843778468854
"13",-12,0.615331083068977,0.56684667838847
"14",-11,0.59828736486636,0.580739542282968
"15",-10,0.582813808446361,0.589792758991067
"16",-9,0.570215134910806,0.593692157349052
"17",-8,0.55993211068784,0.593424680423618
"18",-7,0.551884967049144,0.588996192317098
"19",-6,0.546202875263146,0.579788575363563
"20",-5,0.538904559687346,0.568144272828913
"21",-4,0.523526660679007,0.558284081638951
"22",-3,0.492656775930791,0.553910215994547
"23",-2,0.452971919281128,0.545867294704706
"24",-1,0.412012340533887,0.525487718087666
