Sample	Passed Filter	Low Quality	Too Many N	Too short
Tbi-ARos_001_Ex1b_L4_clmp.r1r2_fastp	1295822.0	0.0	0.0	28702.0
Tbi-ARos_002_Ex1b_L4_clmp.r1r2_fastp	2213538.0	0.0	0.0	33566.0
Tbi-ARos_003_Ex1b_L4_clmp.r1r2_fastp	1706234.0	0.0	0.0	24492.0
Tbi-ARos_004_Ex1b_L4_clmp.r1r2_fastp	976828.0	0.0	0.0	21630.0
Tbi-ARos_005_Ex1b_L4_clmp.r1r2_fastp	4431824.0	0.0	0.0	63768.0
Tbi-ARos_006_Ex1b_L4_clmp.r1r2_fastp	2780842.0	0.0	0.0	55756.0
Tbi-ARos_007_Ex1b_L4_clmp.r1r2_fastp	2266716.0	0.0	0.0	51322.0
Tbi-ARos_008_Ex1b_L4_clmp.r1r2_fastp	1720908.0	0.0	0.0	25648.0
Tbi-ARos_009_Ex1b_L4_clmp.r1r2_fastp	937516.0	0.0	0.0	19082.0
Tbi-ARos_010_Ex1b_L4_clmp.r1r2_fastp	405254.0	0.0	0.0	9714.0
Tbi-ARos_011_Ex1b_L4_clmp.r1r2_fastp	3990278.0	0.0	0.0	93148.0
Tbi-ARos_012_Ex1b_L4_clmp.r1r2_fastp	3051370.0	0.0	0.0	74226.0
Tbi-ARos_013_Ex1b_L4_clmp.r1r2_fastp	6392486.0	0.0	0.0	95974.0
Tbi-ARos_014_Ex1b_L4_clmp.r1r2_fastp	1696506.0	0.0	0.0	39176.0
Tbi-ARos_015_Ex1b_L4_clmp.r1r2_fastp	876892.0	0.0	0.0	21804.0
Tbi-ARos_016_Ex1b_L4_clmp.r1r2_fastp	2020052.0	0.0	0.0	30426.0
Tbi-ARos_017_Ex1b_L4_clmp.r1r2_fastp	1253910.0	0.0	0.0	21244.0
Tbi-ARos_018_Ex1b_L4_clmp.r1r2_fastp	851510.0	0.0	0.0	16994.0
Tbi-ARos_019_Ex1b_L4_clmp.r1r2_fastp	5283884.0	0.0	0.0	112304.0
Tbi-ARos_020_Ex1b_L4_clmp.r1r2_fastp	643836.0	0.0	0.0	9478.0
Tbi-ARos_021_Ex1b_L4_clmp.r1r2_fastp	2500846.0	0.0	0.0	45600.0
Tbi-ARos_022_Ex1b_L4_clmp.r1r2_fastp	1010818.0	0.0	0.0	14792.0
Tbi-ARos_023_Ex1b_L4_clmp.r1r2_fastp	2205140.0	0.0	0.0	50446.0
Tbi-ARos_024_Ex1b_L4_clmp.r1r2_fastp	730724.0	0.0	0.0	15782.0
Tbi-ARos_025_Ex1b_L4_clmp.r1r2_fastp	757156.0	0.0	0.0	13830.0
Tbi-ARos_026_Ex1b_L4_clmp.r1r2_fastp	936486.0	0.0	0.0	13724.0
Tbi-ARos_028_Ex1b_L4_clmp.r1r2_fastp	1233736.0	0.0	0.0	27134.0
Tbi-ARos_029_Ex1b_L4_clmp.r1r2_fastp	1396736.0	0.0	0.0	25254.0
Tbi-ARos_030_Ex1b_L4_clmp.r1r2_fastp	2600154.0	0.0	0.0	65298.0
Tbi-ARos_032_Ex1b_L4_clmp.r1r2_fastp	1035956.0	0.0	0.0	14466.0
Tbi-ARos_033_Ex1b_L4_clmp.r1r2_fastp	408916.0	0.0	0.0	5820.0
Tbi-CJos_001_Ex1_L4_clmp.r1r2_fastp	13604964.0	0.0	0.0	116312.0
Tbi-CJos_004_Ex1_L4_clmp.r1r2_fastp	12840740.0	0.0	0.0	124968.0
Tbi-CJos_005_Ex1_L4_clmp.r1r2_fastp	12920566.0	0.0	0.0	118052.0
Tbi-CJos_006_Ex1_L4_clmp.r1r2_fastp	6275820.0	0.0	0.0	52840.0
Tbi-CJos_007_Ex1_L4_clmp.r1r2_fastp	13828462.0	0.0	0.0	115272.0
Tbi-CJos_008_Ex1_L4_clmp.r1r2_fastp	17163230.0	0.0	0.0	133180.0
Tbi-CJos_009_Ex1_L4_clmp.r1r2_fastp	20620370.0	0.0	0.0	187284.0
Tbi-CJos_010_Ex1_L4_clmp.r1r2_fastp	14621042.0	0.0	0.0	123096.0
Tbi-CJos_011_Ex1_L4_clmp.r1r2_fastp	14702908.0	0.0	0.0	127556.0
Tbi-CJos_012_Ex1_L4_clmp.r1r2_fastp	22274172.0	0.0	0.0	183612.0
Tbi-CJos_013_Ex1_L4_clmp.r1r2_fastp	16019366.0	0.0	0.0	150702.0
Tbi-CJos_014_Ex1_L4_clmp.r1r2_fastp	27756204.0	0.0	0.0	257954.0
Tbi-CJos_015_Ex1_L4_clmp.r1r2_fastp	12572088.0	0.0	0.0	113650.0
