Sample	Unique Reads	Duplicate Reads
Tbi-ARos_001_Ex1b_L4_clmp.fp2_r1	392162.0	255749.0
Tbi-ARos_001_Ex1b_L4_clmp.fp2_r2	385958.0	261953.0
Tbi-ARos_002_Ex1b_L4_clmp.fp2_r1	714892.0	391877.0
Tbi-ARos_002_Ex1b_L4_clmp.fp2_r2	701857.0	404912.0
Tbi-ARos_003_Ex1b_L4_clmp.fp2_r1	524424.0	328693.0
Tbi-ARos_003_Ex1b_L4_clmp.fp2_r2	511040.0	342077.0
Tbi-ARos_004_Ex1b_L4_clmp.fp2_r1	285069.0	203345.0
Tbi-ARos_004_Ex1b_L4_clmp.fp2_r2	285574.0	202840.0
Tbi-ARos_005_Ex1b_L4_clmp.fp2_r1	1486342.0	729570.0
Tbi-ARos_005_Ex1b_L4_clmp.fp2_r2	1444153.0	771759.0
Tbi-ARos_006_Ex1b_L4_clmp.fp2_r1	857568.0	532853.0
Tbi-ARos_006_Ex1b_L4_clmp.fp2_r2	855640.0	534781.0
Tbi-ARos_007_Ex1b_L4_clmp.fp2_r1	634526.0	498832.0
Tbi-ARos_007_Ex1b_L4_clmp.fp2_r2	660792.0	472566.0
Tbi-ARos_008_Ex1b_L4_clmp.fp2_r1	514676.0	345778.0
Tbi-ARos_008_Ex1b_L4_clmp.fp2_r2	515699.0	344755.0
Tbi-ARos_009_Ex1b_L4_clmp.fp2_r1	219810.0	248948.0
Tbi-ARos_009_Ex1b_L4_clmp.fp2_r2	238707.0	230051.0
Tbi-ARos_010_Ex1b_L4_clmp.fp2_r1	94086.0	108541.0
Tbi-ARos_010_Ex1b_L4_clmp.fp2_r2	101576.0	101051.0
Tbi-ARos_011_Ex1b_L4_clmp.fp2_r1	1039234.0	955905.0
Tbi-ARos_011_Ex1b_L4_clmp.fp2_r2	1101159.0	893980.0
Tbi-ARos_012_Ex1b_L4_clmp.fp2_r1	879244.0	646441.0
Tbi-ARos_012_Ex1b_L4_clmp.fp2_r2	886819.0	638866.0
Tbi-ARos_013_Ex1b_L4_clmp.fp2_r1	2122227.0	1074016.0
Tbi-ARos_013_Ex1b_L4_clmp.fp2_r2	2109123.0	1087120.0
Tbi-ARos_014_Ex1b_L4_clmp.fp2_r1	585564.0	262689.0
Tbi-ARos_014_Ex1b_L4_clmp.fp2_r2	579521.0	268732.0
Tbi-ARos_015_Ex1b_L4_clmp.fp2_r1	277627.0	160819.0
Tbi-ARos_015_Ex1b_L4_clmp.fp2_r2	277060.0	161386.0
Tbi-ARos_016_Ex1b_L4_clmp.fp2_r1	590898.0	419128.0
Tbi-ARos_016_Ex1b_L4_clmp.fp2_r2	579749.0	430277.0
Tbi-ARos_017_Ex1b_L4_clmp.fp2_r1	365569.0	261386.0
