Sequence_Name	Extraction_ID
TbA01001	Tbi-ARos_001-Ex1b
TbA01002	Tbi-ARos_002-Ex1b
TbA01003	Tbi-ARos_003-Ex1b
TbA01004	Tbi-ARos_004-Ex1b
TbA01005	Tbi-ARos_005-Ex1b
TbA01006	Tbi-ARos_006-Ex1b
TbA01007	Tbi-ARos_007-Ex1b
TbA01008	Tbi-ARos_008-Ex1b
TbA01009	Tbi-ARos_009-Ex1b
TbA01010	Tbi-ARos_010-Ex1b
TbA01011	Tbi-ARos_011-Ex1b
TbA01012	Tbi-ARos_012-Ex1b
TbA01013	Tbi-ARos_013-Ex1b
TbA01014	Tbi-ARos_014-Ex1b
TbA01015	Tbi-ARos_015-Ex1b
TbA01016	Tbi-ARos_016-Ex1b
TbA01017	Tbi-ARos_017-Ex1b
TbA01018	Tbi-ARos_018-Ex1b
TbA01019	Tbi-ARos_019-Ex1b
TbA01020	Tbi-ARos_020-Ex1b
TbA01021	Tbi-ARos_021-Ex1b
TbA01022	Tbi-ARos_022-Ex1b
TbA01023	Tbi-ARos_023-Ex1b
TbA01024	Tbi-ARos_024-Ex1b
TbA01025	Tbi-ARos_025-Ex1b
TbA01026	Tbi-ARos_026-Ex1b
TbA01028	Tbi-ARos_028-Ex1b
TbA01029	Tbi-ARos_029-Ex1b
TbA01030	Tbi-ARos_030-Ex1b
TbA01032	Tbi-ARos_032-Ex1b
TbA01033	Tbi-ARos_033-Ex1b
TbC01001	Tbi-CJos_001-Ex1
TbC01004	Tbi-CJos_004-Ex1
TbC01005	Tbi-CJos_005-Ex1
TbC01006	Tbi-CJos_006-Ex1
TbC01007	Tbi-CJos_007-Ex1
TbC01008	Tbi-CJos_008-Ex1
TbC01009	Tbi-CJos_009-Ex1
TbC01010	Tbi-CJos_010-Ex1
TbC01011	Tbi-CJos_011-Ex1
TbC01012	Tbi-CJos_012-Ex1
TbC01013	Tbi-CJos_013-Ex1
TbC01014	Tbi-CJos_014-Ex1
TbC01015	Tbi-CJos_015-Ex1
TbC01016	Tbi-CJos_016-Ex1
TbC01017	Tbi-CJos_017-Ex1
TbC01018	Tbi-CJos_018-Ex1
TbC01020	Tbi-CJos_020-Ex1
TbC01022	Tbi-CJos_022-Ex1
TbC01023	Tbi-CJos_023-Ex1
TbC01025	Tbi-CJos_025-Ex1
TbC01026	Tbi-CJos_026-Ex1
TbC01027	Tbi-CJos_027-Ex1
TbC01028	Tbi-CJos_028-Ex1
TbC01029	Tbi-CJos_029-Ex1
TbC01030	Tbi-CJos_030-Ex1
TbC01031	Tbi-CJos_031-Ex1
TbC01032	Tbi-CJos_032-Ex1
TbC01033	Tbi-CJos_033-Ex1
TbC01034	Tbi-CJos_034-Ex1
TbC01035	Tbi-CJos_035-Ex1
TbC01036	Tbi-CJos_036-Ex1
TbC01037	Tbi-CJos_037-Ex1
TbC01038	Tbi-CJos_038-Ex1
TbC01039	Tbi-CJos_039-Ex1
TbC01040	Tbi-CJos_040-Ex1
TbC01041	Tbi-CJos_041-Ex1
TbC01042	Tbi-CJos_042-Ex1
TbC01043	Tbi-CJos_043-Ex1
TbC01044	Tbi-CJos_044-Ex1
TbC01046	Tbi-CJos_046-Ex1
TbC01048	Tbi-CJos_048-Ex1
TbC01052	Tbi-CJos_052-Ex1
TbC01053	Tbi-CJos_053-Ex1
TbC01055	Tbi-CJos_055-Ex1
TbC01056	Tbi-CJos_056-Ex1
TbC01057	Tbi-CJos_057-Ex1
TbC01059	Tbi-CJos_059-Ex1
TbC01060	Tbi-CJos_060-Ex1
TbC01067	Tbi-CJos_067-Ex1
TbC01068	Tbi-CJos_068-Ex1
TbC01070	Tbi-CJos_070-Ex1
TbC01071	Tbi-CJos_071-Ex1
TbC01072	Tbi-CJos_072-Ex1
TbC01073	Tbi-CJos_073-Ex1
TbC01080	Tbi-CJos_080-Ex1
TbC01081	Tbi-CJos_081-Ex1
TbC01085	Tbi-CJos_085-Ex1
TbC01086	Tbi-CJos_086-Ex1
TbC01087	Tbi-CJos_087-Ex1
TbC01091	Tbi-CJos_091-Ex1
TbC01092	Tbi-CJos_092-Ex1
TbC01093	Tbi-CJos_093-Ex1
TbC01095	Tbi-CJos_095-Ex1
