pos	5pC>T
1	0.0046990495153901
2	0.00893394541378873
3	0.00578537056683844
4	0.00659985546490671
5	0.00743836216625287
6	0.010126475755015
7	0.0118579670716262
8	0.0100047273196098
9	0.0100387547754373
10	0.011357322035967
11	0.0088447191586205
12	0.0087387368553091
13	0.0100891951528919
14	0.0100045879850404
15	0.00995887858649587
16	0.0101048328061767
17	0.0100486605054305
18	0.0102905121364332
19	0.0104039202356673
20	0.0100056736082192
21	0.0120332440523082
22	0.0105089330201438
23	0.0116914124973061
24	0.0107424737850941
25	0.0102102119202658
