pos	3pG>A
1	0.0223149512422814
2	0.0345973824642996
3	0.0232630838565139
4	0.0273682461896258
5	0.0260969518079128
6	0.0436686425784159
7	0.0496791062514856
8	0.0424335310188579
9	0.0445568307073851
10	0.0464029762505588
11	0.0377679965923612
12	0.0390041911570362
13	0.0430981224314379
14	0.0413712536255237
15	0.0421760957969613
16	0.0430383877942316
17	0.0417705902861587
18	0.0424097492434068
19	0.0410813024779848
20	0.0449380652639808
21	0.0460852462549844
22	0.0468194497620741
23	0.044745467651339
24	0.0452414246935922
25	0.0471488216228094
