"","Position","C.T","G.A"
"1",1,0.412415725843755,0.361641960206332
"2",2,0.438129383927035,0.388596961154221
"3",3,0.451272802608781,0.417096995339521
"4",4,0.460239828454228,0.440717873384933
"5",5,0.471843897926529,0.454754988840287
"6",6,0.485457181742367,0.46157782330465
"7",7,0.498172304289248,0.465193622961502
"8",8,0.505692137101666,0.471191778077686
"9",9,0.510141728872964,0.477996507053993
"10",10,0.511622578374168,0.485948478796336
"11",11,0.511601451477315,0.49375428787827
"12",12,0.51220104925075,0.499500600274516
"13",-12,0.510508931028499,0.501211986310953
"14",-11,0.502760701602315,0.502621376209824
"15",-10,0.493548461976817,0.50397280165353
"16",-9,0.485253372917897,0.502778639007203
"17",-8,0.478762149627488,0.498030479885804
"18",-7,0.47350301031358,0.489836722078878
"19",-6,0.47105071515317,0.476023572670724
"20",-5,0.465192361054118,0.461444096138871
"21",-4,0.452020075715996,0.449002209806691
"22",-3,0.429526926623979,0.439069246165829
"23",-2,0.40111235766523,0.425946358320165
"24",-1,0.372757258835198,0.401416284575833
