"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0922386769056368,0.0431749941461914,2.77797130329986e-05,0.160548288817607,0.478978866711595,-9095.97716037625
"Std.",0.000271124071476274,0.0003975676702558,2.80511328354195e-05,0.00526486398948295,0.00182107504825308,1.70945535210663
"Acceptance ratio",0.17166,0.15906,0.15718,0.26242,0.1766,0.64236
"0%",0.0911964636569811,0.0418818200223292,4.43720613083184e-09,0.141923368690904,0.472185568680803,-9106.72463433738
"2.5%",0.0917063816789833,0.0424294251794993,7.32433622763193e-07,0.150568910015713,0.475488821974909,-9100.19042321284
"5%",0.0917840286851801,0.0425324661074358,1.65773089752984e-06,0.152116450762038,0.475990258820019,-9099.24580288605
"7.5%",0.0918390569524645,0.042602966113889,2.43298093294759e-06,0.153150684044175,0.476407259452571,-9098.69433706714
"10%",0.0918853773416623,0.0426628284638841,3.15430598909815e-06,0.153970097794312,0.476701705579401,-9098.2842818628
"12.5%",0.0919290054682645,0.0427183824069932,3.87599075215583e-06,0.154602041884605,0.476929314092106,-9097.96027233269
"15%",0.09196265304323,0.0427641215593166,4.48712461720532e-06,0.155148629712454,0.477115175775886,-9097.66402793701
"17.5%",0.0919870760704564,0.0428039350309814,5.20728915916324e-06,0.155699745622622,0.477296740623992,-9097.43125053128
"20%",0.0920139638731488,0.0428365913776957,6.07176987215806e-06,0.156103086986088,0.47745932473033,-9097.23056891113
"22.5%",0.0920344033678961,0.0428713898814943,7.02782936846604e-06,0.15652590284455,0.477606666121675,-9097.0513991559
"25%",0.0920581394646187,0.0429012726126687,7.90565235976527e-06,0.156916345318987,0.477751715384425,-9096.88535070535
"27.5%",0.0920808785361694,0.0429283117734509,8.80729806872879e-06,0.157306682023789,0.477875371446445,-9096.72550300824
"30%",0.0921004839888354,0.0429566681208077,9.65209986379345e-06,0.157674605418401,0.478030473346973,-9096.57918697407
"32.5%",0.0921206893074181,0.042986111050596,1.05161786267757e-05,0.158008534588811,0.478126350351181,-9096.44334282832
"35%",0.0921386959091784,0.043011641212292,1.17809137160874e-05,0.158358171732209,0.478259416459452,-9096.31296360607
"37.5%",0.0921583039193862,0.0430400762042993,1.25874639739465e-05,0.158699048794397,0.478384863593997,-9096.19243524702
"40%",0.0921773771110764,0.0430684944288483,1.38726676662201e-05,0.159072530146726,0.478482578782481,-9096.07482732319
"42.5%",0.0921908809234902,0.0430975088831709,1.49796147445336e-05,0.159384632338288,0.478588527865611,-9095.9672181792
"45%",0.0922072965439425,0.043124480075369,1.65316877222728e-05,0.159673897078057,0.478701323965742,-9095.85725623233
"47.5%",0.0922240026952443,0.0431496267291881,1.76938944058108e-05,0.160017260608995,0.478818948846787,-9095.74981438498
"50%",0.0922390704732735,0.0431788069947429,1.90660660052282e-05,0.160381333483268,0.478942778869466,-9095.64746312513
"52.5%",0.0922551749973678,0.0431996422469273,2.05209625642181e-05,0.160727596520524,0.479051440892571,-9095.54885197312
"55%",0.0922720038743342,0.043225540746908,2.22688728104426e-05,0.161062266208263,0.479172727212794,-9095.46018719703
"57.5%",0.092286645640259,0.0432584089881877,2.38028539989505e-05,0.161383240384192,0.479317244712983,-9095.3682503925
"60%",0.0923040487772279,0.0432833328129703,2.5290712440344e-05,0.161769206322163,0.479441359113591,-9095.28005486215
"62.5%",0.0923246151743662,0.0433077407089431,2.73004178997493e-05,0.162164935977807,0.47954883886215,-9095.19077142492
"65%",0.092343566696631,0.0433344444366913,2.9104923729148e-05,0.16252423546562,0.479645239731779,-9095.09825659619
"67.5%",0.0923647645403536,0.043361668845859,3.12902568625006e-05,0.162885344843216,0.479772382928624,-9095.00236614427
"70%",0.0923824164260284,0.0433893839755471,3.35343132228414e-05,0.163310949303717,0.47990826711903,-9094.90254368029
"72.5%",0.0924038941378427,0.043413126846112,3.57111526844477e-05,0.163663406852598,0.48005461782735,-9094.81158873482
"75%",0.0924258409325454,0.0434470587722024,3.83156905584262e-05,0.164088664832119,0.48019678802879,-9094.72293809348
"77.5%",0.0924443821948573,0.0434788087388575,4.10490673760243e-05,0.164470972483027,0.480341110412809,-9094.62780730496
"80%",0.0924620493730938,0.0435105216415082,4.45529402395828e-05,0.164960721244118,0.480502765719783,-9094.53229499215
"82.5%",0.0924872837954891,0.0435440115037029,4.80931265008159e-05,0.165461910765579,0.480677113855434,-9094.42947485168
"85%",0.0925180281713106,0.0435825371141107,5.27322304160874e-05,0.165998837346029,0.480893795236201,-9094.32600227085
"87.5%",0.0925459678931893,0.0436303319633633,5.80127345246338e-05,0.166680328035139,0.481125791243368,-9094.21557669031
"90%",0.0925798158900426,0.0436783931765056,6.37025271405946e-05,0.167433645697701,0.481377613102258,-9094.10404994334
"92.5%",0.0926247912160218,0.0437372254971189,7.2279323104737e-05,0.168314848959331,0.481669139207619,-9093.97046263012
"95%",0.0926832619195458,0.0438288220302561,8.35740334512288e-05,0.169491381336277,0.482009794888112,-9093.82798553468
"97.5%",0.0927685824939819,0.0439440147535342,0.000103317088786948,0.17111574484793,0.482602133062917,-9093.62801542439
"100%",0.0933511673667632,0.0447289305432661,0.000236458732843457,0.186370030899216,0.486282056475179,-9093.09520763884
