Sample	Unique Reads	Duplicate Reads
Sde-ABul_001-Ex1-cssl.clmp.r1	14268659.0	3081245.0
Sde-ABul_001-Ex1-cssl.clmp.r2	14558501.0	2791403.0
Sde-ABul_002-Ex1-cssl.clmp.r1	13731481.0	2640151.0
Sde-ABul_002-Ex1-cssl.clmp.r2	13946116.0	2425516.0
Sde-ABul_003-Ex1-cssl.clmp.r1	14167712.0	4260709.0
Sde-ABul_003-Ex1-cssl.clmp.r2	14505798.0	3922623.0
Sde-ABul_004-Ex1-cssl.clmp.r1	16896577.0	2369623.0
Sde-ABul_004-Ex1-cssl.clmp.r2	16985365.0	2280835.0
Sde-ABul_006-Ex1-cssl.clmp.r1	8279137.0	2400514.0
Sde-ABul_006-Ex1-cssl.clmp.r2	8442982.0	2236669.0
Sde-ABul_007-Ex1-cssl.clmp.r1	14679632.0	2738952.0
Sde-ABul_007-Ex1-cssl.clmp.r2	14852340.0	2566244.0
Sde-ABul_008-Ex1-cssl.clmp.r1	4694189.0	855252.0
Sde-ABul_008-Ex1-cssl.clmp.r2	4761621.0	787820.0
Sde-ABul_009-Ex1-cssl.clmp.r1	13816511.0	3485322.0
Sde-ABul_009-Ex1-cssl.clmp.r2	14021450.0	3280383.0
Sde-ABul_011-Ex1-cssl.clmp.r1	928360.0	242116.0
Sde-ABul_011-Ex1-cssl.clmp.r2	962897.0	207579.0
Sde-ABul_014-Ex1-cssl.clmp.r1	15677589.0	2110325.0
Sde-ABul_014-Ex1-cssl.clmp.r2	15764631.0	2023283.0
Sde-ABul_016-Ex1-cssl.clmp.r1	13701390.0	2934672.0
Sde-ABul_016-Ex1-cssl.clmp.r2	13926332.0	2709730.0
Sde-ABul_017-Ex1-cssl.clmp.r1	15038807.0	4895692.0
Sde-ABul_017-Ex1-cssl.clmp.r2	15438507.0	4495992.0
Sde-ABul_018-Ex1-cssl.clmp.r1	9591721.0	1519673.0
Sde-ABul_018-Ex1-cssl.clmp.r2	9699494.0	1411900.0
Sde-ABul_019-Ex1-cssl.clmp.r1	18427320.0	2669302.0
Sde-ABul_019-Ex1-cssl.clmp.r2	18562405.0	2534217.0
Sde-ABul_020-Ex1-cssl.clmp.r1	7246100.0	1626732.0
Sde-ABul_020-Ex1-cssl.clmp.r2	7387318.0	1485514.0
Sde-ABul_021-Ex1-cssl.clmp.r1	15197149.0	3984263.0
Sde-ABul_021-Ex1-cssl.clmp.r2	15592512.0	3588900.0
Sde-ABul_022-Ex1-cssl.clmp.r1	7397512.0	1492294.0
Sde-ABul_022-Ex1-cssl.clmp.r2	7574580.0	1315226.0
Sde-ABul_024-Ex1-cssl.clmp.r1	7859204.0	2418487.0
Sde-ABul_024-Ex1-cssl.clmp.r2	8032446.0	2245245.0
Sde-ABul_027-Ex1-cssl.clmp.r1	13564671.0	2204205.0
Sde-ABul_027-Ex1-cssl.clmp.r2	13735635.0	2033241.0
Sde-ABul_028-Ex1-cssl.clmp.r1	10238031.0	1317503.0
Sde-ABul_028-Ex1-cssl.clmp.r2	10325727.0	1229807.0
Sde-ABul_029-Ex1-cssl.clmp.r1	11062692.0	4013115.0
Sde-ABul_029-Ex1-cssl.clmp.r2	11342251.0	3733556.0
Sde-ABul_030-Ex1-cssl.clmp.r1	11336987.0	1739150.0
Sde-ABul_030-Ex1-cssl.clmp.r2	11409694.0	1666443.0
Sde-ABul_031-Ex1-cssl.clmp.r1	6804718.0	1210799.0
Sde-ABul_031-Ex1-cssl.clmp.r2	6933999.0	1081518.0
Sde-ABul_032-Ex1-cssl.clmp.r1	1118897.0	318365.0
Sde-ABul_032-Ex1-cssl.clmp.r2	1154623.0	282639.0
Sde-ABul_034-Ex1-cssl.clmp.r1	6925209.0	1288629.0
Sde-ABul_034-Ex1-cssl.clmp.r2	7066112.0	1147726.0
Sde-ABul_035-Ex1-cssl.clmp.r1	13606724.0	2221744.0
Sde-ABul_035-Ex1-cssl.clmp.r2	13790738.0	2037730.0
Sde-ABul_039-Ex1-cssl.clmp.r1	14977103.0	3069348.0
