pos	5pC>T
1	0.0204598295014208
2	0.0307388313598479
3	0.0183211276083467
4	0.0206974342248315
5	0.019805101748352
6	0.0290173128505243
7	0.0321684600384394
8	0.0286171916711159
9	0.0304905050926047
10	0.0305077358901722
11	0.0234293407824041
12	0.0234226447709594
13	0.0270476752134461
14	0.0275266278539425
15	0.0261305460750853
16	0.026629849137931
17	0.0258269512791266
18	0.0261744060475162
19	0.0261758137646342
20	0.0273882352941176
21	0.0280228614665388
22	0.0272903155485313
23	0.0280914310832715
24	0.0287465043592696
25	0.0277414469608316
