"","Theta","DeltaD","DeltaS","Lambda","Rho","LogLik"
"Mean",0.0501609898034289,0.033388054912005,7.79008478827269e-05,0.179315707590858,0.572164795636072,-9523.5934240943
"Std.",0.000192302273817549,0.000407716745067006,7.8198312750953e-05,0.00957431968171422,0.00273250454736601,1.701062118037
"Acceptance ratio",0.22716,0.244,0.11152,0.18692,0.2504,0.68252
"0%",0.0494410132534023,0.0318401243621576,4.60185633416522e-08,0.141190600873236,0.561771036572796,-9534.03176819117
"2.5%",0.0497835088879334,0.032614708309724,1.70475311874393e-06,0.160785175311768,0.566845419921372,-9527.67339951856
"5%",0.0498442905203274,0.0327334389565868,3.57950598777381e-06,0.163802653031357,0.567684989445533,-9526.8131991697
"7.5%",0.0498829972905279,0.0328130258147026,5.27621837711772e-06,0.165693859161123,0.56830205060143,-9526.29853937605
"10%",0.0499093859489416,0.0328802547834073,7.47970336598315e-06,0.167101779729773,0.568662061975586,-9525.89164298067
"12.5%",0.0499379736544624,0.0329269922500268,9.79947186989093e-06,0.16840995964378,0.568982178256758,-9525.5665015657
"15%",0.0499578893640343,0.0329662372366836,1.19891774273585e-05,0.169417165712781,0.569286326291617,-9525.31368143915
"17.5%",0.0499773897690473,0.0330047253499497,1.47968441148265e-05,0.170360532459294,0.569569676129778,-9525.08280807903
"20%",0.0499970283847263,0.0330443244395955,1.68722958024051e-05,0.171259886299801,0.56982436711281,-9524.87850251545
"22.5%",0.0500174183684299,0.0330779383734165,1.86688592237491e-05,0.172093551973993,0.570062549868474,-9524.68039680826
"25%",0.0500329962950005,0.0331099819339928,2.06380934750456e-05,0.172816606398766,0.570283024787531,-9524.51234383773
"27.5%",0.0500461841160361,0.0331385743480275,2.31328100800992e-05,0.173592298815334,0.570508966418997,-9524.35693798422
"30%",0.050060723270298,0.0331692535711392,2.58423106383789e-05,0.174260963250101,0.570712046058927,-9524.21708006295
"32.5%",0.0500753714630293,0.0331970255474479,2.92320355249546e-05,0.174884577218047,0.570912873864652,-9524.08644502883
"35%",0.0500872704093164,0.0332279201531598,3.2726412414593e-05,0.175406931009486,0.571103159092454,-9523.95524010132
"37.5%",0.050100553675136,0.0332545563634907,3.59359991407652e-05,0.176108368787806,0.571310638387285,-9523.82820773756
"40%",0.0501123721777159,0.0332796285210261,3.8282823113533e-05,0.176699124470112,0.571493644017331,-9523.69888895564
"42.5%",0.0501250784796369,0.0333048350647718,4.18970767238728e-05,0.177362543886063,0.571655790730783,-9523.5767810822
"45%",0.0501372431882192,0.0333315362420862,4.58026606559334e-05,0.177874259673833,0.571804844790264,-9523.46619411038
"47.5%",0.050148547080581,0.0333582044977328,4.94538182424143e-05,0.178582077213681,0.57196306413771,-9523.35738368886
"50%",0.0501613630839558,0.0333835282004116,5.35313040686502e-05,0.179176299074136,0.57214447754721,-9523.24926135207
"52.5%",0.0501742150700708,0.033408118193683,5.77216520187857e-05,0.179808228737401,0.572325913593082,-9523.15198156378
"55%",0.0501868840588653,0.0334332324033266,6.23427198068e-05,0.180543870789779,0.572505478521318,-9523.05527690814
"57.5%",0.0501981317786181,0.033457509083385,6.65927110565194e-05,0.181240566250937,0.572685874368389,-9522.95903882595
"60%",0.0502097189681991,0.0334857209082171,7.16413279999399e-05,0.181832138283526,0.572864917349792,-9522.86505973126
"62.5%",0.0502220200422577,0.0335080481874037,7.67758394846374e-05,0.182453729661288,0.573052945675831,-9522.77852645428
"65%",0.0502344747259256,0.0335343830632172,8.24236808953739e-05,0.182986607944666,0.573239968002914,-9522.68595817306
"67.5%",0.0502477219783079,0.0335620726289743,8.87351880876605e-05,0.183703242586065,0.573425286324138,-9522.60288085232
"70%",0.0502605245343915,0.033590135232156,9.4016014851932e-05,0.184446013345789,0.57360210861882,-9522.52415832202
"72.5%",0.050275028226737,0.0336177909009781,0.000102132650219727,0.185073047735339,0.57381047241185,-9522.43868681839
"75%",0.0502909414082374,0.0336496913950013,0.00010991197761031,0.185852590300198,0.5740259818697,-9522.34737690311
"77.5%",0.0503101312909398,0.0336847271050303,0.000117951055851441,0.186620271209413,0.574251952368597,-9522.25262876446
"80%",0.0503261812075496,0.0337282208231492,0.0001272832361864,0.187374193539451,0.574439816602998,-9522.16291262994
"82.5%",0.0503432525548389,0.0337693128488381,0.000137443726132905,0.188160164176467,0.574735180343666,-9522.06900168491
"85%",0.0503641904323064,0.0338102190859062,0.000150076710668062,0.189101192287044,0.574969884732392,-9521.9726103658
"87.5%",0.0503845006513022,0.0338637815503962,0.000166117147019504,0.190119068978492,0.575305015237634,-9521.86157549365
"90%",0.0504101886774057,0.0339129327648597,0.000184102605780534,0.191291554347331,0.575654867062336,-9521.73905964628
"92.5%",0.050439422812643,0.0339752194353645,0.000204428200601657,0.192989961018142,0.576092200697061,-9521.59818720715
"95%",0.0504763442437677,0.0340580473386022,0.000233369627149274,0.195056437542002,0.57669655237768,-9521.44460853246
"97.5%",0.0505285030206217,0.0342154565240902,0.000283675320885477,0.198240540433827,0.577513904697837,-9521.23308267121
"100%",0.0508824764335283,0.0353984104861834,0.000777421580567195,0.221819562706886,0.582954649435721,-9520.69075445934
