pos	3pG>A
1	0.0181810908654519
2	0.0288369473387778
3	0.0183976972895179
4	0.0202285581166604
5	0.0189467098283507
6	0.030581171536097
7	0.0334292553048436
8	0.0289380497277539
9	0.02838026067058
10	0.0307228165349645
11	0.0241518043323602
12	0.024708658210868
13	0.0269124164974263
14	0.0261140269630544
15	0.0263263969365647
16	0.0269018487784168
17	0.0261802464023191
18	0.0269108795547214
19	0.0271363339856491
20	0.0284511502761435
21	0.0282450915935079
22	0.0283171835882269
23	0.0274947074989152
24	0.027007874015748
25	0.0292239362960238
