pos	5pC>T
1	0.0191890870766967
2	0.0315512335980296
3	0.01936457372789
4	0.0197278468650303
5	0.0188779761498217
6	0.0305232769000885
7	0.0349721031778119
8	0.0293292527416475
9	0.0284759823158313
10	0.0310537479378371
11	0.0234058148057659
12	0.0246866282758868
13	0.0265230321518373
14	0.025949953660797
15	0.0261209613121227
16	0.0267297822255952
17	0.0272072072072072
18	0.0264718477090173
19	0.0267484886387325
20	0.0285099307873742
21	0.0284255714119968
22	0.0289206179797217
23	0.0284126816937013
24	0.0272976030731181
25	0.0292026643803997
