Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
SdC02022_CKDL210020579-1a-5UDI298-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	1048.0	79.0	136.0	314.0	88.0	24.0	13.0	12.0	0.0	0.0	15966.0	71971.0
SdC02027_CKDL210020579-1a-AK8410-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	38.0	77.0	7.0	7.0	4.0	2.0	0.0	0.0	0.0	0.0	634.0	2779.0
SdC02027_CKDL210020579-1a-AK8410-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	41.0	73.0	2.0	5.0	1.0	3.0	1.0	0.0	0.0	0.0	544.0	2878.0
SdC02028_CKDL210020579-1a-AK8410-AK2587_HKGLMDSX2_L2_clmp.fp2_r1_screen	1490.0	78.0	174.0	448.0	91.0	29.0	19.0	5.0	0.0	0.0	15716.0	165384.0
SdC02028_CKDL210020579-1a-AK8410-AK2587_HKGLMDSX2_L2_clmp.fp2_r2_screen	1491.0	73.0	162.0	456.0	118.0	24.0	15.0	5.0	1.0	0.0	16054.0	165035.0
SdC02029_CKDL210020579-1a-AK6881-AK2587_HKGLMDSX2_L2_clmp.fp2_r1_screen	177.0	28.0	17.0	115.0	17.0	13.0	3.0	2.0	0.0	0.0	2537.0	28435.0
SdC02029_CKDL210020579-1a-AK6881-AK2587_HKGLMDSX2_L2_clmp.fp2_r2_screen	228.0	35.0	15.0	104.0	13.0	9.0	1.0	0.0	1.0	0.0	2679.0	28259.0
SdC02031_CKDL210020579-1a-AK8587-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	108.0	65.0	8.0	27.0	24.0	2.0	5.0	1.0	0.0	0.0	1520.0	10613.0
SdC02031_CKDL210020579-1a-AK8587-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	124.0	61.0	11.0	17.0	8.0	3.0	0.0	2.0	0.0	0.0	1528.0	10619.0
SdC02035_CKDL210020579-1a-AK9142-AK2587_HKGLMDSX2_L2_clmp.fp2_r1_screen	118.0	9.0	11.0	43.0	4.0	1.0	1.0	4.0	0.0	0.0	1966.0	8325.0
SdC02035_CKDL210020579-1a-AK9142-AK2587_HKGLMDSX2_L2_clmp.fp2_r2_screen	100.0	15.0	27.0	38.0	3.0	3.0	0.0	0.0	0.0	0.0	2044.0	8252.0
SdC02036_CKDL210020579-1a-AK6260-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	1853.0	66.0	154.0	199.0	105.0	55.0	19.0	21.0	0.0	0.0	24666.0	80338.0
SdC02036_CKDL210020579-1a-AK6260-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	1819.0	57.0	258.0	168.0	93.0	68.0	16.0	12.0	0.0	0.0	25002.0	79983.0
SdC02037_CKDL210020579-1a-AK8410-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	5460.0	373.0	824.0	2832.0	424.0	104.0	53.0	25.0	1.0	0.0	52253.0	660951.0
SdC02037_CKDL210020579-1a-AK8410-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	5681.0	370.0	639.0	2895.0	393.0	145.0	75.0	14.0	1.0	0.0	53727.0	659360.0
SdC02040_CKDL210020579-1a-AK6881-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	33.0	1.0	6.0	8.0	3.0	1.0	1.0	0.0	0.0	0.0	605.0	2578.0
SdC02040_CKDL210020579-1a-AK6881-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	41.0	1.0	4.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	546.0	2638.0
SdC02041_CKDL210020579-1a-AK3905-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	297.0	33.0	29.0	97.0	18.0	9.0	12.0	4.0	0.0	0.0	4474.0	20243.0
SdC02041_CKDL210020579-1a-AK3905-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	347.0	52.0	46.0	122.0	23.0	6.0	6.0	0.0	1.0	0.0	4489.0	20124.0
SdC02043_CKDL210020579-1a-AK7759-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	20.0	19.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	349.0	1752.0
SdC02043_CKDL210020579-1a-AK7759-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	28.0	21.0	2.0	10.0	8.0	2.0	0.0	0.0	0.0	0.0	356.0	1717.0
SdC02044_CKDL210020579-1a-AK7759-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	52.0	130.0	14.0	12.0	7.0	1.0	0.0	0.0	0.0	0.0	861.0	4808.0
SdC02044_CKDL210020579-1a-AK7759-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	45.0	134.0	9.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	856.0	4832.0
SdC02045_CKDL210020579-1a-AK8587-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	70.0	98.0	7.0	14.0	1.0	0.0	1.0	0.0	0.0	0.0	1027.0	6222.0
SdC02045_CKDL210020579-1a-AK8587-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	67.0	104.0	6.0	13.0	2.0	1.0	2.0	0.0	0.0	0.0	959.0	6286.0
SdC02046_CKDL210020579-1a-AK6881-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	1931.0	21.0	185.0	268.0	117.0	71.0	53.0	12.0	0.0	0.0	26024.0	148800.0
SdC02046_CKDL210020579-1a-AK6881-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	2109.0	17.0	167.0	269.0	124.0	72.0	16.0	11.0	1.0	0.0	26233.0	148463.0
SdC02048_CKDL210020579-1a-AK3905-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	101.0	14.0	7.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	1005.0	4585.0
SdC02048_CKDL210020579-1a-AK3905-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	68.0	14.0	2.0	13.0	3.0	1.0	1.0	1.0	0.0	0.0	1035.0	4585.0
SdC02050_CKDL210020579-1a-AK3905-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	1122.0	230.0	131.0	287.0	87.0	29.0	12.0	13.0	1.0	0.0	15606.0	59515.0
SdC02050_CKDL210020579-1a-AK3905-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	1034.0	230.0	95.0	260.0	81.0	17.0	28.0	15.0	0.0	0.0	15581.0	59692.0
SdC02051_CKDL210020579-1a-AK8410-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	40.0	49.0	18.0	22.0	10.0	1.0	1.0	0.0	0.0	0.0	871.0	6128.0
SdC02051_CKDL210020579-1a-AK8410-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	72.0	61.0	24.0	36.0	2.0	5.0	0.0	2.0	0.0	0.0	842.0	6096.0
SdC02054_CKDL210020579-1a-5UDI298-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	146.0	53.0	11.0	25.0	15.0	0.0	4.0	1.0	0.0	0.0	1501.0	7978.0
SdC02054_CKDL210020579-1a-5UDI298-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	91.0	40.0	7.0	16.0	7.0	4.0	1.0	0.0	0.0	0.0	1575.0	7993.0
SdC02056_CKDL210020579-1a-AK8410-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	1561.0	59.0	153.0	101.0	86.0	15.0	11.0	4.0	2.0	0.0	12068.0	72408.0
SdC02056_CKDL210020579-1a-AK8410-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	1522.0	69.0	120.0	118.0	99.0	25.0	11.0	6.0	0.0	0.0	12367.0	72131.0
SdC02059_CKDL210020579-1a-AK9141-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	111.0	5.0	12.0	11.0	5.0	0.0	1.0	0.0	0.0	0.0	1240.0	6284.0
SdC02059_CKDL210020579-1a-AK9141-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	69.0	4.0	23.0	18.0	9.0	4.0	2.0	2.0	0.0	0.0	1150.0	6388.0
SdC02060_CKDL210020579-1a-AK6260-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	500.0	72.0	75.0	48.0	38.0	8.0	1.0	0.0	0.0	0.0	7572.0	30518.0
SdC02060_CKDL210020579-1a-AK6260-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	529.0	76.0	79.0	70.0	42.0	24.0	6.0	6.0	0.0	0.0	7420.0	30580.0
SdC02063_CKDL210020579-1a-AK6260-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	364.0	14.0	29.0	56.0	13.0	3.0	0.0	0.0	0.0	0.0	2925.0	18043.0
SdC02063_CKDL210020579-1a-AK6260-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	434.0	14.0	22.0	62.0	20.0	11.0	2.0	0.0	0.0	0.0	2893.0	17989.0
SdC02064_CKDL210020579-1a-AK9142-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	380.0	22.0	65.0	119.0	26.0	7.0	3.0	2.0	0.0	0.0	4726.0	29476.0
SdC02064_CKDL210020579-1a-AK9142-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	342.0	26.0	52.0	147.0	45.0	26.0	4.0	1.0	0.0	0.0	4933.0	29250.0
SdC02065_CKDL210020579-1a-AK7761-7UDI308_HKGLMDSX2_L2_clmp.fp2_r1_screen	29.0	1.0	4.0	9.0	3.0	1.0	0.0	0.0	0.0	0.0	393.0	1829.0
SdC02065_CKDL210020579-1a-AK7761-7UDI308_HKGLMDSX2_L2_clmp.fp2_r2_screen	33.0	4.0	5.0	6.0	12.0	5.0	0.0	0.0	0.0	0.0	432.0	1772.0
SdC02066_CKDL210020579-1a-AK6881-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	141.0	9.0	8.0	28.0	6.0	6.0	1.0	1.0	0.0	0.0	1593.0	7558.0
SdC02066_CKDL210020579-1a-AK6881-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	109.0	8.0	15.0	23.0	7.0	3.0	0.0	2.0	0.0	0.0	1425.0	7759.0
SdC02070_CKDL210020579-1a-AK9142-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	2802.0	414.0	333.0	443.0	221.0	56.0	18.0	9.0	0.0	0.0	26612.0	168369.0
SdC02070_CKDL210020579-1a-AK9142-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	2777.0	414.0	288.0	495.0	181.0	60.0	31.0	13.0	1.0	0.0	26708.0	168309.0
SdC02072_CKDL210020579-1a-AK6260-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	124.0	11.0	23.0	33.0	18.0	8.0	4.0	0.0	0.0	0.0	1931.0	12687.0
SdC02072_CKDL210020579-1a-AK6260-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	134.0	11.0	21.0	34.0	1.0	8.0	2.0	1.0	0.0	0.0	1952.0	12675.0
SdC02074_CKDL210020579-1a-AK6881-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	249.0	18.0	34.0	28.0	7.0	3.0	1.0	1.0	0.0	0.0	3509.0	18452.0
SdC02074_CKDL210020579-1a-AK6881-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	271.0	11.0	35.0	50.0	13.0	7.0	8.0	2.0	1.0	0.0	3599.0	18305.0
SdC02075_CKDL210020579-1a-AK8410-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	12867.0	927.0	1396.0	3314.0	949.0	272.0	115.0	79.0	9.0	0.0	135604.0	840829.0
SdC02075_CKDL210020579-1a-AK8410-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	12996.0	883.0	1448.0	3135.0	874.0	283.0	170.0	64.0	2.0	0.0	136873.0	839633.0
SdC02077_CKDL210020579-1a-AK8410-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	3687.0	177.0	418.0	1301.0	237.0	101.0	62.0	11.0	3.0	0.0	37451.0	436102.0
SdC02077_CKDL210020579-1a-AK8410-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	3988.0	185.0	323.0	1394.0	245.0	86.0	30.0	18.0	0.0	0.0	37898.0	435383.0
SdC02078_CKDL210020579-1a-AK7759-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	36.0	79.0	5.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	553.0	2902.0
SdC02078_CKDL210020579-1a-AK7759-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	27.0	74.0	7.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	545.0	2925.0
SdC02080_CKDL210020579-1a-AK7010-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	103.0	10.0	3.0	33.0	9.0	2.0	2.0	2.0	0.0	0.0	1223.0	5239.0
SdC02080_CKDL210020579-1a-AK7010-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	70.0	5.0	7.0	18.0	2.0	8.0	2.0	1.0	0.0	0.0	1170.0	5343.0
SdC02081_CKDL210020579-1a-AK3905-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	269.0	36.0	34.0	78.0	11.0	3.0	4.0	2.0	0.0	0.0	4167.0	17246.0
SdC02081_CKDL210020579-1a-AK3905-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	248.0	39.0	31.0	45.0	22.0	26.0	0.0	3.0	0.0	0.0	4352.0	17084.0
SdC02082_CKDL210020579-1a-AK7010-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	174.0	21.0	18.0	58.0	5.0	5.0	7.0	4.0	0.0	0.0	2566.0	13116.0
SdC02082_CKDL210020579-1a-AK7010-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	194.0	19.0	13.0	30.0	18.0	5.0	3.0	3.0	0.0	0.0	2544.0	13145.0
SdC02083_CKDL210020579-1a-AK6881-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	62.0	13.0	6.0	6.0	4.0	0.0	0.0	1.0	0.0	0.0	967.0	5169.0
SdC02083_CKDL210020579-1a-AK6881-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	77.0	10.0	7.0	12.0	4.0	5.0	3.0	1.0	1.0	0.0	967.0	5141.0
SdC02084_CKDL210020579-1a-AK7010-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	2041.0	39.0	176.0	123.0	140.0	52.0	34.0	7.0	0.0	0.0	20210.0	95300.0
SdC02084_CKDL210020579-1a-AK7010-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	1900.0	30.0	200.0	135.0	95.0	43.0	22.0	12.0	0.0	0.0	20963.0	94722.0
SdC02087_CKDL210020579-1a-AK6260-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	16.0	2.0	1.0	7.0	1.0	1.0	1.0	0.0	0.0	0.0	460.0	1824.0
SdC02087_CKDL210020579-1a-AK6260-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	37.0	3.0	4.0	4.0	5.0	1.0	1.0	0.0	0.0	0.0	419.0	1839.0
SdC02090_CKDL210020579-1a-AK8587-7UDI214_HKGLMDSX2_L2_clmp.fp2_r1_screen	53.0	43.0	7.0	17.0	11.0	2.0	1.0	0.0	0.0	0.0	790.0	4900.0
SdC02090_CKDL210020579-1a-AK8587-7UDI214_HKGLMDSX2_L2_clmp.fp2_r2_screen	66.0	41.0	3.0	17.0	3.0	12.0	0.0	0.0	0.0	0.0	832.0	4850.0
SdC02092_CKDL210020579-1a-AK7010-7UDI246_HKGLMDSX2_L2_clmp.fp2_r1_screen	41290.0	848.0	4198.0	3647.0	2872.0	933.0	448.0	237.0	3.0	0.0	325633.0	2435507.0
SdC02092_CKDL210020579-1a-AK7010-7UDI246_HKGLMDSX2_L2_clmp.fp2_r2_screen	41755.0	892.0	4262.0	3832.0	2775.0	992.0	503.0	181.0	10.0	0.0	332509.0	2427905.0
SdC02093_CKDL210020579-1a-AK7010-GC12_HKGLMDSX2_L2_clmp.fp2_r1_screen	43.0	12.0	7.0	10.0	1.0	6.0	0.0	1.0	0.0	0.0	730.0	3215.0
SdC02093_CKDL210020579-1a-AK7010-GC12_HKGLMDSX2_L2_clmp.fp2_r2_screen	60.0	6.0	8.0	12.0	1.0	2.0	0.0	0.0	0.0	0.0	774.0	3162.0
SdC02094_CKDL210020579-1a-AK7010-AK7558_HKGLMDSX2_L2_clmp.fp2_r1_screen	242.0	12.0	28.0	19.0	12.0	11.0	4.0	1.0	0.0	0.0	2766.0	11531.0
SdC02094_CKDL210020579-1a-AK7010-AK7558_HKGLMDSX2_L2_clmp.fp2_r2_screen	320.0	16.0	20.0	15.0	32.0	18.0	1.0	1.0	0.0	0.0	2747.0	11456.0
SdC02095_CKDL210020579-1a-AK8410-AK4971_HKGLMDSX2_L2_clmp.fp2_r1_screen	20309.0	265.0	1948.0	3771.0	1351.0	410.0	205.0	103.0	1.0	0.0	143042.0	1247506.0
SdC02095_CKDL210020579-1a-AK8410-AK4971_HKGLMDSX2_L2_clmp.fp2_r2_screen	20218.0	308.0	1819.0	3645.0	1325.0	407.0	193.0	90.0	0.0	0.0	146947.0	1243959.0
SdC02096_CKDL210020579-1a-AK7759-AK1864_HKGLMDSX2_L2_clmp.fp2_r1_screen	932.0	75.0	77.0	65.0	77.0	15.0	9.0	2.0	0.0	0.0	11210.0	57903.0
SdC02096_CKDL210020579-1a-AK7759-AK1864_HKGLMDSX2_L2_clmp.fp2_r2_screen	821.0	60.0	73.0	61.0	54.0	15.0	14.0	7.0	0.0	0.0	11484.0	57776.0
